covariate 1:   name=covariate1, type=float, missing=  1 of  50, average=0.021800, stdev=1.041202, range=[-3.087231,2.299912], active=1
covariate 2:   name=covariate2, type=float, missing=  2 of  50, average=0.059260, stdev=1.119155, range=[-1.687699,2.938682], active=1
covariate 3:   name=covariate3, type=float, missing=  1 of  50, average=0.260884, stdev=0.815370, range=[-1.854927,2.469410], active=1
covariate 4:   name=covariate4, type=float, missing=  3 of  50, average=-0.157925, stdev=1.036837, range=[-1.692459,2.213674], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  50, average=0.282013, stdev=1.126849, range=[-2.306686,2.690633], active=1
covariate 6:   name=covariate6, type=float, missing=  3 of  50, average=0.117687, stdev=1.004293, range=[-2.183742,1.968331], active=1
covariate 7:   name=covariate7, type=float, missing=  1 of  50, average=-0.105885, stdev=1.134784, range=[-2.057601,2.685690], active=1
covariate 8:   name=covariate8, type=float, missing=  2 of  50, average=-0.159213, stdev=0.975602, range=[-2.332978,1.753073], active=1
covariate 9:   name=covariate9, type=float, missing=  2 of  50, average=0.197221, stdev=1.075034, range=[-2.596684,2.659842], active=1
covariate 10:  name=covariate10, type=float, missing=  2 of  50, average=0.018589, stdev=0.945699, range=[-2.052502,1.888227], active=1
covariate 11:  name=covariate11, type=float, missing=  2 of  50, average=-0.131648, stdev=0.954146, range=[-2.163653,2.151765], active=1
covariate 12:  name=covariate12, type=float, missing=  3 of  50, average=-0.179721, stdev=1.038072, range=[-1.994105,2.513892], active=1
covariate 13:  name=covariate13, type=float, missing=  6 of  50, average=0.153945, stdev=0.820443, range=[-1.787532,1.777248], active=1
covariate 14:  name=covariate14, type=float, missing=  3 of  50, average=0.065860, stdev=0.960544, range=[-2.270655,2.319158], active=1
covariate 15:  name=covariate15, type=float, missing=  4 of  50, average=-0.095779, stdev=1.057566, range=[-2.306095,2.791595], active=1
covariate 16:  name=covariate16, type=float, missing=  1 of  50, average=0.001577, stdev=0.932742, range=[-2.305320,1.769074], active=1
covariate 17:  name=covariate17, type=float, missing=  4 of  50, average=-0.101102, stdev=0.926524, range=[-1.410815,2.329791], active=1
covariate 18:  name=covariate18, type=float, missing=  3 of  50, average=-0.041210, stdev=0.947314, range=[-2.344701,2.079096], active=1
covariate 19:  name=covariate19, type=float, missing=  2 of  50, average=-0.093612, stdev=1.021282, range=[-3.072451,2.652666], active=1
covariate 20:  name=covariate20, type=float, missing=  2 of  50, average=0.078820, stdev=1.023189, range=[-1.835028,2.186871], active=1
covariate 21:  name=covariate21, type=float, missing=  3 of  50, average=-0.011525, stdev=0.754149, range=[-2.115429,1.566797], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  50, average=-0.090134, stdev=1.011407, range=[-2.093206,2.068435], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  50, average=-0.209741, stdev=0.806078, range=[-2.258754,1.589688], active=1
covariate 24:  name=covariate24, type=float, missing=  2 of  50, average=0.048249, stdev=1.059876, range=[-2.639864,2.923664], active=1
covariate 25:  name=covariate25, type=float, missing=  4 of  50, average=0.138095, stdev=0.881545, range=[-1.306063,2.994940], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of  50, average=-0.339121, stdev=0.827375, range=[-2.202246,1.474300], active=1
covariate 27:  name=covariate27, type=float, missing=  4 of  50, average=0.054550, stdev=1.092260, range=[-2.462640,2.921786], active=1
covariate 28:  name=covariate28, type=float, missing=  2 of  50, average=-0.091173, stdev=1.000310, range=[-2.461193,1.510664], active=1
covariate 29:  name=covariate29, type=float, missing=  4 of  50, average=-0.195894, stdev=1.207166, range=[-3.648355,2.152184], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  50, average=-0.092285, stdev=1.135133, range=[-2.106584,2.104123], active=1
covariate 31:  name=covariate31, type=float, missing=  5 of  50, average=0.035225, stdev=0.958619, range=[-1.884222,2.070870], active=1
covariate 32:  name=covariate32, type=float, missing=  1 of  50, average=-0.023149, stdev=0.801149, range=[-2.277933,1.807213], active=1
