covariate 1:   name=covariate1, type=float, missing=  1 of  10, average=0.285249, stdev=0.628702, range=[-0.673897,1.320848], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of  10, average=-0.317841, stdev=0.827481, range=[-1.545039,1.201207], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of  10, average=-0.566867, stdev=0.734122, range=[-2.076952,0.282233], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of  10, average=-0.358164, stdev=0.932035, range=[-1.611231,1.922456], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  10, average=-0.033308, stdev=0.972665, range=[-1.598002,1.359565], active=1
covariate 6:   name=covariate6, type=float, missing=  1 of  10, average=-0.097373, stdev=0.772129, range=[-1.625743,1.151301], active=1
covariate 7:   name=covariate7, type=float, missing=  3 of  10, average=-0.155564, stdev=0.598428, range=[-1.000241,0.786931], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of  10, average=-0.096036, stdev=0.596282, range=[-1.055126,0.744571], active=1
covariate 9:   name=covariate9, type=float, missing=  2 of  10, average=0.211219, stdev=0.909951, range=[-1.366807,1.347407], active=1
covariate 10:  name=covariate10, type=float, missing=  1 of  10, average=-0.579328, stdev=1.008650, range=[-2.044802,0.972784], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  10, average=0.161823, stdev=0.830148, range=[-1.074578,1.689473], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  10, average=-0.351556, stdev=0.853836, range=[-1.779189,0.745460], active=1
covariate 13:  name=covariate13, type=float, missing=  1 of  10, average=-0.237310, stdev=0.678758, range=[-1.368850,0.703959], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  10, average=-0.199488, stdev=0.642870, range=[-1.268940,0.734894], active=1
covariate 15:  name=covariate15, type=float, missing=  2 of  10, average=-0.567581, stdev=0.977062, range=[-1.925352,0.881613], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  10, average=-0.219325, stdev=0.920703, range=[-2.295743,1.166202], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of  10, average=-0.337067, stdev=0.801271, range=[-2.239358,0.756058], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of  10, average=0.033615, stdev=1.075987, range=[-1.720159,1.429829], active=1
covariate 19:  name=covariate19, type=float, missing=  1 of  10, average=-0.046781, stdev=0.895726, range=[-1.435528,1.075571], active=1
covariate 20:  name=covariate20, type=float, missing=  3 of  10, average=-0.300405, stdev=1.153695, range=[-1.298856,2.311380], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  10, average=0.260430, stdev=0.817793, range=[-0.961493,1.516289], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  10, average=0.189273, stdev=1.127034, range=[-1.642403,1.846281], active=1
covariate 23:  name=covariate23, type=float, missing=  1 of  10, average=-0.295200, stdev=1.093317, range=[-1.372229,2.205115], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  10, average=-0.352952, stdev=0.810299, range=[-2.121793,0.861742], active=1
covariate 25:  name=covariate25, type=float, missing=  2 of  10, average=0.260167, stdev=1.117400, range=[-1.263444,1.988221], active=1
covariate 26:  name=covariate26, type=float, missing=  1 of  10, average=-0.022280, stdev=1.486198, range=[-1.556640,3.344217], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  10, average=-0.147920, stdev=1.338128, range=[-1.612662,2.557650], active=1
covariate 28:  name=covariate28, type=float, missing=  3 of  10, average=-0.346524, stdev=0.543698, range=[-1.018929,0.483841], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of  10, average=-0.249224, stdev=0.754887, range=[-1.308229,1.504482], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  10, average=0.390684, stdev=1.108607, range=[-1.033894,2.855846], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  10, average=0.361091, stdev=1.035965, range=[-0.789349,2.926996], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  10, average=0.609302, stdev=0.847407, range=[-0.359314,2.396541], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  10, average=-0.092614, stdev=0.581912, range=[-0.784348,1.279034], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of  10, average=0.275158, stdev=0.932011, range=[-1.038670,1.678078], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  10, average=-0.257490, stdev=1.034498, range=[-1.660276,1.507628], active=1
covariate 36:  name=covariate36, type=float, missing=  2 of  10, average=-0.175385, stdev=0.592169, range=[-1.031187,0.770262], active=1
covariate 37:  name=covariate37, type=float, missing=  1 of  10, average=0.323685, stdev=0.850764, range=[-1.007401,1.457437], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  10, average=-0.436518, stdev=1.036843, range=[-2.327024,0.976203], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  10, average=0.097202, stdev=1.388462, range=[-2.950388,2.311414], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=-0.180120, stdev=1.202904, range=[-1.894612,1.617695], active=1
covariate 41:  name=covariate41, type=float, missing=  1 of  10, average=0.098865, stdev=0.801630, range=[-0.638324,1.945283], active=1
covariate 42:  name=covariate42, type=float, missing=  1 of  10, average=0.377743, stdev=0.900948, range=[-1.164283,1.888421], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  10, average=-0.053795, stdev=0.968899, range=[-1.724913,1.202056], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  10, average=-0.380031, stdev=1.050488, range=[-1.733826,1.487815], active=1
covariate 45:  name=covariate45, type=float, missing=  1 of  10, average=-0.511651, stdev=0.548039, range=[-1.366422,0.392066], active=1
covariate 46:  name=covariate46, type=float, missing=  1 of  10, average=0.103838, stdev=1.543501, range=[-1.679451,3.722501], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  10, average=0.231432, stdev=0.866244, range=[-1.150347,1.761636], active=1
covariate 48:  name=covariate48, type=float, missing=  1 of  10, average=0.465209, stdev=0.839092, range=[-0.716657,1.662621], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of  10, average=0.399935, stdev=0.651635, range=[-0.357201,1.778973], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  10, average=-0.328046, stdev=0.946872, range=[-1.673068,1.467174], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  10, average=0.131851, stdev=0.891819, range=[-1.035448,1.818786], active=1
covariate 52:  name=covariate52, type=float, missing=  1 of  10, average=0.058335, stdev=1.172378, range=[-2.163718,2.324784], active=1
covariate 53:  name=covariate53, type=float, missing=  1 of  10, average=0.114902, stdev=0.468877, range=[-0.578223,1.003981], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of  10, average=0.368679, stdev=0.976241, range=[-0.943465,2.538200], active=1
