covariate 1:   name=covariate1, type=float, missing=  4 of  50, average=-0.127017, stdev=0.932197, range=[-2.064067,1.969035], active=1
covariate 2:   name=covariate2, type=float, missing=  3 of  50, average=0.238934, stdev=1.033055, range=[-1.843336,3.220006], active=1
covariate 3:   name=covariate3, type=float, missing=  2 of  50, average=0.206225, stdev=1.054006, range=[-3.159467,2.183211], active=1
covariate 4:   name=covariate4, type=float, missing=  4 of  50, average=-0.197971, stdev=1.001453, range=[-2.264368,2.207619], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  50, average=0.142076, stdev=0.957090, range=[-1.408813,2.578835], active=1
covariate 6:   name=covariate6, type=float, missing=  5 of  50, average=-0.134253, stdev=0.978008, range=[-2.352227,1.705114], active=1
covariate 7:   name=covariate7, type=float, missing=  4 of  50, average=0.075339, stdev=0.917063, range=[-1.837443,2.662961], active=1
covariate 8:   name=covariate8, type=float, missing=  1 of  50, average=0.127391, stdev=1.031539, range=[-1.828482,2.114547], active=1
covariate 9:   name=covariate9, type=float, missing=  4 of  50, average=0.094081, stdev=0.998176, range=[-2.025495,2.597391], active=1
covariate 10:  name=covariate10, type=float, missing=  2 of  50, average=-0.144931, stdev=0.946153, range=[-1.709820,2.728319], active=1
covariate 11:  name=covariate11, type=float, missing=  3 of  50, average=0.017314, stdev=0.889249, range=[-1.919121,2.315537], active=1
covariate 12:  name=covariate12, type=float, missing=  4 of  50, average=-0.158436, stdev=0.951532, range=[-1.961515,1.738180], active=1
covariate 13:  name=covariate13, type=float, missing=  2 of  50, average=0.077526, stdev=0.845653, range=[-1.480589,2.243043], active=1
covariate 14:  name=covariate14, type=float, missing=  2 of  50, average=0.061396, stdev=0.960550, range=[-1.695106,2.562184], active=1
covariate 15:  name=covariate15, type=float, missing=  5 of  50, average=0.131420, stdev=0.981277, range=[-1.797604,2.020206], active=1
covariate 16:  name=covariate16, type=float, missing=  2 of  50, average=-0.100775, stdev=0.956381, range=[-1.905698,2.020539], active=1
covariate 17:  name=covariate17, type=float, missing=  4 of  50, average=0.160064, stdev=1.042569, range=[-1.983841,2.419628], active=1
covariate 18:  name=covariate18, type=float, missing=  1 of  50, average=-0.071555, stdev=1.106189, range=[-3.413108,2.888597], active=1
covariate 19:  name=covariate19, type=float, missing=  3 of  50, average=0.050054, stdev=1.015781, range=[-2.022306,2.178931], active=1
covariate 20:  name=covariate20, type=float, missing=  1 of  50, average=-0.126701, stdev=0.957479, range=[-2.918542,2.220072], active=1
covariate 21:  name=covariate21, type=float, missing=  2 of  50, average=0.197865, stdev=1.120713, range=[-2.354744,2.504302], active=1
covariate 22:  name=covariate22, type=float, missing=  2 of  50, average=0.012249, stdev=0.866857, range=[-1.982368,1.556487], active=1
covariate 23:  name=covariate23, type=float, missing=  3 of  50, average=-0.172701, stdev=1.142639, range=[-2.486811,2.145745], active=1
covariate 24:  name=covariate24, type=float, missing=  1 of  50, average=0.228321, stdev=1.074355, range=[-1.910654,2.615932], active=1
covariate 25:  name=covariate25, type=float, missing=  2 of  50, average=0.027913, stdev=0.888576, range=[-1.760369,2.010080], active=1
covariate 26:  name=covariate26, type=float, missing=  1 of  50, average=-0.023055, stdev=1.093479, range=[-1.858168,2.514097], active=1
covariate 27:  name=covariate27, type=float, missing=  2 of  50, average=0.066530, stdev=1.149274, range=[-2.337550,3.273286], active=1
covariate 28:  name=covariate28, type=float, missing=  2 of  50, average=-0.022537, stdev=0.939621, range=[-1.990821,2.582689], active=1
