covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.096126, stdev=0.954680, range=[-1.882317,2.579115], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=0.130870, stdev=0.964372, range=[-2.495676,2.674327], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.146504, stdev=1.082286, range=[-2.766206,2.157446], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=0.198647, stdev=1.046922, range=[-2.314881,2.802932], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=0.161860, stdev=0.964189, range=[-1.640812,2.753835], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.101702, stdev=0.924134, range=[-2.128376,2.569592], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=-0.358836, stdev=1.123264, range=[-3.400948,2.773034], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.027549, stdev=0.919037, range=[-2.602688,2.016985], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.089734, stdev=1.108328, range=[-3.074939,2.802995], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.099660, stdev=0.991638, range=[-2.271392,2.623474], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.038808, stdev=0.969473, range=[-2.741484,2.640531], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.001152, stdev=1.029519, range=[-2.552862,2.079848], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.001327, stdev=1.016560, range=[-2.464330,2.538495], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=-0.104396, stdev=1.026957, range=[-2.712975,1.987518], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.110140, stdev=1.063988, range=[-3.127158,2.463858], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=-0.133657, stdev=0.970506, range=[-2.885877,3.500590], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.082192, stdev=0.887627, range=[-2.045858,2.003153], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.044747, stdev=1.012561, range=[-2.439821,3.430141], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.015074, stdev=1.100521, range=[-2.606012,1.974273], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=0.026453, stdev=1.041215, range=[-3.179247,2.158917], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.094003, stdev=0.918995, range=[-1.826152,2.343407], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.057827, stdev=0.960458, range=[-2.943913,3.135171], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.028340, stdev=1.035446, range=[-2.519257,2.625229], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=-0.090608, stdev=0.961667, range=[-2.328652,3.101462], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.045336, stdev=0.934150, range=[-3.054393,2.625492], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=0.051414, stdev=0.957614, range=[-2.473423,2.276344], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.244998, stdev=1.035876, range=[-3.743348,2.863908], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.090150, stdev=0.856817, range=[-2.055553,1.817762], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.045111, stdev=1.031543, range=[-2.334229,2.547273], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=-0.138012, stdev=1.026138, range=[-3.083509,2.203830], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=0.032632, stdev=0.918379, range=[-2.704487,2.387075], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.028812, stdev=0.956257, range=[-2.272624,2.926790], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.041167, stdev=1.030339, range=[-2.530880,2.222440], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.028646, stdev=1.125877, range=[-2.369328,3.641831], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.055810, stdev=0.974458, range=[-2.704621,1.855230], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=-0.072211, stdev=0.979297, range=[-2.233470,3.202411], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.216592, stdev=1.077838, range=[-2.603420,2.433164], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.117362, stdev=0.994782, range=[-3.770365,2.047762], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.031275, stdev=1.009803, range=[-2.223511,2.175746], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.085727, stdev=0.933503, range=[-2.058665,2.474427], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=-0.044511, stdev=1.019876, range=[-3.383023,2.439854], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.061410, stdev=0.963423, range=[-2.618370,1.932457], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=0.048572, stdev=1.003667, range=[-1.978410,2.616635], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.068119, stdev=0.841683, range=[-1.912152,2.040972], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.047461, stdev=0.925367, range=[-2.104655,1.990966], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.002528, stdev=1.093021, range=[-2.799506,2.800186], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=-0.020830, stdev=1.068752, range=[-3.349809,2.947113], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.028475, stdev=0.920127, range=[-2.974858,2.605166], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.043979, stdev=0.993861, range=[-2.714850,2.221436], active=1
