covariate 1:   name=covariate1, type=float, missing=  3 of  50, average=0.113174, stdev=1.060211, range=[-2.582997,1.929980], active=1
covariate 2:   name=covariate2, type=float, missing=  3 of  50, average=0.186714, stdev=0.991208, range=[-2.533007,3.020987], active=1
covariate 3:   name=covariate3, type=float, missing=  5 of  50, average=0.116461, stdev=1.143033, range=[-2.011112,2.608833], active=1
covariate 4:   name=covariate4, type=float, missing=  3 of  50, average=-0.006607, stdev=0.922671, range=[-1.584130,1.796248], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of  50, average=0.014732, stdev=1.055828, range=[-2.048260,2.232656], active=1
covariate 6:   name=covariate6, type=float, missing=  3 of  50, average=0.009626, stdev=1.037569, range=[-2.497799,2.668590], active=1
covariate 7:   name=covariate7, type=float, missing=  1 of  50, average=0.073168, stdev=0.921798, range=[-1.646948,2.600640], active=1
covariate 8:   name=covariate8, type=float, missing=  2 of  50, average=-0.161277, stdev=1.041678, range=[-2.819157,3.064840], active=1
covariate 9:   name=covariate9, type=float, missing=  4 of  50, average=-0.203254, stdev=1.140087, range=[-3.071758,2.493376], active=1
covariate 10:  name=covariate10, type=float, missing=  2 of  50, average=0.195623, stdev=0.954482, range=[-1.572349,2.055194], active=1
covariate 11:  name=covariate11, type=float, missing=  2 of  50, average=-0.093320, stdev=0.855462, range=[-1.978482,2.290184], active=1
covariate 12:  name=covariate12, type=float, missing=  1 of  50, average=0.068113, stdev=0.939024, range=[-1.472365,2.101691], active=1
covariate 13:  name=covariate13, type=float, missing=  3 of  50, average=-0.113823, stdev=1.015966, range=[-1.930257,2.607718], active=1
covariate 14:  name=covariate14, type=float, missing=  2 of  50, average=-0.148796, stdev=1.173902, range=[-2.575624,2.568981], active=1
covariate 15:  name=covariate15, type=float, missing=  1 of  50, average=0.364058, stdev=0.814249, range=[-1.451924,2.014045], active=1
covariate 16:  name=covariate16, type=float, missing=  6 of  50, average=0.257768, stdev=1.216483, range=[-3.627431,2.854293], active=1
covariate 17:  name=covariate17, type=float, missing=  1 of  50, average=-0.155193, stdev=0.928324, range=[-2.557576,1.545546], active=1
covariate 18:  name=covariate18, type=float, missing=  3 of  50, average=0.022969, stdev=0.748854, range=[-1.513935,1.582426], active=1
covariate 19:  name=covariate19, type=float, missing=  1 of  50, average=0.017211, stdev=1.002536, range=[-2.361385,2.320823], active=1
covariate 20:  name=covariate20, type=float, missing=  2 of  50, average=-0.269557, stdev=0.952875, range=[-2.063140,1.808506], active=1
covariate 21:  name=covariate21, type=float, missing=  1 of  50, average=-0.408893, stdev=0.984182, range=[-2.607093,1.817764], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  50, average=-0.008010, stdev=0.957963, range=[-1.863404,2.491116], active=1
covariate 23:  name=covariate23, type=float, missing=  5 of  50, average=-0.031694, stdev=1.219847, range=[-2.972613,3.893391], active=1
covariate 24:  name=covariate24, type=float, missing=  4 of  50, average=-0.066692, stdev=1.141734, range=[-2.629077,2.551676], active=1
covariate 25:  name=covariate25, type=float, missing=  4 of  50, average=-0.265855, stdev=1.002400, range=[-2.651859,2.000963], active=1
covariate 26:  name=covariate26, type=float, missing=  4 of  50, average=-0.066722, stdev=0.966840, range=[-2.036139,2.664881], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  50, average=0.103495, stdev=0.904947, range=[-1.758894,1.600749], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  50, average=0.021689, stdev=0.923213, range=[-2.142872,2.403801], active=1
covariate 29:  name=covariate29, type=float, missing=  2 of  50, average=-0.009290, stdev=1.064547, range=[-2.928312,2.489900], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  50, average=0.084648, stdev=0.970271, range=[-2.640800,1.991838], active=1
covariate 31:  name=covariate31, type=float, missing=  5 of  50, average=-0.261068, stdev=1.011410, range=[-2.772735,1.413640], active=1
covariate 32:  name=covariate32, type=float, missing=  3 of  50, average=0.051799, stdev=1.112318, range=[-2.722523,2.377655], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of  50, average=-0.076119, stdev=1.015753, range=[-2.180898,2.208553], active=1
covariate 34:  name=covariate34, type=float, missing=  3 of  50, average=0.166143, stdev=0.900388, range=[-1.851475,1.969466], active=1
covariate 35:  name=covariate35, type=float, missing=  4 of  50, average=0.138794, stdev=0.897447, range=[-2.219208,2.568893], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of  50, average=-0.093378, stdev=1.136601, range=[-3.278041,2.111939], active=1
covariate 37:  name=covariate37, type=float, missing=  6 of  50, average=-0.124752, stdev=0.759567, range=[-2.034322,1.213790], active=1
covariate 38:  name=covariate38, type=float, missing=  5 of  50, average=-0.057227, stdev=1.044907, range=[-2.267329,2.302056], active=1
covariate 39:  name=covariate39, type=float, missing=  2 of  50, average=-0.144183, stdev=0.860014, range=[-1.933475,2.243016], active=1
covariate 40:  name=covariate40, type=float, missing=  3 of  50, average=-0.189854, stdev=0.904552, range=[-2.128121,1.642926], active=1
covariate 41:  name=covariate41, type=float, missing=  6 of  50, average=0.168570, stdev=0.711101, range=[-1.346321,1.549618], active=1
covariate 42:  name=covariate42, type=float, missing=  1 of  50, average=0.118861, stdev=0.984488, range=[-2.125743,2.358644], active=1
covariate 43:  name=covariate43, type=float, missing=  2 of  50, average=0.237799, stdev=0.968239, range=[-1.663640,2.565213], active=1
