covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.124756, stdev=0.977526, range=[-2.586297,2.508075], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=0.034558, stdev=1.077446, range=[-2.544921,2.926556], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.200839, stdev=1.039694, range=[-3.089631,1.744069], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.029743, stdev=0.972538, range=[-2.489537,2.454977], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=0.116583, stdev=0.907271, range=[-2.194245,1.751516], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.041546, stdev=1.022242, range=[-2.655299,2.201685], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.056762, stdev=1.000712, range=[-2.246060,2.845175], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.032358, stdev=1.014816, range=[-3.496512,2.738554], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=0.048696, stdev=1.018428, range=[-2.562534,2.192591], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.002185, stdev=1.036054, range=[-2.638557,2.623497], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.051528, stdev=1.024918, range=[-2.184446,2.784116], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=-0.170831, stdev=0.967574, range=[-1.977884,1.994526], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=-0.052519, stdev=1.035622, range=[-3.581344,2.063155], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.068324, stdev=1.111017, range=[-3.428304,2.705489], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=0.208610, stdev=0.893343, range=[-2.117421,2.203882], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.146134, stdev=1.124201, range=[-2.301380,2.992504], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.061230, stdev=0.885730, range=[-1.907078,2.271324], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.016738, stdev=1.066512, range=[-2.006999,3.192238], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=-0.045689, stdev=1.066901, range=[-2.535633,2.672972], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.001030, stdev=0.887892, range=[-1.816500,2.639545], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.030331, stdev=1.119100, range=[-2.127864,2.978166], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.073612, stdev=1.031496, range=[-2.190087,2.396285], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=-0.118906, stdev=1.067738, range=[-2.824011,2.276103], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=-0.090863, stdev=1.013928, range=[-2.726733,2.499089], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.032152, stdev=0.938880, range=[-2.361498,2.111845], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=0.132730, stdev=0.845164, range=[-1.702666,1.698518], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.063225, stdev=1.188329, range=[-2.961398,2.985959], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.055475, stdev=0.965614, range=[-2.601902,2.031407], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=0.006494, stdev=0.861515, range=[-2.040908,2.317481], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=-0.028219, stdev=1.042609, range=[-3.006426,2.331334], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=0.082591, stdev=0.950129, range=[-2.407561,1.939365], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.050646, stdev=1.071061, range=[-2.523408,2.356236], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.120216, stdev=0.985102, range=[-2.572435,2.125479], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.042802, stdev=1.081769, range=[-3.231465,2.702074], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.001692, stdev=1.134852, range=[-4.104114,3.037511], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.046431, stdev=0.898973, range=[-3.115484,1.850849], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.139481, stdev=0.950505, range=[-2.445060,2.130134], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.105228, stdev=0.977598, range=[-2.206606,2.654585], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.090217, stdev=0.953928, range=[-1.760462,2.901628], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=0.081858, stdev=1.032957, range=[-2.076776,2.717007], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=-0.087152, stdev=1.116778, range=[-2.440715,2.917903], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.023787, stdev=1.007874, range=[-2.089561,2.434618], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.008608, stdev=1.139945, range=[-2.681030,2.333715], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.095394, stdev=0.983169, range=[-2.770370,2.360140], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.015001, stdev=0.936481, range=[-2.437727,2.579738], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.086844, stdev=0.963085, range=[-3.079918,2.221662], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=-0.120543, stdev=0.993785, range=[-2.152563,2.843605], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=0.028778, stdev=0.935999, range=[-2.180058,2.259073], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=-0.026471, stdev=0.993134, range=[-3.031829,2.710745], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.137827, stdev=1.015229, range=[-3.071395,2.000526], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=-0.079749, stdev=1.005907, range=[-2.640166,2.808107], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.020555, stdev=1.067025, range=[-3.033789,2.289505], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=-0.092139, stdev=0.931829, range=[-2.733817,2.208827], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=0.048234, stdev=1.086831, range=[-2.965871,2.781700], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=-0.057424, stdev=0.850316, range=[-2.518673,1.990019], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=-0.232123, stdev=1.010882, range=[-2.861902,1.937681], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.181302, stdev=1.038552, range=[-3.209722,2.253112], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=-0.006828, stdev=0.950132, range=[-2.394316,2.821727], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=-0.056202, stdev=0.968712, range=[-2.534809,2.400015], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=0.152092, stdev=0.987149, range=[-3.156013,2.202284], active=1
