active=50: F_T=0.850380, F_V=0.655435
active=49: F_T=0.850598, F_V=0.653370
active=48: F_T=0.841957, F_V=0.662283
active=47: F_T=0.848533, F_V=0.658913
active=46: F_T=0.845163, F_V=0.666630
active=45: F_T=0.843152, F_V=0.665054
active=44: F_T=0.841359, F_V=0.667935
active=43: F_T=0.839674, F_V=0.673859
active=42: F_T=0.839891, F_V=0.681413
active=41: F_T=0.841576, F_V=0.673098
active=40: F_T=0.840707, F_V=0.676522
active=39: F_T=0.834076, F_V=0.690924
active=38: F_T=0.837120, F_V=0.684837
active=37: F_T=0.833043, F_V=0.690380
active=36: F_T=0.833152, F_V=0.694185
active=35: F_T=0.832989, F_V=0.695272
active=34: F_T=0.826359, F_V=0.702826
active=33: F_T=0.828152, F_V=0.706087
active=32: F_T=0.825489, F_V=0.703152
active=31: F_T=0.821141, F_V=0.708967
active=30: F_T=0.821522, F_V=0.706848
active=29: F_T=0.817228, F_V=0.711413
active=28: F_T=0.815598, F_V=0.710815
active=27: F_T=0.816630, F_V=0.712772
active=26: F_T=0.807500, F_V=0.710598
active=25: F_T=0.802554, F_V=0.715380
active=24: F_T=0.804728, F_V=0.716793
active=23: F_T=0.798098, F_V=0.715543
active=22: F_T=0.796467, F_V=0.718478
active=21: F_T=0.795000, F_V=0.721033
active=20: F_T=0.795054, F_V=0.721793
active=19: F_T=0.796902, F_V=0.726196
active=18: F_T=0.795761, F_V=0.725924
active=17: F_T=0.792011, F_V=0.723913
active=16: F_T=0.790435, F_V=0.728804
active=15: F_T=0.796413, F_V=0.733424
active=14: F_T=0.787717, F_V=0.740815
active=13: F_T=0.791141, F_V=0.737826
active=12: F_T=0.780000, F_V=0.737500
active=11: F_T=0.779457, F_V=0.744565
active=10: F_T=0.771685, F_V=0.735435
active=9: F_T=0.746087, F_V=0.712011
active=8: F_T=0.741033, F_V=0.715326
active=7: F_T=0.732120, F_V=0.702228
active=6: F_T=0.732120, F_V=0.700380
active=5: F_T=0.710652, F_V=0.689348
active=4: F_T=0.702174, F_V=0.689130
active=3: F_T=0.722989, F_V=0.703533
active=2: F_T=0.677174, F_V=0.671413
active=1: F_T=0.638043, F_V=0.625924
active=0: F_T=0.500000, F_V=0.500000
