active=100: F_T=0.976900, F_V=0.570600
active=99: F_T=0.976200, F_V=0.577300
active=98: F_T=0.977700, F_V=0.579800
active=97: F_T=0.976300, F_V=0.583000
active=96: F_T=0.975500, F_V=0.583200
active=95: F_T=0.974200, F_V=0.582500
active=94: F_T=0.975000, F_V=0.593600
active=93: F_T=0.975700, F_V=0.586600
active=92: F_T=0.974800, F_V=0.583300
active=91: F_T=0.974100, F_V=0.599100
active=90: F_T=0.974900, F_V=0.589300
active=89: F_T=0.973000, F_V=0.599900
active=88: F_T=0.971900, F_V=0.603000
active=87: F_T=0.970600, F_V=0.609900
active=86: F_T=0.970300, F_V=0.601300
active=85: F_T=0.970200, F_V=0.602900
active=84: F_T=0.971400, F_V=0.611400
active=83: F_T=0.970700, F_V=0.610300
active=82: F_T=0.969100, F_V=0.608800
active=81: F_T=0.970500, F_V=0.618400
active=80: F_T=0.969000, F_V=0.619600
active=79: F_T=0.967800, F_V=0.624500
active=78: F_T=0.968900, F_V=0.621600
active=77: F_T=0.967100, F_V=0.630900
active=76: F_T=0.965600, F_V=0.634500
active=75: F_T=0.965000, F_V=0.628000
active=74: F_T=0.961700, F_V=0.629200
active=73: F_T=0.965000, F_V=0.645700
active=72: F_T=0.962900, F_V=0.644400
active=71: F_T=0.962500, F_V=0.649600
active=70: F_T=0.960900, F_V=0.642700
active=69: F_T=0.960500, F_V=0.655500
active=68: F_T=0.957300, F_V=0.651900
active=67: F_T=0.955500, F_V=0.660800
active=66: F_T=0.956000, F_V=0.655400
active=65: F_T=0.955600, F_V=0.663500
active=64: F_T=0.953500, F_V=0.672900
active=63: F_T=0.953400, F_V=0.666600
active=62: F_T=0.950500, F_V=0.676900
active=61: F_T=0.950100, F_V=0.682400
active=60: F_T=0.952000, F_V=0.677800
active=59: F_T=0.946800, F_V=0.677100
active=58: F_T=0.946900, F_V=0.676400
active=57: F_T=0.945300, F_V=0.680200
active=56: F_T=0.947500, F_V=0.688800
active=55: F_T=0.949000, F_V=0.692900
active=54: F_T=0.946500, F_V=0.709900
active=53: F_T=0.944500, F_V=0.698600
active=52: F_T=0.943000, F_V=0.707800
active=51: F_T=0.943200, F_V=0.706900
active=50: F_T=0.938300, F_V=0.715800
active=49: F_T=0.942500, F_V=0.714200
active=48: F_T=0.931200, F_V=0.724100
active=47: F_T=0.936500, F_V=0.724000
active=46: F_T=0.933900, F_V=0.722800
active=45: F_T=0.936000, F_V=0.730400
active=44: F_T=0.930700, F_V=0.725400
active=43: F_T=0.923000, F_V=0.735100
active=42: F_T=0.925400, F_V=0.724000
active=41: F_T=0.922700, F_V=0.739200
active=40: F_T=0.922200, F_V=0.738000
active=39: F_T=0.919200, F_V=0.731000
active=38: F_T=0.918700, F_V=0.733600
active=37: F_T=0.921300, F_V=0.743800
active=36: F_T=0.914400, F_V=0.746300
active=35: F_T=0.917700, F_V=0.738100
active=34: F_T=0.917500, F_V=0.747400
active=33: F_T=0.915100, F_V=0.748900
active=32: F_T=0.910000, F_V=0.756200
active=31: F_T=0.908600, F_V=0.756900
active=30: F_T=0.906100, F_V=0.752900
active=29: F_T=0.898400, F_V=0.759100
active=28: F_T=0.893800, F_V=0.759300
active=27: F_T=0.884500, F_V=0.744100
active=26: F_T=0.880700, F_V=0.756500
active=25: F_T=0.876600, F_V=0.742700
active=24: F_T=0.875800, F_V=0.742800
active=23: F_T=0.862700, F_V=0.737100
active=22: F_T=0.866600, F_V=0.737600
active=21: F_T=0.859600, F_V=0.740700
active=20: F_T=0.850300, F_V=0.743200
active=19: F_T=0.837300, F_V=0.726800
active=18: F_T=0.822600, F_V=0.727700
active=17: F_T=0.814200, F_V=0.719800
active=16: F_T=0.801200, F_V=0.699200
active=15: F_T=0.779700, F_V=0.698100
active=14: F_T=0.774200, F_V=0.694100
active=13: F_T=0.767500, F_V=0.680400
active=12: F_T=0.771300, F_V=0.699500
active=11: F_T=0.759200, F_V=0.697500
active=10: F_T=0.764700, F_V=0.698100
active=9: F_T=0.752900, F_V=0.696700
active=8: F_T=0.729300, F_V=0.667600
active=7: F_T=0.692200, F_V=0.647500
active=6: F_T=0.691900, F_V=0.654100
active=5: F_T=0.693600, F_V=0.639500
active=4: F_T=0.632100, F_V=0.592900
active=3: F_T=0.617300, F_V=0.596200
active=2: F_T=0.572500, F_V=0.556700
active=1: F_T=0.509900, F_V=0.509100
active=0: F_T=0.500000, F_V=0.500000
