active=40: F_T=0.969000, F_V=0.592600
active=39: F_T=0.964400, F_V=0.606000
active=38: F_T=0.966600, F_V=0.616600
active=37: F_T=0.966400, F_V=0.626200
active=36: F_T=0.962600, F_V=0.623200
active=35: F_T=0.961800, F_V=0.618000
active=34: F_T=0.959800, F_V=0.643600
active=33: F_T=0.955400, F_V=0.647400
active=32: F_T=0.952200, F_V=0.659200
active=31: F_T=0.953600, F_V=0.653000
active=30: F_T=0.947400, F_V=0.666200
active=29: F_T=0.946600, F_V=0.654400
active=28: F_T=0.945600, F_V=0.663400
active=27: F_T=0.942400, F_V=0.676200
active=26: F_T=0.935000, F_V=0.678400
active=25: F_T=0.930600, F_V=0.695200
active=24: F_T=0.936200, F_V=0.681000
active=23: F_T=0.920800, F_V=0.684000
active=22: F_T=0.913800, F_V=0.685000
active=21: F_T=0.911600, F_V=0.701600
active=20: F_T=0.906200, F_V=0.687200
active=19: F_T=0.884200, F_V=0.702800
active=18: F_T=0.882800, F_V=0.695400
active=17: F_T=0.885000, F_V=0.702200
active=16: F_T=0.867000, F_V=0.701800
active=15: F_T=0.856600, F_V=0.702800
active=14: F_T=0.860000, F_V=0.726800
active=13: F_T=0.849200, F_V=0.719600
active=12: F_T=0.840600, F_V=0.724400
active=11: F_T=0.827000, F_V=0.728800
active=10: F_T=0.851800, F_V=0.736600
active=9: F_T=0.825000, F_V=0.735000
active=8: F_T=0.818200, F_V=0.753000
active=7: F_T=0.802200, F_V=0.739200
active=6: F_T=0.781200, F_V=0.726000
active=5: F_T=0.769200, F_V=0.712400
active=4: F_T=0.757200, F_V=0.728600
active=3: F_T=0.753200, F_V=0.725600
active=2: F_T=0.712600, F_V=0.708000
active=1: F_T=0.681800, F_V=0.672200
active=0: F_T=0.520000, F_V=0.480000
