covariate 1:   name=covariate1, type=float, missing=  8 of 100, average=-0.082143, stdev=0.969183, range=[-2.199717,2.197716], active=1
covariate 2:   name=covariate2, type=float, missing=  3 of 100, average=0.102457, stdev=0.916777, range=[-2.579735,2.720823], active=1
covariate 3:   name=covariate3, type=float, missing=  3 of 100, average=-0.060400, stdev=1.058485, range=[-2.932966,3.406959], active=1
covariate 4:   name=covariate4, type=float, missing=  7 of 100, average=0.152146, stdev=0.902116, range=[-1.919087,2.201255], active=1
covariate 5:   name=covariate5, type=float, missing=  9 of 100, average=-0.000132, stdev=1.074204, range=[-2.194376,3.056580], active=1
covariate 6:   name=covariate6, type=float, missing=  3 of 100, average=-0.013502, stdev=0.936891, range=[-2.359920,2.189487], active=1
covariate 7:   name=covariate7, type=float, missing=  5 of 100, average=-0.045237, stdev=0.910774, range=[-1.924173,2.588986], active=1
covariate 8:   name=covariate8, type=float, missing=  4 of 100, average=-0.085423, stdev=0.887004, range=[-2.995703,2.436332], active=1
covariate 9:   name=covariate9, type=float, missing=  5 of 100, average=-0.043370, stdev=0.996759, range=[-2.915704,1.947301], active=1
covariate 10:  name=covariate10, type=float, missing=  1 of 100, average=0.081669, stdev=0.970649, range=[-2.197356,2.473507], active=1
covariate 11:  name=covariate11, type=float, missing=  7 of 100, average=-0.001227, stdev=0.945833, range=[-2.226795,2.607053], active=1
covariate 12:  name=covariate12, type=float, missing=  4 of 100, average=-0.058615, stdev=0.978370, range=[-2.244920,2.864986], active=1
covariate 13:  name=covariate13, type=float, missing=  4 of 100, average=-0.056602, stdev=0.930706, range=[-2.318465,2.229524], active=1
covariate 14:  name=covariate14, type=float, missing=  5 of 100, average=-0.074052, stdev=1.032079, range=[-3.837335,2.591425], active=1
covariate 15:  name=covariate15, type=float, missing=  4 of 100, average=-0.054210, stdev=0.969900, range=[-2.314863,1.941094], active=1
covariate 16:  name=covariate16, type=float, missing=  4 of 100, average=-0.052764, stdev=0.965315, range=[-1.914152,2.685479], active=1
covariate 17:  name=covariate17, type=float, missing=  7 of 100, average=-0.252001, stdev=0.980767, range=[-2.791157,1.986298], active=1
covariate 18:  name=covariate18, type=float, missing=  5 of 100, average=-0.048225, stdev=1.027148, range=[-2.074771,2.983620], active=1
covariate 19:  name=covariate19, type=float, missing=  1 of 100, average=0.091729, stdev=1.008721, range=[-2.344761,2.364480], active=1
covariate 20:  name=covariate20, type=float, missing=  4 of 100, average=-0.049590, stdev=0.964409, range=[-2.945424,2.736670], active=1
covariate 21:  name=covariate21, type=float, missing=  4 of 100, average=0.081610, stdev=0.967334, range=[-1.950367,2.697474], active=1
covariate 22:  name=covariate22, type=float, missing=  7 of 100, average=0.018375, stdev=0.893091, range=[-2.602800,2.381716], active=1
covariate 23:  name=covariate23, type=float, missing=  4 of 100, average=-0.151833, stdev=1.052723, range=[-4.163016,1.946534], active=1
covariate 24:  name=covariate24, type=float, missing=  8 of 100, average=0.227032, stdev=0.999886, range=[-2.086678,2.546838], active=1
covariate 25:  name=covariate25, type=float, missing=  3 of 100, average=0.112879, stdev=1.041105, range=[-3.244378,2.901877], active=1
covariate 26:  name=covariate26, type=float, missing=  3 of 100, average=0.132587, stdev=1.058935, range=[-2.629993,2.593671], active=1
covariate 27:  name=covariate27, type=float, missing=  8 of 100, average=0.007629, stdev=1.003687, range=[-3.071346,2.370794], active=1
covariate 28:  name=covariate28, type=float, missing=  3 of 100, average=-0.052437, stdev=1.021100, range=[-2.264635,2.094089], active=1
covariate 29:  name=covariate29, type=float, missing=  5 of 100, average=-0.027584, stdev=0.870867, range=[-2.095769,1.929684], active=1
covariate 30:  name=covariate30, type=float, missing=  6 of 100, average=-0.052789, stdev=1.009676, range=[-2.256245,2.822002], active=1
covariate 31:  name=covariate31, type=float, missing=  6 of 100, average=0.140355, stdev=0.998512, range=[-2.178760,2.366379], active=1
covariate 32:  name=covariate32, type=float, missing=  5 of 100, average=-0.085702, stdev=0.996336, range=[-2.424136,2.434195], active=1
covariate 33:  name=covariate33, type=float, missing=  7 of 100, average=0.134461, stdev=1.038340, range=[-2.492339,2.169819], active=1
covariate 34:  name=covariate34, type=float, missing=  3 of 100, average=-0.093083, stdev=0.941623, range=[-2.868008,1.954950], active=1
covariate 35:  name=covariate35, type=float, missing=  5 of 100, average=-0.231730, stdev=1.054336, range=[-2.704732,2.898557], active=1
covariate 36:  name=covariate36, type=float, missing=  5 of 100, average=0.130581, stdev=1.045208, range=[-2.747843,3.021572], active=1
covariate 37:  name=covariate37, type=float, missing=  7 of 100, average=-0.051936, stdev=0.937113, range=[-2.752013,2.233792], active=1
covariate 38:  name=covariate38, type=float, missing=  8 of 100, average=0.085056, stdev=0.904090, range=[-2.207818,2.011420], active=1
covariate 39:  name=covariate39, type=float, missing=  7 of 100, average=0.037928, stdev=0.998004, range=[-3.074958,2.725953], active=1
covariate 40:  name=covariate40, type=float, missing=  6 of 100, average=0.113375, stdev=1.085249, range=[-2.522875,2.738810], active=1
covariate 41:  name=covariate41, type=float, missing=  2 of 100, average=0.109448, stdev=0.912471, range=[-1.888156,2.011112], active=1
covariate 42:  name=covariate42, type=float, missing=  1 of 100, average=0.048336, stdev=1.051689, range=[-2.453611,3.056338], active=1
covariate 43:  name=covariate43, type=float, missing=  6 of 100, average=0.043006, stdev=0.924661, range=[-2.179883,2.716091], active=1
covariate 44:  name=covariate44, type=float, missing=  5 of 100, average=0.153453, stdev=1.198740, range=[-2.994321,2.899709], active=1
covariate 45:  name=covariate45, type=float, missing=  7 of 100, average=0.090795, stdev=0.903578, range=[-2.663710,2.039769], active=1
covariate 46:  name=covariate46, type=float, missing=  4 of 100, average=0.070532, stdev=1.027409, range=[-2.645501,2.365288], active=1
covariate 47:  name=covariate47, type=float, missing=  3 of 100, average=0.007233, stdev=1.061948, range=[-3.076704,2.410897], active=1
covariate 48:  name=covariate48, type=float, missing=  5 of 100, average=0.133386, stdev=1.058257, range=[-3.213217,3.276162], active=1
covariate 49:  name=covariate49, type=float, missing=  3 of 100, average=-0.014289, stdev=1.006621, range=[-3.178144,2.470989], active=1
covariate 50:  name=covariate50, type=float, missing=  3 of 100, average=-0.017269, stdev=1.147488, range=[-3.790655,2.818588], active=1
covariate 51:  name=covariate51, type=float, missing=  2 of 100, average=0.117771, stdev=0.940146, range=[-1.729353,2.496611], active=1
covariate 52:  name=covariate52, type=float, missing=  6 of 100, average=-0.111733, stdev=0.945065, range=[-2.429623,2.083258], active=1
covariate 53:  name=covariate53, type=float, missing=  3 of 100, average=-0.143311, stdev=0.852215, range=[-2.034219,2.012900], active=1
covariate 54:  name=covariate54, type=float, missing=  7 of 100, average=-0.062489, stdev=0.995290, range=[-3.033238,2.346469], active=1
covariate 55:  name=covariate55, type=float, missing=  5 of 100, average=0.071127, stdev=1.009828, range=[-2.426100,2.661419], active=1
covariate 56:  name=covariate56, type=float, missing=  8 of 100, average=-0.177759, stdev=1.040547, range=[-3.091939,2.916923], active=1
covariate 57:  name=covariate57, type=float, missing=  9 of 100, average=0.049425, stdev=1.232146, range=[-3.679417,3.358533], active=1
covariate 58:  name=covariate58, type=float, missing=  9 of 100, average=0.040727, stdev=1.133618, range=[-2.356269,2.550599], active=1
covariate 59:  name=covariate59, type=float, missing=  4 of 100, average=0.058339, stdev=0.945665, range=[-2.818320,2.198032], active=1
covariate 60:  name=covariate60, type=float, missing=  6 of 100, average=-0.018210, stdev=1.022724, range=[-2.758684,2.692707], active=1
covariate 61:  name=covariate61, type=float, missing=  6 of 100, average=-0.075831, stdev=0.963012, range=[-2.183412,1.733067], active=1
covariate 62:  name=covariate62, type=float, missing=  7 of 100, average=-0.252732, stdev=1.048300, range=[-2.979729,1.792840], active=1
covariate 63:  name=covariate63, type=float, missing=  9 of 100, average=0.061360, stdev=0.913010, range=[-2.035444,2.170446], active=1
covariate 64:  name=covariate64, type=float, missing=  4 of 100, average=0.048893, stdev=0.983172, range=[-2.347522,2.130819], active=1
covariate 65:  name=covariate65, type=float, missing=  6 of 100, average=0.014381, stdev=0.949744, range=[-1.909238,2.632203], active=1
covariate 66:  name=covariate66, type=float, missing=  7 of 100, average=0.083526, stdev=1.073732, range=[-2.517364,3.436433], active=1
