active=80: F_T=0.975600, F_V=0.639500
active=79: F_T=0.972900, F_V=0.636600
active=78: F_T=0.972600, F_V=0.645000
active=77: F_T=0.975000, F_V=0.642100
active=76: F_T=0.971400, F_V=0.642900
active=75: F_T=0.974000, F_V=0.645800
active=74: F_T=0.970800, F_V=0.655400
active=73: F_T=0.971500, F_V=0.656600
active=72: F_T=0.969700, F_V=0.656000
active=71: F_T=0.970600, F_V=0.652300
active=70: F_T=0.969600, F_V=0.656700
active=69: F_T=0.970200, F_V=0.667500
active=68: F_T=0.967200, F_V=0.667300
active=67: F_T=0.965000, F_V=0.673500
active=66: F_T=0.968000, F_V=0.674900
active=65: F_T=0.966000, F_V=0.683500
active=64: F_T=0.967400, F_V=0.687600
active=63: F_T=0.964400, F_V=0.692200
active=62: F_T=0.964200, F_V=0.688000
active=61: F_T=0.963600, F_V=0.690400
active=60: F_T=0.959200, F_V=0.699000
active=59: F_T=0.962400, F_V=0.696500
active=58: F_T=0.960800, F_V=0.707000
active=57: F_T=0.961000, F_V=0.711200
active=56: F_T=0.957100, F_V=0.707400
active=55: F_T=0.957700, F_V=0.710100
active=54: F_T=0.956700, F_V=0.723700
active=53: F_T=0.954600, F_V=0.721800
active=52: F_T=0.953900, F_V=0.725900
active=51: F_T=0.952300, F_V=0.740400
active=50: F_T=0.953900, F_V=0.748800
active=49: F_T=0.949800, F_V=0.744500
active=48: F_T=0.946900, F_V=0.741600
active=47: F_T=0.949900, F_V=0.744500
active=46: F_T=0.947900, F_V=0.754900
active=45: F_T=0.942800, F_V=0.748400
active=44: F_T=0.941100, F_V=0.750100
active=43: F_T=0.937400, F_V=0.754500
active=42: F_T=0.941600, F_V=0.753400
active=41: F_T=0.937000, F_V=0.761000
active=40: F_T=0.930800, F_V=0.769300
active=39: F_T=0.936900, F_V=0.757400
active=38: F_T=0.934300, F_V=0.769800
active=37: F_T=0.926400, F_V=0.772400
active=36: F_T=0.924800, F_V=0.769200
active=35: F_T=0.925100, F_V=0.768700
active=34: F_T=0.925700, F_V=0.776000
active=33: F_T=0.920900, F_V=0.776000
active=32: F_T=0.917900, F_V=0.781700
active=31: F_T=0.922900, F_V=0.788000
active=30: F_T=0.911900, F_V=0.779000
active=29: F_T=0.909900, F_V=0.780000
active=28: F_T=0.907200, F_V=0.783700
active=27: F_T=0.907300, F_V=0.780000
active=26: F_T=0.907100, F_V=0.782500
active=25: F_T=0.892900, F_V=0.779600
active=24: F_T=0.898000, F_V=0.777200
active=23: F_T=0.877800, F_V=0.752900
active=22: F_T=0.865000, F_V=0.755000
active=21: F_T=0.864700, F_V=0.753100
active=20: F_T=0.867800, F_V=0.762100
active=19: F_T=0.863000, F_V=0.771000
active=18: F_T=0.859900, F_V=0.778000
active=17: F_T=0.861900, F_V=0.781200
active=16: F_T=0.855600, F_V=0.792300
active=15: F_T=0.850700, F_V=0.785800
active=14: F_T=0.842900, F_V=0.777700
active=13: F_T=0.852400, F_V=0.793700
active=12: F_T=0.849800, F_V=0.801900
active=11: F_T=0.823700, F_V=0.787100
active=10: F_T=0.822200, F_V=0.773100
active=9: F_T=0.799800, F_V=0.750200
active=8: F_T=0.761200, F_V=0.727100
active=7: F_T=0.745400, F_V=0.721400
active=6: F_T=0.719800, F_V=0.712100
active=5: F_T=0.732500, F_V=0.709700
active=4: F_T=0.690500, F_V=0.665400
active=3: F_T=0.648000, F_V=0.632600
active=2: F_T=0.605200, F_V=0.605800
active=1: F_T=0.582600, F_V=0.574900
active=0: F_T=0.500000, F_V=0.500000
