active=60: F_T=0.948600, F_V=0.636500
active=59: F_T=0.949800, F_V=0.639500
active=58: F_T=0.945100, F_V=0.653200
active=57: F_T=0.946200, F_V=0.650800
active=56: F_T=0.944600, F_V=0.656900
active=55: F_T=0.941000, F_V=0.664100
active=54: F_T=0.939500, F_V=0.667900
active=53: F_T=0.937300, F_V=0.677000
active=52: F_T=0.939400, F_V=0.669500
active=51: F_T=0.939000, F_V=0.676300
active=50: F_T=0.933900, F_V=0.681000
active=49: F_T=0.934000, F_V=0.674600
active=48: F_T=0.932000, F_V=0.699400
active=47: F_T=0.929300, F_V=0.692600
active=46: F_T=0.927300, F_V=0.699900
active=45: F_T=0.928800, F_V=0.700800
active=44: F_T=0.924400, F_V=0.707100
active=43: F_T=0.926200, F_V=0.713100
active=42: F_T=0.927800, F_V=0.717300
active=41: F_T=0.924100, F_V=0.719100
active=40: F_T=0.918900, F_V=0.725800
active=39: F_T=0.918300, F_V=0.725300
active=38: F_T=0.917500, F_V=0.734100
active=37: F_T=0.914000, F_V=0.733300
active=36: F_T=0.910000, F_V=0.740400
active=35: F_T=0.910000, F_V=0.746900
active=34: F_T=0.910900, F_V=0.745900
active=33: F_T=0.901200, F_V=0.754200
active=32: F_T=0.898600, F_V=0.754400
active=31: F_T=0.903400, F_V=0.761000
active=30: F_T=0.902900, F_V=0.761800
active=29: F_T=0.900400, F_V=0.765900
active=28: F_T=0.899600, F_V=0.770100
active=27: F_T=0.890000, F_V=0.769100
active=26: F_T=0.888500, F_V=0.773400
active=25: F_T=0.882300, F_V=0.770200
active=24: F_T=0.883100, F_V=0.773400
active=23: F_T=0.870000, F_V=0.774100
active=22: F_T=0.870600, F_V=0.775400
active=21: F_T=0.868500, F_V=0.778900
active=20: F_T=0.855100, F_V=0.775100
active=19: F_T=0.857900, F_V=0.770300
active=18: F_T=0.843600, F_V=0.764100
active=17: F_T=0.852900, F_V=0.763900
active=16: F_T=0.841800, F_V=0.782600
active=15: F_T=0.838500, F_V=0.776700
active=14: F_T=0.843000, F_V=0.786100
active=13: F_T=0.836200, F_V=0.784300
active=12: F_T=0.829000, F_V=0.772100
active=11: F_T=0.826700, F_V=0.770700
active=10: F_T=0.826200, F_V=0.786600
active=9: F_T=0.819600, F_V=0.767400
active=8: F_T=0.808400, F_V=0.767500
active=7: F_T=0.791500, F_V=0.738900
active=6: F_T=0.754400, F_V=0.716800
active=5: F_T=0.754900, F_V=0.723100
active=4: F_T=0.774200, F_V=0.747100
active=3: F_T=0.734500, F_V=0.703700
active=2: F_T=0.708700, F_V=0.692100
active=1: F_T=0.627500, F_V=0.624700
active=0: F_T=0.500000, F_V=0.500000
