covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=-0.177713, stdev=0.878106, range=[-2.076952,1.922456], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of  50, average=-0.181512, stdev=0.878724, range=[-2.503580,1.347407], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of  50, average=-0.228248, stdev=0.817406, range=[-1.925352,1.689473], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of  50, average=-0.145439, stdev=0.950401, range=[-2.295743,2.311380], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  50, average=0.024403, stdev=0.995401, range=[-2.121793,2.205115], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of  50, average=-0.001399, stdev=1.105506, range=[-1.612662,3.344217], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  50, average=0.179089, stdev=0.955053, range=[-1.660276,2.926996], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of  50, average=-0.085104, stdev=1.079881, range=[-2.950388,2.311414], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  50, average=-0.087727, stdev=0.911624, range=[-1.733826,1.945283], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  50, average=0.135462, stdev=1.037232, range=[-1.679451,3.722501], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  50, average=0.278789, stdev=0.944719, range=[-2.163718,2.847565], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  50, average=-0.067421, stdev=0.898910, range=[-2.109615,1.955559], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of  50, average=0.080611, stdev=1.148644, range=[-2.444556,3.053935], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  50, average=0.094824, stdev=1.009791, range=[-2.655537,2.093438], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of  50, average=-0.034519, stdev=0.977538, range=[-1.953141,2.186114], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  50, average=0.063331, stdev=1.044636, range=[-2.664447,1.619413], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of  50, average=-0.082571, stdev=1.118500, range=[-2.444218,1.958470], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of  50, average=-0.022869, stdev=0.771755, range=[-2.143818,1.276354], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of  50, average=0.170749, stdev=1.066565, range=[-2.035524,2.128140], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  50, average=0.019622, stdev=0.919345, range=[-1.888127,2.418923], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  50, average=0.031605, stdev=0.869367, range=[-2.501755,1.829130], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of  50, average=-0.001764, stdev=0.919767, range=[-2.391669,1.678957], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  50, average=0.037993, stdev=0.910185, range=[-1.974149,2.277861], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  50, average=0.017818, stdev=1.243424, range=[-2.915664,2.487892], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  50, average=0.103506, stdev=0.899597, range=[-2.914209,1.792958], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of  50, average=0.018556, stdev=0.889768, range=[-2.143320,1.844989], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  50, average=-0.081068, stdev=0.780082, range=[-1.730686,2.026094], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  50, average=-0.389305, stdev=1.091365, range=[-3.854815,1.965998], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  50, average=0.018454, stdev=1.105031, range=[-2.842893,2.045488], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  50, average=0.149702, stdev=0.960194, range=[-2.261563,1.876961], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  50, average=0.066997, stdev=0.954324, range=[-2.243870,2.080624], active=1
