covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.096981, stdev=0.936081, range=[-2.689630,2.925034], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.035154, stdev=1.046029, range=[-3.274047,2.877474], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.116949, stdev=0.911786, range=[-3.150051,2.544826], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.018279, stdev=1.149340, range=[-2.335230,3.055403], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.082285, stdev=1.078428, range=[-2.220706,3.189790], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.132570, stdev=1.002997, range=[-2.804609,2.933245], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=-0.096129, stdev=1.084778, range=[-2.383920,2.512390], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.068000, stdev=0.957122, range=[-2.696534,2.252509], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=0.060342, stdev=1.065401, range=[-2.465548,2.956060], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.040757, stdev=0.936174, range=[-2.504659,3.069074], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.074615, stdev=0.867690, range=[-2.184532,2.710360], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=-0.103490, stdev=0.965213, range=[-2.573445,2.912244], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.009841, stdev=1.032370, range=[-2.302740,2.562656], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=-0.123661, stdev=0.898523, range=[-2.510550,2.190989], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.094444, stdev=1.009940, range=[-2.504845,2.580774], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.040263, stdev=0.904376, range=[-2.253218,2.075537], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.030687, stdev=1.000439, range=[-2.383015,2.448181], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=-0.041497, stdev=0.974461, range=[-2.835467,2.765656], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.141701, stdev=1.081697, range=[-2.568475,3.364326], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=0.005470, stdev=1.179694, range=[-2.603928,2.576400], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=-0.047810, stdev=1.034912, range=[-2.530088,2.612086], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=0.031813, stdev=1.013888, range=[-2.048769,2.529936], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.007439, stdev=0.830861, range=[-1.782943,2.212286], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.005983, stdev=1.031845, range=[-2.772399,2.343414], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.071176, stdev=1.117663, range=[-2.555482,3.206922], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.052751, stdev=1.160243, range=[-2.751113,3.278619], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=0.014726, stdev=1.095049, range=[-2.555306,2.359281], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.136915, stdev=0.983840, range=[-2.925150,2.210902], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=0.113258, stdev=0.995072, range=[-3.091305,2.648098], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=-0.069785, stdev=1.058665, range=[-3.595831,2.516030], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.052802, stdev=1.040290, range=[-2.688238,2.315290], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.020318, stdev=0.878712, range=[-2.203502,2.836771], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.003434, stdev=0.936721, range=[-2.444440,2.332616], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.022702, stdev=1.034429, range=[-2.003232,2.244993], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.133509, stdev=1.040121, range=[-2.053964,2.877200], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=-0.002766, stdev=0.951527, range=[-2.082782,2.202182], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.165834, stdev=1.095727, range=[-2.836933,2.802025], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.112460, stdev=0.996798, range=[-3.076348,2.838535], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=0.139765, stdev=0.992696, range=[-2.465167,2.464046], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.006255, stdev=0.994108, range=[-2.484406,2.005046], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=-0.126728, stdev=1.020701, range=[-2.272456,2.432817], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=-0.162194, stdev=1.028323, range=[-2.366021,2.045466], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=-0.053747, stdev=0.923734, range=[-3.010374,3.093659], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=-0.067341, stdev=1.004497, range=[-2.283489,2.636772], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=-0.004147, stdev=1.065292, range=[-2.402262,2.612800], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=0.119254, stdev=1.009871, range=[-2.603167,3.128275], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.061371, stdev=1.093941, range=[-2.604386,3.131946], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.084096, stdev=1.055904, range=[-2.455064,2.979130], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.078545, stdev=1.076172, range=[-2.547108,2.988979], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=0.129591, stdev=1.119215, range=[-2.903468,2.493125], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=-0.016484, stdev=1.040714, range=[-2.394067,2.402024], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=0.029115, stdev=1.022899, range=[-2.849648,2.521284], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=-0.112496, stdev=0.902169, range=[-2.081483,2.203709], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=0.032908, stdev=0.960051, range=[-2.095578,2.639398], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=-0.080517, stdev=1.011369, range=[-2.932178,2.869280], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=-0.111801, stdev=0.981293, range=[-3.202701,1.800680], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.008422, stdev=0.944050, range=[-1.823910,2.886948], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.047003, stdev=1.015428, range=[-2.025635,2.195713], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=0.010250, stdev=0.974284, range=[-2.845057,1.971021], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=0.088061, stdev=0.955553, range=[-2.333804,2.513023], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=-0.088219, stdev=1.054250, range=[-3.434636,2.403294], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=-0.013986, stdev=0.982344, range=[-2.334517,2.624481], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=0.026222, stdev=1.059569, range=[-2.555503,2.644344], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=0.078889, stdev=0.972017, range=[-2.018132,2.384632], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=0.068076, stdev=1.048364, range=[-2.815676,2.987913], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=-0.006080, stdev=0.939175, range=[-2.576554,1.930444], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 100, average=0.134555, stdev=0.959549, range=[-2.337547,2.472520], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 100, average=0.001922, stdev=1.024207, range=[-2.608557,2.399704], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 100, average=0.102430, stdev=0.984297, range=[-1.882966,1.962113], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 100, average=0.032239, stdev=0.978597, range=[-2.259268,2.444989], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of 100, average=0.128146, stdev=1.118648, range=[-2.585414,2.170644], active=1
covariate 72:  name=covariate72, type=float, missing=  0 of 100, average=-0.051897, stdev=0.973579, range=[-2.380778,2.848256], active=1
covariate 73:  name=covariate73, type=float, missing=  0 of 100, average=0.072005, stdev=1.041185, range=[-2.483525,3.455791], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of 100, average=0.001279, stdev=0.936867, range=[-2.383850,2.125404], active=1
covariate 75:  name=covariate75, type=float, missing=  0 of 100, average=0.012483, stdev=1.082446, range=[-2.364672,2.947265], active=1
covariate 76:  name=covariate76, type=float, missing=  0 of 100, average=-0.143197, stdev=0.947443, range=[-1.903855,2.754103], active=1
covariate 77:  name=covariate77, type=float, missing=  0 of 100, average=0.041978, stdev=1.102088, range=[-2.598738,2.881360], active=1
covariate 78:  name=covariate78, type=float, missing=  0 of 100, average=0.061613, stdev=0.949420, range=[-2.110978,2.271921], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of 100, average=0.036942, stdev=0.967959, range=[-2.232544,2.530345], active=1
covariate 80:  name=covariate80, type=float, missing=  0 of 100, average=0.176286, stdev=1.042044, range=[-2.065688,2.863523], active=1
covariate 81:  name=covariate81, type=float, missing=  0 of 100, average=0.113305, stdev=0.986047, range=[-2.127743,2.483055], active=1
covariate 82:  name=covariate82, type=float, missing=  0 of 100, average=0.020168, stdev=1.000957, range=[-2.513394,2.397729], active=1
covariate 83:  name=covariate83, type=float, missing=  0 of 100, average=-0.024100, stdev=0.960760, range=[-2.147610,2.682991], active=1
covariate 84:  name=covariate84, type=float, missing=  0 of 100, average=0.060771, stdev=1.017488, range=[-1.918505,2.435196], active=1
covariate 85:  name=covariate85, type=float, missing=  0 of 100, average=-0.119820, stdev=0.927858, range=[-2.067246,2.488837], active=1
covariate 86:  name=covariate86, type=float, missing=  0 of 100, average=-0.220314, stdev=1.055527, range=[-3.030815,2.584302], active=1
covariate 87:  name=covariate87, type=float, missing=  0 of 100, average=0.114976, stdev=1.114101, range=[-2.494370,2.801091], active=1
covariate 88:  name=covariate88, type=float, missing=  0 of 100, average=0.022239, stdev=1.101587, range=[-3.453686,2.488997], active=1
covariate 89:  name=covariate89, type=float, missing=  0 of 100, average=0.186525, stdev=1.017850, range=[-2.702003,2.801193], active=1
covariate 90:  name=covariate90, type=float, missing=  0 of 100, average=0.045399, stdev=1.073939, range=[-2.795798,2.276030], active=1
covariate 91:  name=covariate91, type=float, missing=  0 of 100, average=0.061931, stdev=1.046733, range=[-2.101883,2.418041], active=1
covariate 92:  name=covariate92, type=float, missing=  0 of 100, average=-0.124345, stdev=0.920950, range=[-2.086023,1.711596], active=1
covariate 93:  name=covariate93, type=float, missing=  0 of 100, average=-0.065375, stdev=0.897905, range=[-2.147825,1.629091], active=1
covariate 94:  name=covariate94, type=float, missing=  0 of 100, average=0.051706, stdev=1.049998, range=[-3.127132,2.903057], active=1
covariate 95:  name=covariate95, type=float, missing=  0 of 100, average=0.018117, stdev=1.008597, range=[-2.562804,2.419975], active=1
covariate 96:  name=covariate96, type=float, missing=  0 of 100, average=-0.103067, stdev=1.041346, range=[-2.575588,2.365186], active=1
covariate 97:  name=covariate97, type=float, missing=  0 of 100, average=-0.049381, stdev=0.919305, range=[-1.852946,1.852646], active=1
covariate 98:  name=covariate98, type=float, missing=  0 of 100, average=0.019392, stdev=0.952554, range=[-2.436512,2.099569], active=1
covariate 99:  name=covariate99, type=float, missing=  0 of 100, average=0.065236, stdev=1.082246, range=[-2.831992,2.521850], active=1
covariate 100: name=covariate100, type=float, missing=  0 of 100, average=0.047244, stdev=0.819804, range=[-2.191992,2.036953], active=1
