N=100
P=80
R=2
1 0.774914 -0.289530 0.370903 0.333995 -0.929565 NA -2.244979 -0.558596 0.939188 -1.366294 -2.439543 0.122086 -1.252859 1.500866 1.335666 -1.142637 0.797151 2.205438 -1.031647 -1.535334 0.516596 0.851426 -0.215388 -0.707377 0.145586 -1.502914 0.089617 0.167392 -1.085149 1.191219 -0.606255 -0.202080 -0.542325 -0.083164 -0.403895 0.531188 -0.170065 1.551356 0.201375 -1.880775 -0.936684 -0.763981 -0.590450 -1.419017 0.673817 -0.399314 -1.128324 -0.414490 1.797802 -0.442253 -0.119781 0.501130 -0.102854 1.179089 0.575182 NA 1.630395 -0.666379 0.691843 1.444829 0.499632 0.374284 2.098410 NA -1.042327 -0.825575 0.562885 NA 0.643989 -0.441758 NA -0.366627 -0.942367 -0.740259 -0.183587 -0.565885 -1.225483 0.439038 0.729856 2.235706 1.256420 1.000000
2 0.034253 -1.174359 2.382511 -1.546649 NA -0.317557 0.321404 2.386015 -0.667862 -0.934127 1.622405 0.926981 0.451104 0.658708 1.660145 -1.076633 -0.013283 0.243030 1.723242 -0.995429 0.668201 1.109516 0.501654 -1.123076 -0.749845 -0.473780 0.364113 -1.247585 -0.815320 0.494656 0.586352 -1.702257 -0.578767 1.470744 -0.974370 0.277915 -0.833872 1.409783 1.773238 0.018936 -0.054965 0.948728 0.165901 0.068665 0.653092 -0.533637 1.573910 -1.987442 0.491112 -0.740986 1.882233 -0.560628 0.754722 -0.076827 0.195686 1.516216 -0.848255 -2.457136 -0.584323 1.152922 -0.167888 -0.629537 NA -0.445240 -2.268584 0.974654 2.405246 -0.452139 -0.530994 -0.490439 -0.599032 -1.312103 1.663403 0.292508 0.045168 0.287013 -0.085237 0.215702 1.522703 0.407206 0.424586 1.000000
3 -0.234291 -0.700710 1.429788 0.532090 0.772746 1.532151 0.437987 -2.336440 1.002878 -1.868991 0.092530 -0.975614 0.158343 0.456527 -1.378000 0.344909 0.115312 0.503002 -1.511648 0.277774 0.601561 -1.108888 NA 0.463175 0.311924 -0.380184 -0.145138 0.449147 -0.330851 -1.101800 -1.033685 -0.882274 -0.444735 -1.211353 0.779557 -0.335981 NA -0.581309 -0.024264 0.963522 0.587337 0.650565 -0.639142 0.811995 0.350267 1.628392 -0.795413 -0.557531 1.488300 0.681245 1.406553 -0.276490 0.175185 -1.111344 0.189138 -0.942506 -0.242967 -0.417009 1.846993 -1.763126 0.650247 0.606287 0.068467 -1.166309 -0.452132 0.528694 3.093211 -0.637120 1.151716 -0.948228 -0.138722 0.372812 -0.705697 -0.945883 -1.442508 -0.476918 -0.110406 0.451699 NA -0.166432 1.312809 1.000000
4 -0.012788 -1.073265 -0.275923 -1.190800 -2.546540 1.038988 1.187399 0.601711 1.227137 0.656683 0.410475 -0.451865 -0.868729 -1.253587 0.877265 0.924220 1.409826 -0.054656 -0.283407 1.015521 -1.098715 0.742405 -0.545182 1.149082 -1.486506 -0.591090 2.507143 0.696212 0.979889 -0.592010 0.700825 1.211041 0.994424 -1.150742 1.509969 -0.753837 0.043429 2.268324 NA 1.004327 -0.611944 0.273818 0.290980 -1.464290 -1.885085 1.144610 0.936569 -0.690927 1.308813 0.259339 -1.012978 -1.997732 -0.722691 0.907286 0.336239 -0.083024 -0.141939 0.959715 -0.657051 0.057593 0.403142 -0.323954 -0.794207 0.352391 0.254203 -0.604205 -0.073965 -0.136056 0.316217 1.318780 -1.225730 -1.284978 -1.103164 -0.380430 -0.459336 2.335396 -0.847047 -0.530383 0.059292 -0.366348 7.576757 0.000000
5 -0.449324 -1.653593 1.350745 -0.102988 NA 1.316137 -0.779058 -2.107811 -1.854515 -0.159005 NA -0.985169 -1.138794 2.138794 1.915427 0.765648 -0.331176 NA 0.235069 -0.082365 -1.047011 -1.156704 0.096209 -0.377295 1.685473 0.191443 -0.478006 -1.243423 0.240318 -2.401032 0.292880 -0.158777 -0.002007 -0.428172 0.071338 NA -1.187975 -1.221439 -1.364746 -1.480892 0.669385 -0.650965 -1.679792 -0.534846 1.067858 -1.200946 0.249409 0.998701 0.872621 0.995415 0.121433 NA -0.132012 1.057897 0.223817 0.473077 -0.379322 -0.439753 -0.988803 NA -1.686751 -0.699045 -0.698795 -0.199652 -1.800585 -0.165878 0.338679 0.167617 1.880265 3.194538 -0.678697 0.216419 -0.001597 NA -1.106445 0.922565 -0.005764 -1.659228 0.916932 -0.164905 0.064379 1.000000
6 -0.383195 -0.448017 -0.148019 0.327588 1.438830 0.326374 0.036601 0.582858 -1.015952 0.771356 -0.374560 0.255465 NA 1.271630 0.854709 -0.150848 -0.649402 -0.571553 -1.554447 -0.425060 -0.924635 -0.752501 0.231178 -0.976603 -1.003742 0.728156 -0.320454 1.153222 NA 0.769481 -0.595084 -2.161489 0.765449 -0.644896 -2.356067 -0.628374 -0.359225 -0.075111 -0.678777 0.170753 0.153171 -0.173317 1.187935 NA -0.864304 -0.547660 -0.802512 0.195445 -0.821343 -0.521504 0.504382 -1.526347 0.912155 0.549510 -0.975375 -2.258093 0.787607 2.161448 -0.300047 -0.527806 -0.521968 -0.612983 -0.599032 1.167482 0.297290 -0.639127 0.261069 -1.628418 0.257048 NA -1.442825 -0.029443 -0.407561 -0.242531 0.557046 2.261797 -1.368783 -0.271780 0.763711 -0.948946 0.112695 1.000000
7 2.940229 0.397753 0.199097 -0.248545 0.923653 0.393385 -2.011761 -0.578213 -0.702978 -2.032168 1.614807 0.233989 -0.313225 0.452109 -0.293045 0.311126 -1.820338 -0.814920 NA 1.280984 -0.173212 -0.038349 0.393267 0.292821 -0.104433 -0.925161 -0.073224 -1.089072 -0.421781 -0.744644 1.032899 1.303814 1.464564 0.395565 0.008608 -0.368446 -0.109084 0.335103 0.348573 -0.975441 0.831495 -0.223740 -0.950292 -0.812347 0.485705 1.926019 0.459375 -0.924601 2.119444 0.426348 -0.946326 0.181538 0.155258 NA -0.491123 -0.088251 -0.893848 -2.130588 0.996067 NA -1.513723 0.268762 -1.202711 1.676958 -0.492572 -0.325216 0.951299 0.515702 -0.841741 0.396309 -0.484184 1.515241 -1.339249 0.478916 0.909726 -0.708583 -0.211722 -1.669040 2.078763 NA 0.058420 1.000000
8 2.505059 1.075300 -0.461767 -0.460483 -0.681317 -0.344179 1.485792 0.132555 -0.548623 -1.051315 -0.226164 -0.005937 0.484419 0.456000 2.212176 0.074219 -0.199622 -0.311213 -0.286841 -1.068932 -0.945231 2.484559 -1.529999 -0.612330 -0.686326 NA 1.092820 0.674452 0.218330 -0.081609 -1.221480 0.054375 0.648981 -1.066409 -0.934936 -0.082831 1.526573 -0.597761 0.338921 0.367907 NA -1.610041 0.110220 2.561079 1.102351 -1.809532 -0.303085 -0.472985 -0.551167 0.257848 -1.556777 -1.048305 NA -0.253264 -1.685610 -0.120216 -0.784955 -0.384901 1.265416 0.918678 0.212033 0.332994 2.535528 -0.082795 -0.888218 0.216220 -0.735487 0.326598 -1.080600 1.272903 0.784319 0.247429 0.500347 1.614255 0.379793 -1.815489 -2.105194 0.952820 -1.798326 0.513190 0.028920 1.000000
9 -0.673071 -0.835478 -0.570590 -0.934997 -2.018223 0.014309 -0.116386 -1.199887 0.401539 0.100022 -0.686914 1.070684 0.100172 0.268459 -0.455771 1.478261 -0.299872 -0.433662 -1.507575 0.923506 -0.838383 0.198528 NA -1.451558 -1.200709 0.289477 -1.307850 0.225691 1.541907 NA -1.811866 0.648505 0.674485 0.581400 -1.737423 -2.122432 -0.774572 0.557197 0.776509 -0.537489 -0.115518 -0.012484 -0.358652 1.001541 0.451145 -0.142009 0.018675 -0.619509 0.507590 NA 0.594816 -0.889821 -0.255437 0.101597 0.066841 -1.298121 1.503128 0.885642 -1.436811 NA -0.386370 0.267705 -0.483881 -0.216229 -0.401814 -0.190927 -0.560989 0.313037 0.739751 0.317868 -0.904592 0.618500 0.876442 -0.387110 -0.760049 -1.580875 -0.964725 -0.391277 -0.314888 -3.468330 9.231553 0.000000
10 -0.203159 NA 1.541995 0.209985 1.507605 2.305391 -0.860503 -0.202555 0.071132 0.849850 0.406031 -0.593301 0.462414 0.680168 NA 0.342581 0.212272 1.010314 -0.083600 -0.034817 0.016520 -0.422159 -0.493673 0.695179 -1.918525 0.237813 -0.587088 -0.368014 -0.109572 0.511809 2.113358 -0.459783 0.001154 0.851999 -1.370146 1.801507 0.667714 0.172264 1.342095 0.652352 0.531398 -0.957342 -0.874584 0.856885 -0.650052 0.047326 0.495932 -0.716778 -1.412182 0.680608 -0.118682 1.233095 -2.035474 0.095355 0.646777 0.100022 2.315525 0.235951 -0.777032 -0.087040 0.021618 -0.153353 -1.567213 -0.930271 -1.199771 0.459542 0.129398 1.438650 0.311129 2.106597 -0.813887 -0.128708 -2.320081 0.399975 -0.656006 -0.391184 NA -0.655813 -1.011904 0.075543 6.646070 0.000000
