covariate 1:   name=covariate1, type=float, missing=  9 of 100, average=0.025396, stdev=0.870518, range=[-2.519483,1.919794], active=1
covariate 2:   name=covariate2, type=float, missing=  7 of 100, average=-0.053438, stdev=0.992579, range=[-2.128257,2.304913], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.150149, stdev=0.997583, range=[-4.174286,2.151335], active=1
covariate 4:   name=covariate4, type=float, missing= 11 of 100, average=-0.164214, stdev=1.093741, range=[-2.611741,2.074691], active=1
covariate 5:   name=covariate5, type=float, missing=  3 of 100, average=0.213408, stdev=0.916834, range=[-2.060206,2.340544], active=1
covariate 6:   name=covariate6, type=float, missing=  2 of 100, average=0.106833, stdev=1.024034, range=[-2.948868,2.595896], active=1
covariate 7:   name=covariate7, type=float, missing=  7 of 100, average=0.004472, stdev=0.894760, range=[-2.309293,2.063702], active=1
covariate 8:   name=covariate8, type=float, missing=  8 of 100, average=0.108717, stdev=1.008250, range=[-2.290904,2.590991], active=1
covariate 9:   name=covariate9, type=float, missing=  3 of 100, average=-0.057588, stdev=1.026463, range=[-2.183842,2.760918], active=1
covariate 10:  name=covariate10, type=float, missing=  5 of 100, average=-0.112279, stdev=0.949705, range=[-3.253599,2.851357], active=1
covariate 11:  name=covariate11, type=float, missing=  3 of 100, average=0.084064, stdev=0.908969, range=[-1.992226,2.243006], active=1
covariate 12:  name=covariate12, type=float, missing=  6 of 100, average=0.002204, stdev=0.974710, range=[-2.614132,2.338910], active=1
covariate 13:  name=covariate13, type=float, missing=  8 of 100, average=0.092547, stdev=0.834718, range=[-1.549609,2.284938], active=1
covariate 14:  name=covariate14, type=float, missing=  3 of 100, average=-0.098759, stdev=1.008945, range=[-3.002178,2.538697], active=1
covariate 15:  name=covariate15, type=float, missing=  4 of 100, average=-0.113642, stdev=1.051434, range=[-2.464156,2.714623], active=1
covariate 16:  name=covariate16, type=float, missing=  3 of 100, average=-0.131658, stdev=0.925876, range=[-2.417688,2.919820], active=1
covariate 17:  name=covariate17, type=float, missing=  6 of 100, average=0.116224, stdev=1.011464, range=[-2.348053,2.425581], active=1
