active=100: F_T=0.979070, F_V=0.609419
active=99: F_T=0.979070, F_V=0.607791
active=98: F_T=0.978953, F_V=0.616163
active=97: F_T=0.980116, F_V=0.614419
active=96: F_T=0.979070, F_V=0.628023
active=95: F_T=0.978372, F_V=0.626860
active=94: F_T=0.979302, F_V=0.617907
active=93: F_T=0.979302, F_V=0.632093
active=92: F_T=0.978372, F_V=0.630930
active=91: F_T=0.977442, F_V=0.631163
active=90: F_T=0.977558, F_V=0.641628
active=89: F_T=0.977791, F_V=0.637093
active=88: F_T=0.976744, F_V=0.646628
active=87: F_T=0.976860, F_V=0.653605
active=86: F_T=0.976512, F_V=0.655349
active=85: F_T=0.976977, F_V=0.656163
active=84: F_T=0.976395, F_V=0.657209
active=83: F_T=0.975930, F_V=0.652907
active=82: F_T=0.975814, F_V=0.663721
active=81: F_T=0.974884, F_V=0.664767
active=80: F_T=0.976279, F_V=0.666977
active=79: F_T=0.974767, F_V=0.674186
active=78: F_T=0.975581, F_V=0.684651
active=77: F_T=0.974186, F_V=0.676744
active=76: F_T=0.974419, F_V=0.678953
active=75: F_T=0.972907, F_V=0.677326
active=74: F_T=0.974884, F_V=0.685930
active=73: F_T=0.973140, F_V=0.697326
active=72: F_T=0.973837, F_V=0.693372
active=71: F_T=0.973605, F_V=0.700465
active=70: F_T=0.975698, F_V=0.704767
active=69: F_T=0.973721, F_V=0.706512
active=68: F_T=0.972093, F_V=0.710349
active=67: F_T=0.971163, F_V=0.710000
active=66: F_T=0.971977, F_V=0.712791
active=65: F_T=0.971279, F_V=0.712558
active=64: F_T=0.972326, F_V=0.716744
active=63: F_T=0.970698, F_V=0.718837
active=62: F_T=0.969767, F_V=0.725698
active=61: F_T=0.967209, F_V=0.716628
active=60: F_T=0.967209, F_V=0.724884
active=59: F_T=0.967209, F_V=0.730814
active=58: F_T=0.967326, F_V=0.737442
active=57: F_T=0.967209, F_V=0.731628
active=56: F_T=0.966512, F_V=0.742326
active=55: F_T=0.962907, F_V=0.743256
active=54: F_T=0.961628, F_V=0.734535
active=53: F_T=0.961744, F_V=0.743488
active=52: F_T=0.963953, F_V=0.748953
active=51: F_T=0.960465, F_V=0.757674
active=50: F_T=0.961860, F_V=0.768256
active=49: F_T=0.963953, F_V=0.769535
active=48: F_T=0.965465, F_V=0.760581
active=47: F_T=0.963023, F_V=0.778953
active=46: F_T=0.958605, F_V=0.781047
active=45: F_T=0.961279, F_V=0.769186
active=44: F_T=0.961395, F_V=0.784419
active=43: F_T=0.959651, F_V=0.779419
active=42: F_T=0.960698, F_V=0.787209
active=41: F_T=0.954884, F_V=0.779884
active=40: F_T=0.954535, F_V=0.783488
active=39: F_T=0.955000, F_V=0.788721
active=38: F_T=0.955349, F_V=0.797674
active=37: F_T=0.956279, F_V=0.798140
active=36: F_T=0.949186, F_V=0.788488
active=35: F_T=0.949419, F_V=0.799070
active=34: F_T=0.948953, F_V=0.793488
active=33: F_T=0.949302, F_V=0.799419
active=32: F_T=0.943488, F_V=0.805233
active=31: F_T=0.945581, F_V=0.797791
active=30: F_T=0.942093, F_V=0.815581
active=29: F_T=0.940465, F_V=0.813140
active=28: F_T=0.944651, F_V=0.816279
active=27: F_T=0.938140, F_V=0.828837
active=26: F_T=0.932674, F_V=0.811977
active=25: F_T=0.925465, F_V=0.809535
active=24: F_T=0.929884, F_V=0.818605
active=23: F_T=0.924419, F_V=0.821279
active=22: F_T=0.926860, F_V=0.813953
active=21: F_T=0.915465, F_V=0.817907
active=20: F_T=0.908372, F_V=0.814070
active=19: F_T=0.906977, F_V=0.811279
active=18: F_T=0.900814, F_V=0.795930
active=17: F_T=0.896628, F_V=0.796628
active=16: F_T=0.886860, F_V=0.797209
active=15: F_T=0.887674, F_V=0.795349
active=14: F_T=0.874186, F_V=0.771279
active=13: F_T=0.854767, F_V=0.755000
active=12: F_T=0.847093, F_V=0.746512
active=11: F_T=0.840814, F_V=0.747093
active=10: F_T=0.821977, F_V=0.729302
active=9: F_T=0.823721, F_V=0.739535
active=8: F_T=0.814767, F_V=0.731512
active=7: F_T=0.799535, F_V=0.716628
active=6: F_T=0.764767, F_V=0.695465
active=5: F_T=0.736163, F_V=0.681163
active=4: F_T=0.712442, F_V=0.665930
active=3: F_T=0.711512, F_V=0.675465
active=2: F_T=0.643488, F_V=0.618140
active=1: F_T=0.580349, F_V=0.583605
active=0: F_T=0.511628, F_V=0.488372
