covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.222357, stdev=0.994116, range=[-3.445003,1.772670], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=0.084330, stdev=0.973530, range=[-2.026170,2.005005], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.143295, stdev=0.845928, range=[-1.995870,2.564098], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=0.000102, stdev=1.055578, range=[-2.412581,2.605168], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.093404, stdev=0.997319, range=[-3.024593,1.961143], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.062007, stdev=0.869336, range=[-2.026576,1.939126], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.081395, stdev=0.933303, range=[-2.619662,1.745381], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.077468, stdev=1.048500, range=[-3.039521,2.515217], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.026339, stdev=0.874550, range=[-2.277837,2.289074], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.150747, stdev=0.942162, range=[-2.460124,2.316244], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=-0.149236, stdev=1.006503, range=[-3.155793,2.169514], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.209646, stdev=0.957639, range=[-1.829173,2.843385], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.043051, stdev=1.024469, range=[-2.795612,2.866218], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=-0.042778, stdev=1.046676, range=[-2.592598,2.238216], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=0.157819, stdev=1.213904, range=[-2.230208,3.092853], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.093055, stdev=0.895009, range=[-2.148769,2.279442], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.021996, stdev=0.927607, range=[-2.672582,2.409198], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.212108, stdev=0.979953, range=[-2.068484,3.249419], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.085784, stdev=0.929893, range=[-2.056481,2.700068], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=0.120997, stdev=0.891882, range=[-2.039563,2.787169], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.088995, stdev=1.089807, range=[-2.945615,2.544293], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=0.203341, stdev=1.120337, range=[-3.322208,2.643934], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=-0.077324, stdev=0.963794, range=[-2.445148,2.005286], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.071874, stdev=1.027269, range=[-3.222320,2.364126], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.038454, stdev=0.934615, range=[-2.499165,2.389720], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=0.127179, stdev=1.053855, range=[-2.297404,2.845345], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=0.104284, stdev=1.013742, range=[-2.337012,3.181721], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=0.145516, stdev=1.047173, range=[-1.674794,3.813134], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=0.164858, stdev=0.878710, range=[-1.939833,2.099236], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.170146, stdev=1.029786, range=[-2.314201,2.846062], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.076467, stdev=0.966102, range=[-3.153341,2.745575], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=0.142896, stdev=1.006672, range=[-2.460294,2.375577], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.056393, stdev=1.060404, range=[-2.492256,2.272694], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=0.099055, stdev=0.902822, range=[-2.019744,2.837184], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=-0.021587, stdev=0.924166, range=[-2.660657,2.546240], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.067632, stdev=1.044924, range=[-1.993725,3.639445], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=0.192099, stdev=0.993966, range=[-2.710556,2.224530], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.026229, stdev=1.048969, range=[-2.576834,2.289044], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=0.074398, stdev=0.914880, range=[-2.572781,2.546499], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.011981, stdev=0.947936, range=[-2.073432,1.745829], active=1
