active=20: F_T=0.881277, F_V=0.766413
active=19: F_T=0.882234, F_V=0.775870
active=18: F_T=0.874149, F_V=0.775326
active=17: F_T=0.873723, F_V=0.786957
active=16: F_T=0.873511, F_V=0.795217
active=15: F_T=0.872660, F_V=0.789891
active=14: F_T=0.872340, F_V=0.803587
active=13: F_T=0.863617, F_V=0.800761
active=12: F_T=0.863723, F_V=0.800000
active=11: F_T=0.848830, F_V=0.786413
active=10: F_T=0.834574, F_V=0.789674
active=9: F_T=0.827553, F_V=0.786957
active=8: F_T=0.836596, F_V=0.808152
active=7: F_T=0.848723, F_V=0.806196
active=6: F_T=0.847766, F_V=0.815652
active=5: F_T=0.805106, F_V=0.775978
active=4: F_T=0.776277, F_V=0.736413
active=3: F_T=0.738830, F_V=0.713696
active=2: F_T=0.680532, F_V=0.664239
active=1: F_T=0.620638, F_V=0.624130
active=0: F_T=0.510638, F_V=0.490435
