active=60: F_T=0.967727, F_V=0.572273
active=59: F_T=0.966818, F_V=0.576591
active=58: F_T=0.965227, F_V=0.577727
active=57: F_T=0.961818, F_V=0.576705
active=56: F_T=0.962386, F_V=0.591364
active=55: F_T=0.961705, F_V=0.605114
active=54: F_T=0.960909, F_V=0.590341
active=53: F_T=0.961250, F_V=0.597614
active=52: F_T=0.959205, F_V=0.600227
active=51: F_T=0.960795, F_V=0.600341
active=50: F_T=0.955682, F_V=0.606705
active=49: F_T=0.957386, F_V=0.621023
active=48: F_T=0.956250, F_V=0.616136
active=47: F_T=0.953409, F_V=0.630682
active=46: F_T=0.953182, F_V=0.629318
active=45: F_T=0.953182, F_V=0.627614
active=44: F_T=0.947273, F_V=0.641932
active=43: F_T=0.947273, F_V=0.638750
active=42: F_T=0.947045, F_V=0.641818
active=41: F_T=0.941932, F_V=0.653409
active=40: F_T=0.940568, F_V=0.663182
active=39: F_T=0.938523, F_V=0.663295
active=38: F_T=0.939886, F_V=0.666364
active=37: F_T=0.940455, F_V=0.673977
active=36: F_T=0.936705, F_V=0.676250
active=35: F_T=0.936023, F_V=0.677500
active=34: F_T=0.925455, F_V=0.681932
active=33: F_T=0.920227, F_V=0.691364
active=32: F_T=0.928182, F_V=0.685455
active=31: F_T=0.922159, F_V=0.691818
active=30: F_T=0.924091, F_V=0.702159
active=29: F_T=0.919432, F_V=0.698182
active=28: F_T=0.915000, F_V=0.717614
active=27: F_T=0.904318, F_V=0.716705
active=26: F_T=0.904886, F_V=0.713864
active=25: F_T=0.909886, F_V=0.719432
active=24: F_T=0.898636, F_V=0.722955
active=23: F_T=0.894205, F_V=0.729773
active=22: F_T=0.898409, F_V=0.725341
active=21: F_T=0.882841, F_V=0.731250
active=20: F_T=0.885909, F_V=0.711250
active=19: F_T=0.876364, F_V=0.724091
active=18: F_T=0.882273, F_V=0.736705
active=17: F_T=0.877159, F_V=0.736477
active=16: F_T=0.863523, F_V=0.737614
active=15: F_T=0.857955, F_V=0.728182
active=14: F_T=0.852045, F_V=0.729773
active=13: F_T=0.841705, F_V=0.726477
active=12: F_T=0.816591, F_V=0.723409
active=11: F_T=0.820000, F_V=0.723068
active=10: F_T=0.814318, F_V=0.721364
active=9: F_T=0.778182, F_V=0.693636
active=8: F_T=0.763977, F_V=0.691591
active=7: F_T=0.740455, F_V=0.673977
active=6: F_T=0.737159, F_V=0.670455
active=5: F_T=0.717727, F_V=0.668864
active=4: F_T=0.661364, F_V=0.625795
active=3: F_T=0.678068, F_V=0.648750
active=2: F_T=0.677727, F_V=0.661364
active=1: F_T=0.582386, F_V=0.572273
active=0: F_T=0.500000, F_V=0.500000
