active=20: F_T=1.000000, F_V=0.633750
active=19: F_T=1.000000, F_V=0.663750
active=18: F_T=1.000000, F_V=0.678750
active=17: F_T=1.000000, F_V=0.672500
active=16: F_T=1.000000, F_V=0.760000
active=15: F_T=1.000000, F_V=0.807500
active=14: F_T=1.000000, F_V=0.816250
active=13: F_T=1.000000, F_V=0.840000
active=12: F_T=1.000000, F_V=0.881250
active=11: F_T=1.000000, F_V=0.890000
active=10: F_T=1.000000, F_V=0.872500
active=9: F_T=1.000000, F_V=0.875000
active=8: F_T=1.000000, F_V=0.840000
active=7: F_T=1.000000, F_V=0.886250
active=6: F_T=1.000000, F_V=0.848750
active=5: F_T=1.000000, F_V=0.845000
active=4: F_T=1.000000, F_V=0.905000
active=3: F_T=0.997000, F_V=0.875000
active=2: F_T=0.958000, F_V=0.833750
active=1: F_T=0.743000, F_V=0.606250
active=0: F_T=0.600000, F_V=0.500000
