covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=0.188489, stdev=0.994369, range=[-2.072311,1.193547], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of  10, average=0.330367, stdev=0.670227, range=[-1.238578,1.181563], active=1
covariate 3:   name=covariate3, type=float, missing=  1 of  10, average=0.075204, stdev=0.649761, range=[-0.851245,0.991213], active=1
covariate 4:   name=covariate4, type=float, missing=  1 of  10, average=0.219395, stdev=1.152576, range=[-1.674377,1.773147], active=1
covariate 5:   name=covariate5, type=float, missing=  2 of  10, average=0.199979, stdev=0.927061, range=[-1.268187,1.564326], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of  10, average=-0.141253, stdev=0.851926, range=[-1.517991,1.101917], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  10, average=0.444158, stdev=0.578864, range=[-0.980518,1.437181], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of  10, average=0.622857, stdev=1.142886, range=[-1.113214,2.241259], active=1
covariate 9:   name=covariate9, type=float, missing=  1 of  10, average=-0.149905, stdev=0.854379, range=[-2.115623,0.701257], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  10, average=-0.073828, stdev=0.919379, range=[-1.163262,1.761241], active=1
covariate 11:  name=covariate11, type=float, missing=  3 of  10, average=-0.531840, stdev=1.019760, range=[-2.051032,0.881386], active=1
covariate 12:  name=covariate12, type=float, missing=  1 of  10, average=-0.245091, stdev=1.514194, range=[-2.120914,2.515993], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of  10, average=-0.063602, stdev=0.871053, range=[-1.684704,1.054087], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  10, average=0.073870, stdev=0.898309, range=[-1.741121,1.140477], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of  10, average=-0.165954, stdev=1.158010, range=[-2.660158,0.917055], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  10, average=0.159440, stdev=1.093862, range=[-1.659021,1.860405], active=1
covariate 17:  name=covariate17, type=float, missing=  1 of  10, average=0.383968, stdev=0.954059, range=[-1.141263,1.782322], active=1
covariate 18:  name=covariate18, type=float, missing=  1 of  10, average=0.227779, stdev=0.953917, range=[-0.828491,1.635810], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of  10, average=-0.322044, stdev=0.835025, range=[-1.544019,0.921070], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  10, average=0.279378, stdev=0.735079, range=[-1.159802,1.365493], active=1
covariate 21:  name=covariate21, type=float, missing=  1 of  10, average=0.213558, stdev=0.897646, range=[-1.558757,1.536358], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of  10, average=-0.081233, stdev=0.865663, range=[-1.651339,1.028815], active=1
covariate 23:  name=covariate23, type=float, missing=  1 of  10, average=-0.234363, stdev=1.098809, range=[-1.604260,1.470336], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  10, average=0.022079, stdev=1.042608, range=[-1.475460,1.561890], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  10, average=0.305864, stdev=1.056156, range=[-0.854085,2.221874], active=1
covariate 26:  name=covariate26, type=float, missing=  1 of  10, average=-0.305651, stdev=0.451992, range=[-0.961923,0.315199], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  10, average=-0.096035, stdev=0.790258, range=[-1.408710,1.092197], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  10, average=0.349540, stdev=0.775876, range=[-1.115406,1.835679], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of  10, average=0.077238, stdev=0.969273, range=[-1.316133,2.348843], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  10, average=-0.486204, stdev=0.902003, range=[-2.052580,0.910014], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  10, average=0.735842, stdev=0.979395, range=[-1.766898,1.906687], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  10, average=0.416402, stdev=0.697937, range=[-0.684331,1.737730], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of  10, average=-0.484386, stdev=1.486801, range=[-2.093095,2.581260], active=1
covariate 34:  name=covariate34, type=float, missing=  1 of  10, average=-0.016191, stdev=0.840642, range=[-1.254259,1.328811], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  10, average=-0.395620, stdev=1.054438, range=[-1.768898,0.974715], active=1
covariate 36:  name=covariate36, type=float, missing=  1 of  10, average=-0.177931, stdev=0.780479, range=[-1.385501,0.843130], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  10, average=0.083071, stdev=0.586979, range=[-0.911543,1.030464], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  10, average=-0.238657, stdev=1.029758, range=[-1.734603,1.627587], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  10, average=0.457402, stdev=1.264272, range=[-1.818242,2.288581], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=0.133730, stdev=1.019649, range=[-2.117899,1.138728], active=1
