active=60: F_T=0.999318, F_V=0.544773
active=59: F_T=0.998864, F_V=0.530909
active=58: F_T=0.998636, F_V=0.561136
active=57: F_T=0.998636, F_V=0.563636
active=56: F_T=0.998409, F_V=0.562273
active=55: F_T=0.997273, F_V=0.574091
active=54: F_T=0.995227, F_V=0.579545
active=53: F_T=0.995227, F_V=0.579545
active=52: F_T=0.995227, F_V=0.584773
active=51: F_T=0.993864, F_V=0.591818
active=50: F_T=0.992727, F_V=0.606818
active=49: F_T=0.993409, F_V=0.602045
active=48: F_T=0.991818, F_V=0.598409
active=47: F_T=0.989545, F_V=0.622273
active=46: F_T=0.992273, F_V=0.614545
active=45: F_T=0.991818, F_V=0.627955
active=44: F_T=0.988182, F_V=0.631364
active=43: F_T=0.990227, F_V=0.639773
active=42: F_T=0.986591, F_V=0.656136
active=41: F_T=0.984091, F_V=0.644545
active=40: F_T=0.986591, F_V=0.646136
active=39: F_T=0.985682, F_V=0.667500
active=38: F_T=0.985682, F_V=0.662955
active=37: F_T=0.982273, F_V=0.661591
active=36: F_T=0.985227, F_V=0.682727
active=35: F_T=0.986818, F_V=0.689318
active=34: F_T=0.982500, F_V=0.700227
active=33: F_T=0.982955, F_V=0.695682
active=32: F_T=0.982273, F_V=0.696591
active=31: F_T=0.977955, F_V=0.705909
active=30: F_T=0.979545, F_V=0.700909
active=29: F_T=0.977500, F_V=0.715909
active=28: F_T=0.982045, F_V=0.723636
active=27: F_T=0.977727, F_V=0.697727
active=26: F_T=0.980455, F_V=0.715000
active=25: F_T=0.977955, F_V=0.712045
active=24: F_T=0.974773, F_V=0.724773
active=23: F_T=0.966591, F_V=0.743864
active=22: F_T=0.966136, F_V=0.730682
active=21: F_T=0.962045, F_V=0.727727
active=20: F_T=0.960682, F_V=0.734545
active=19: F_T=0.959091, F_V=0.745227
active=18: F_T=0.957273, F_V=0.766136
active=17: F_T=0.962045, F_V=0.777500
active=16: F_T=0.955909, F_V=0.768864
active=15: F_T=0.940455, F_V=0.757500
active=14: F_T=0.937727, F_V=0.752500
active=13: F_T=0.934545, F_V=0.762727
active=12: F_T=0.934545, F_V=0.777500
active=11: F_T=0.914545, F_V=0.741136
active=10: F_T=0.918636, F_V=0.745682
active=9: F_T=0.899091, F_V=0.737045
active=8: F_T=0.902727, F_V=0.769318
active=7: F_T=0.896364, F_V=0.752955
active=6: F_T=0.885000, F_V=0.760227
active=5: F_T=0.862727, F_V=0.765909
active=4: F_T=0.836591, F_V=0.755227
active=3: F_T=0.839773, F_V=0.775682
active=2: F_T=0.708864, F_V=0.674318
active=1: F_T=0.733864, F_V=0.720455
active=0: F_T=0.500000, F_V=0.500000
