active=30: F_T=0.953800, F_V=0.680833
active=29: F_T=0.956400, F_V=0.685208
active=28: F_T=0.953200, F_V=0.685417
active=27: F_T=0.955200, F_V=0.701250
active=26: F_T=0.953800, F_V=0.699375
active=25: F_T=0.952800, F_V=0.703333
active=24: F_T=0.952400, F_V=0.725208
active=23: F_T=0.949600, F_V=0.729792
active=22: F_T=0.947000, F_V=0.724792
active=21: F_T=0.945600, F_V=0.742708
active=20: F_T=0.947600, F_V=0.756042
active=19: F_T=0.945800, F_V=0.756875
active=18: F_T=0.939400, F_V=0.773750
active=17: F_T=0.933600, F_V=0.776042
active=16: F_T=0.936800, F_V=0.784375
active=15: F_T=0.927000, F_V=0.791042
active=14: F_T=0.925000, F_V=0.796667
active=13: F_T=0.921800, F_V=0.796250
active=12: F_T=0.915000, F_V=0.789792
active=11: F_T=0.894800, F_V=0.799792
active=10: F_T=0.907800, F_V=0.811042
active=9: F_T=0.910200, F_V=0.813750
active=8: F_T=0.902600, F_V=0.800833
active=7: F_T=0.874200, F_V=0.823750
active=6: F_T=0.890400, F_V=0.807500
active=5: F_T=0.889200, F_V=0.812292
active=4: F_T=0.859800, F_V=0.803958
active=3: F_T=0.810800, F_V=0.777500
active=2: F_T=0.763000, F_V=0.740417
active=1: F_T=0.668400, F_V=0.654167
active=0: F_T=0.520000, F_V=0.481667
