covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.091983, stdev=0.981942, range=[-2.414652,2.124164], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=0.103480, stdev=0.903042, range=[-2.234244,2.646067], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.127523, stdev=0.898596, range=[-2.554019,2.132561], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.049027, stdev=1.066116, range=[-2.754983,2.406763], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.074206, stdev=1.009243, range=[-2.086426,3.107641], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.097901, stdev=1.050691, range=[-3.103171,2.128089], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=-0.063158, stdev=1.132050, range=[-3.316131,2.983587], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.039357, stdev=0.864097, range=[-2.303853,2.539859], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=0.010648, stdev=0.918101, range=[-1.940511,2.401555], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.001976, stdev=0.838400, range=[-2.060670,2.006224], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.133467, stdev=1.014813, range=[-2.186478,2.676166], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.082869, stdev=1.095941, range=[-2.882541,2.569818], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=-0.049995, stdev=0.978159, range=[-2.511491,1.948119], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.124525, stdev=1.098999, range=[-2.562423,3.381580], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.085442, stdev=0.995936, range=[-2.733338,2.453136], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=-0.070522, stdev=1.021291, range=[-2.395829,2.110513], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.127718, stdev=0.920686, range=[-1.880518,2.523251], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=-0.162243, stdev=0.878781, range=[-3.514614,1.562364], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=-0.084821, stdev=1.075344, range=[-2.724075,2.878583], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.161492, stdev=1.060017, range=[-2.984089,2.372713], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=-0.050127, stdev=0.980408, range=[-2.098643,3.482095], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.148237, stdev=1.093285, range=[-2.859680,2.354291], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.028028, stdev=1.028939, range=[-2.013544,3.160024], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.030432, stdev=0.906881, range=[-2.014813,2.549476], active=1
