covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.011819, stdev=0.984926, range=[-2.848137,2.826368], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.016114, stdev=1.019302, range=[-2.806663,2.298912], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.004957, stdev=1.046788, range=[-2.317463,2.851609], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=0.031718, stdev=1.029041, range=[-3.259953,3.264010], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=0.053520, stdev=0.981435, range=[-2.564523,2.283445], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.019004, stdev=0.901065, range=[-2.390625,1.696577], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.044783, stdev=0.924830, range=[-2.288896,2.299135], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.095669, stdev=0.952021, range=[-2.660368,2.378196], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.047131, stdev=0.994460, range=[-2.798067,1.790265], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.209911, stdev=0.929383, range=[-2.482216,2.871527], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=-0.089821, stdev=0.935082, range=[-3.447578,1.872355], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.131322, stdev=1.015280, range=[-2.538928,2.780604], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.108657, stdev=1.013413, range=[-2.403040,2.643421], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.192856, stdev=1.005362, range=[-2.290135,2.642043], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=0.033985, stdev=1.015712, range=[-2.558001,2.396477], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.267304, stdev=1.010778, range=[-2.525549,2.486414], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.051009, stdev=1.008332, range=[-2.537992,2.629095], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.085873, stdev=1.061020, range=[-2.217613,2.430604], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.078180, stdev=1.142241, range=[-2.860014,3.200441], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.127049, stdev=1.028269, range=[-2.633046,2.325283], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=-0.030312, stdev=1.017898, range=[-2.956565,2.861790], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.000911, stdev=1.109277, range=[-2.276732,2.614015], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.030867, stdev=0.939741, range=[-2.181323,3.032377], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.109194, stdev=0.821974, range=[-1.928913,1.891042], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=0.136303, stdev=1.041508, range=[-2.272996,3.789465], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.055592, stdev=0.979673, range=[-2.279607,3.057341], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=0.040402, stdev=1.005172, range=[-3.013310,2.487046], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=0.038775, stdev=0.914424, range=[-2.190812,2.315344], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.033986, stdev=1.105821, range=[-2.921961,3.026231], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.053832, stdev=0.947627, range=[-3.080105,2.224347], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=0.014111, stdev=1.056027, range=[-2.099200,2.460223], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=0.018498, stdev=0.992452, range=[-2.339102,2.014978], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.032806, stdev=0.910291, range=[-2.586623,2.437106], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.085139, stdev=1.032719, range=[-2.004739,2.330357], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=-0.061857, stdev=1.029725, range=[-2.273374,2.757314], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.123625, stdev=1.060849, range=[-2.000694,3.345942], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=0.117201, stdev=0.935567, range=[-2.555706,2.220142], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.120283, stdev=0.984772, range=[-3.295165,2.227714], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.021135, stdev=0.978093, range=[-1.905891,2.303996], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.074400, stdev=1.047288, range=[-3.184672,2.618188], active=1
