N=100
P=20
R=2
1 -0.516427 -0.791408 0.728233 0.209798 -1.914596 -1.060404 -0.439038 -1.302293 1.241927 0.308239 -2.286270 1.452418 -0.904758 0.090951 -2.137547 1.818291 0.050018 -0.261046 -0.658024 -0.501796 2.111329 1.000000
2 -0.008568 -0.054819 -1.617003 -0.961403 1.007075 0.230139 0.384274 -1.551874 0.938459 0.664216 1.872355 -0.260575 0.801220 -0.093465 -0.338418 1.780103 0.090870 -2.083457 0.728275 -0.685860 2.972029 1.000000
3 0.282732 -0.058871 0.560907 -0.791845 -0.742112 -0.732254 -0.298607 -0.671691 0.881518 -1.502286 -0.112830 -1.683913 0.187446 1.984275 0.605712 0.909488 -0.937536 0.383958 -0.445138 0.481675 9.433240 1.000000
4 0.041709 0.219344 0.388100 0.350103 0.218104 1.111556 2.299135 -1.451502 0.349139 0.074288 -0.090431 2.641555 1.473185 -0.129840 1.093339 1.259979 -1.526124 0.725361 -0.484202 1.016628 1.131055 1.000000
5 -1.873493 -0.606804 0.111128 -0.041287 -0.396020 0.057784 -0.645263 0.877745 1.488671 -0.181981 -0.682630 2.780604 0.091169 0.589082 1.207671 -0.292861 0.681795 1.036375 -0.576355 -1.855578 0.601546 1.000000
6 -0.494433 -0.011279 -0.382724 0.356270 0.478728 1.364392 1.041768 -0.265655 0.944539 -0.920974 0.901563 0.051050 1.098752 -0.563647 -0.090625 0.670683 -0.521099 -0.781720 0.797413 -2.633046 2.497227 1.000000
7 -0.488395 -0.849222 0.461623 0.598781 1.387524 -0.992970 -1.007343 0.221646 -0.984346 0.622970 0.078384 -0.634751 1.060049 -0.423554 0.994635 0.827325 -0.935690 0.786529 -0.982531 -0.520953 0.660168 1.000000
8 -1.144346 2.298912 0.869782 0.515836 1.480255 0.536949 1.227244 0.790176 -1.630015 -0.368499 0.071962 1.107173 -0.681573 -0.191128 -0.803375 -0.306021 -0.400940 -1.054339 -1.558739 -0.942780 6.711781 1.000000
9 1.034018 -1.342916 0.521185 -0.102721 0.163147 -0.810483 0.973988 -0.816215 -0.005263 0.040119 -1.198032 -0.588409 0.222207 -0.271606 0.389415 1.517033 0.168193 1.457441 -1.367493 0.217065 2.435368 1.000000
10 -0.991242 0.388851 0.445412 -0.515626 0.378461 -0.566966 -0.701485 -0.383458 1.604008 -0.343074 -1.001100 1.037713 0.858094 1.474653 1.430568 -0.144749 -0.484647 0.407990 0.312604 1.042371 3.515907 1.000000
11 0.447993 -0.014162 -1.896740 -0.092871 0.028729 1.184580 0.358644 0.433981 -1.545545 0.671647 0.647817 0.510520 0.340651 0.214588 1.380901 -0.731607 -0.125298 -0.276701 -0.811292 -0.548098 7.468065 1.000000
12 -1.320731 -0.656101 -0.363928 0.005510 1.816216 -0.330815 -0.388141 1.543264 -0.972207 -0.816123 -0.070891 -0.080163 0.606673 0.089512 0.701941 1.480354 -1.251124 1.111498 -0.001769 -0.357451 0.524896 1.000000
13 0.615428 1.006527 -1.118164 -0.646892 -0.494856 0.882630 0.892953 0.851334 -1.643955 0.555818 0.184230 -0.121092 -0.233701 0.310409 0.206102 2.272718 -0.040720 -0.593716 0.818750 0.233788 0.604280 1.000000
14 0.491437 -0.452912 0.217029 -0.347751 2.192781 0.478243 0.173970 -0.378896 0.649716 0.280249 -0.298010 0.599370 -0.501936 -0.721417 0.230316 -0.446231 0.645274 0.112653 -1.839854 -0.079325 2.653738 1.000000
15 1.423149 1.444619 0.861250 0.365344 -0.355527 0.132833 -0.779507 -1.322432 1.790265 -0.682340 -0.793577 -0.642038 1.290183 1.574125 0.868526 -0.424465 -0.155558 1.642845 0.133339 0.979217 5.453849 1.000000
16 0.066666 -0.092354 1.654552 -0.243857 -0.550332 -0.263918 0.207942 -0.118346 0.104840 0.814450 -0.411201 -1.490070 0.323125 0.031630 0.585478 -0.385089 0.603514 0.427813 -0.704972 -1.152426 1.610925 1.000000
17 -0.541794 -0.378912 -0.639493 -0.705299 -0.786922 -0.963867 1.376328 0.468864 1.111928 0.299567 0.295683 0.856119 -0.372320 -0.829247 -0.641543 -2.525549 -1.363569 -0.006794 -0.425480 0.050131 10.333353 1.000000
18 0.938367 1.263100 -0.627766 0.423560 1.842764 -1.748087 -0.084272 0.871481 -0.390685 -0.068058 -0.771190 0.856756 1.563242 1.317311 -0.128530 -0.846095 0.958375 -0.396568 -2.279353 -0.602189 6.371353 1.000000
19 0.047611 0.333124 0.129330 1.340787 2.147629 0.029460 0.055094 -1.437050 -0.438357 1.026802 -0.875107 -1.437535 -0.502213 1.245292 0.040264 0.955592 0.066266 -2.091302 0.817864 1.995340 1.071849 1.000000
20 -1.374905 -0.700803 -0.927049 1.733487 -0.564455 -0.308574 1.118054 0.278627 -0.591582 -0.285220 -0.395662 0.012719 0.051090 -1.282168 2.396477 1.759889 -0.259209 -1.177246 2.045200 -1.765846 0.700406 1.000000
21 -0.268612 -2.438076 0.386090 -0.664176 -0.326514 0.115773 -0.420115 -1.078097 0.564123 0.442741 0.460536 -0.438759 -0.851602 0.651944 -0.272907 0.502829 1.090393 -0.074364 -0.720373 0.559273 3.268086 1.000000
22 1.660967 -0.531175 -0.203078 1.171497 -0.697437 0.489623 0.581966 -0.645988 -2.271679 -2.482216 -0.647812 -0.724168 -0.803689 -1.146180 -1.211933 1.078742 0.433722 1.772969 0.716733 -1.490363 0.139879 1.000000
23 -0.661518 -0.316928 -0.051343 -0.541367 -1.083756 0.255690 -0.851026 0.722146 -0.352750 0.597353 -0.684627 0.192244 -0.403156 0.604343 -2.558001 2.486414 0.518672 0.747616 -0.864362 0.552820 25.864007 1.000000
24 -0.254373 -0.597632 -1.981999 -0.023916 -0.631489 1.696577 0.177696 -0.104232 1.443235 0.405307 -0.862385 0.664620 1.044414 0.793345 -1.327578 0.293534 0.091280 0.188090 0.756739 1.075184 1.620602 1.000000
25 -1.385808 -0.312136 -0.386765 0.142228 -0.716055 -0.150314 -1.084119 -0.062037 -0.664591 -0.912959 0.220816 0.256412 0.355644 0.774954 0.254750 0.303114 -0.801885 0.228089 0.376024 -2.068742 8.727610 1.000000
26 -0.041452 1.187281 -0.161821 0.388795 2.283445 0.755306 -1.519110 -0.043819 -0.218112 -0.585378 -0.598692 1.580204 0.978564 -0.655757 0.646117 1.047713 0.273580 -0.018087 1.371885 -1.260920 3.850931 1.000000
27 -0.301472 -0.155672 0.839321 0.000306 -1.649347 -0.557679 1.258390 0.525562 0.730007 -1.371207 -1.216696 1.148339 1.158068 1.524367 0.993448 0.267736 -1.843334 -0.420557 1.053313 2.325283 1.146218 1.000000
28 0.135634 1.081355 -0.512030 -0.939620 -1.115900 0.266279 0.987962 0.380004 -0.274343 1.446191 0.845307 0.108195 -0.312046 0.201970 -0.490794 1.942809 0.101918 1.115822 0.295932 -0.855366 4.688548 1.000000
29 1.168858 -0.418106 0.099154 2.031023 -0.737075 0.327431 0.478364 -0.553575 -2.101689 2.871527 0.169572 -0.182505 -1.117280 0.670968 -0.597083 2.253986 -0.182424 0.390047 0.554189 -0.125081 4.304002 1.000000
30 -0.553261 -0.475514 -0.449051 -0.369414 -0.597428 0.132838 -0.145730 -0.525760 -1.069823 0.300685 -0.117031 -0.801731 -1.039516 0.442561 0.457331 -0.260271 2.629095 0.821327 -1.512107 -1.399245 2.475670 1.000000
31 -0.486268 -0.504184 -1.401449 -0.568350 0.067990 0.406125 0.666363 0.610965 -0.716186 -0.229231 0.249349 0.886550 -1.391610 -1.065250 -1.628699 -0.255003 0.895908 0.629991 -2.860014 -0.155108 0.731897 1.000000
