covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.055759, stdev=1.113019, range=[-3.170059,2.493590], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.015570, stdev=0.971195, range=[-2.224059,2.932439], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.037330, stdev=0.891359, range=[-1.951841,2.390807], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.030781, stdev=1.004065, range=[-2.777585,2.229137], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.089406, stdev=0.910326, range=[-2.675676,2.451867], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.205395, stdev=0.991916, range=[-3.227454,2.375841], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.170479, stdev=1.083541, range=[-2.415048,2.770755], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.155826, stdev=1.022800, range=[-3.080196,2.807700], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.147997, stdev=1.101187, range=[-2.965760,2.465690], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.140697, stdev=0.851828, range=[-1.986812,2.271421], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.008196, stdev=1.033376, range=[-3.276682,2.347298], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.019330, stdev=0.959077, range=[-2.880985,2.216450], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.141590, stdev=0.986711, range=[-2.072259,2.644829], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.035629, stdev=0.979444, range=[-2.925304,1.701723], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.042822, stdev=0.953532, range=[-2.208314,1.840288], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=-0.049933, stdev=1.069648, range=[-2.957605,2.858314], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.072708, stdev=0.951166, range=[-1.863646,2.154458], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.029765, stdev=0.918607, range=[-2.385065,2.289790], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.164564, stdev=0.884070, range=[-1.933676,2.408738], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.002758, stdev=1.202702, range=[-2.618307,3.651648], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.163276, stdev=1.098628, range=[-2.006984,2.955741], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.022072, stdev=0.995235, range=[-2.254061,3.162089], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=-0.110657, stdev=1.021161, range=[-2.897026,2.226748], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=-0.041101, stdev=0.992066, range=[-2.502536,2.575410], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.078192, stdev=0.938214, range=[-2.064395,2.322280], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=0.073586, stdev=0.953594, range=[-2.260993,2.446487], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.083021, stdev=1.014539, range=[-2.802088,3.331413], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.071512, stdev=1.062747, range=[-2.416685,2.657138], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.133083, stdev=0.942946, range=[-2.431076,1.885722], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=-0.027106, stdev=0.910907, range=[-2.537987,2.517357], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.058822, stdev=0.999016, range=[-2.479499,1.748947], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=0.000148, stdev=0.890791, range=[-1.925202,2.164681], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.076300, stdev=1.035260, range=[-2.585421,2.219447], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=0.096062, stdev=0.978240, range=[-2.031693,2.547766], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=-0.030212, stdev=0.915053, range=[-2.376483,1.947105], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.081376, stdev=1.105989, range=[-2.497374,3.705481], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=0.114150, stdev=0.947438, range=[-2.229792,2.795248], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.015966, stdev=1.124606, range=[-2.715868,2.739731], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=0.088520, stdev=1.035693, range=[-2.387758,2.980928], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.016062, stdev=0.958113, range=[-3.283076,1.994994], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=0.093123, stdev=0.995921, range=[-2.173443,2.968194], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.148388, stdev=1.171401, range=[-2.616634,2.954296], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=0.029372, stdev=0.991693, range=[-2.228298,2.323834], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=-0.025587, stdev=1.038683, range=[-2.014443,2.927991], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.160354, stdev=0.978311, range=[-2.277630,2.459232], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=0.094466, stdev=1.020620, range=[-2.017500,2.551683], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.038935, stdev=1.099361, range=[-2.166566,2.707180], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=-0.040514, stdev=1.031634, range=[-2.950128,2.526749], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.033532, stdev=0.928355, range=[-2.689244,1.986283], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.207855, stdev=0.918194, range=[-2.328170,2.343302], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=0.139909, stdev=0.927019, range=[-1.986862,1.947957], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.112042, stdev=1.041295, range=[-2.455060,3.523794], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=-0.002096, stdev=0.837339, range=[-2.237935,2.122042], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=0.075569, stdev=0.983580, range=[-2.255500,2.308228], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=0.017997, stdev=1.078193, range=[-2.734923,2.375389], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=-0.061623, stdev=0.902899, range=[-2.283790,2.001397], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.138849, stdev=0.916337, range=[-1.664870,3.010549], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.165427, stdev=0.942395, range=[-1.856144,2.563488], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=0.190152, stdev=1.041409, range=[-1.726408,3.366800], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=0.136322, stdev=0.961049, range=[-1.977994,2.474421], active=1
