active=30: F_T=0.980000, F_V=0.603000
active=29: F_T=0.975333, F_V=0.617667
active=28: F_T=0.970000, F_V=0.613333
active=27: F_T=0.969667, F_V=0.632333
active=26: F_T=0.973333, F_V=0.620333
active=25: F_T=0.974333, F_V=0.636333
active=24: F_T=0.966667, F_V=0.649667
active=23: F_T=0.969000, F_V=0.663333
active=22: F_T=0.964667, F_V=0.670333
active=21: F_T=0.964667, F_V=0.662333
active=20: F_T=0.968333, F_V=0.689667
active=19: F_T=0.959333, F_V=0.697333
active=18: F_T=0.957333, F_V=0.706333
active=17: F_T=0.949667, F_V=0.707000
active=16: F_T=0.954333, F_V=0.709667
active=15: F_T=0.954667, F_V=0.680667
active=14: F_T=0.948000, F_V=0.703667
active=13: F_T=0.941000, F_V=0.721000
active=12: F_T=0.925000, F_V=0.708000
active=11: F_T=0.929000, F_V=0.699333
active=10: F_T=0.903333, F_V=0.684000
active=9: F_T=0.901000, F_V=0.678333
active=8: F_T=0.903333, F_V=0.719333
active=7: F_T=0.894333, F_V=0.734667
active=6: F_T=0.905000, F_V=0.736000
active=5: F_T=0.875000, F_V=0.716000
active=4: F_T=0.807333, F_V=0.680000
active=3: F_T=0.779333, F_V=0.690000
active=2: F_T=0.819667, F_V=0.771333
active=1: F_T=0.702000, F_V=0.688333
active=0: F_T=0.533333, F_V=0.466667
