covariate 1:   name=covariate1, type=float, missing=  7 of 100, average=-0.178047, stdev=1.000870, range=[-3.445003,1.772670], active=1
covariate 2:   name=covariate2, type=float, missing=  5 of 100, average=0.077415, stdev=0.981708, range=[-2.026170,2.005005], active=1
covariate 3:   name=covariate3, type=float, missing=  4 of 100, average=0.133806, stdev=0.851241, range=[-1.995870,2.564098], active=1
covariate 4:   name=covariate4, type=float, missing=  6 of 100, average=0.012511, stdev=1.071867, range=[-2.412581,2.605168], active=1
covariate 5:   name=covariate5, type=float, missing=  4 of 100, average=-0.090372, stdev=0.987908, range=[-3.024593,1.961143], active=1
covariate 6:   name=covariate6, type=float, missing=  6 of 100, average=-0.059504, stdev=0.882371, range=[-2.026576,1.939126], active=1
covariate 7:   name=covariate7, type=float, missing=  6 of 100, average=0.088909, stdev=0.942353, range=[-2.619662,1.745381], active=1
covariate 8:   name=covariate8, type=float, missing=  4 of 100, average=-0.070760, stdev=1.063655, range=[-3.039521,2.515217], active=1
covariate 9:   name=covariate9, type=float, missing=  4 of 100, average=-0.039263, stdev=0.887767, range=[-2.277837,2.289074], active=1
covariate 10:  name=covariate10, type=float, missing=  5 of 100, average=0.143752, stdev=0.943025, range=[-2.460124,2.316244], active=1
covariate 11:  name=covariate11, type=float, missing=  9 of 100, average=-0.103350, stdev=0.982687, range=[-3.155793,2.169514], active=1
covariate 12:  name=covariate12, type=float, missing=  1 of 100, average=0.203260, stdev=0.960342, range=[-1.829173,2.843385], active=1
covariate 13:  name=covariate13, type=float, missing=  7 of 100, average=0.001706, stdev=1.002889, range=[-2.795612,2.866218], active=1
covariate 14:  name=covariate14, type=float, missing=  8 of 100, average=-0.054391, stdev=1.054978, range=[-2.592598,2.238216], active=1
covariate 15:  name=covariate15, type=float, missing=  6 of 100, average=0.193237, stdev=1.210804, range=[-2.230208,3.092853], active=1
covariate 16:  name=covariate16, type=float, missing=  3 of 100, average=0.091484, stdev=0.887233, range=[-2.148769,2.279442], active=1
