covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=0.550878, stdev=1.111626, range=[-1.066643,2.568210], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of  10, average=0.068102, stdev=0.798007, range=[-1.417540,1.438574], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of  10, average=0.015466, stdev=0.840484, range=[-1.711284,1.372835], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of  10, average=0.180755, stdev=1.163707, range=[-1.713720,1.973770], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  10, average=-0.137289, stdev=0.713444, range=[-1.255206,1.325136], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of  10, average=-0.287731, stdev=0.929226, range=[-1.810365,1.631761], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  10, average=-0.142156, stdev=1.100596, range=[-1.747164,2.528167], active=1
covariate 8:   name=covariate8, type=float, missing=  3 of  10, average=-0.289492, stdev=0.982337, range=[-1.742892,1.720879], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  10, average=0.301337, stdev=0.844340, range=[-1.554753,1.518972], active=1
covariate 10:  name=covariate10, type=float, missing=  1 of  10, average=-0.450456, stdev=0.737653, range=[-1.532963,0.949732], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  10, average=-0.176355, stdev=1.002367, range=[-1.837674,1.814524], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  10, average=-0.037666, stdev=0.945394, range=[-1.692696,1.238553], active=1
covariate 13:  name=covariate13, type=float, missing=  1 of  10, average=-0.403998, stdev=1.141598, range=[-1.658620,2.153803], active=1
covariate 14:  name=covariate14, type=float, missing=  1 of  10, average=-0.085096, stdev=1.014098, range=[-2.185342,1.228437], active=1
covariate 15:  name=covariate15, type=float, missing=  2 of  10, average=0.042737, stdev=0.545482, range=[-0.611565,1.085667], active=1
covariate 16:  name=covariate16, type=float, missing=  1 of  10, average=-0.666778, stdev=0.825519, range=[-2.373196,0.382677], active=1
covariate 17:  name=covariate17, type=float, missing=  1 of  10, average=-0.276159, stdev=0.568232, range=[-1.028890,0.754894], active=1
covariate 18:  name=covariate18, type=float, missing=  1 of  10, average=-0.217484, stdev=0.811606, range=[-1.753259,0.982147], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of  10, average=0.085350, stdev=0.871606, range=[-0.865964,2.243344], active=1
covariate 20:  name=covariate20, type=float, missing=  1 of  10, average=-0.230969, stdev=0.950431, range=[-1.457633,1.773581], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  10, average=0.013631, stdev=1.224516, range=[-2.889350,1.593489], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  10, average=-0.371116, stdev=1.038269, range=[-2.043848,0.959298], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  10, average=-0.152765, stdev=1.164974, range=[-2.179062,1.435903], active=1
covariate 24:  name=covariate24, type=float, missing=  1 of  10, average=-0.531035, stdev=1.232085, range=[-2.645953,0.485842], active=1
covariate 25:  name=covariate25, type=float, missing=  1 of  10, average=0.571146, stdev=1.069722, range=[-1.276717,2.239302], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of  10, average=-0.063444, stdev=0.824475, range=[-1.181029,1.212687], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  10, average=0.411641, stdev=1.571953, range=[-3.082945,2.856328], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  10, average=-0.386144, stdev=0.627732, range=[-1.179853,0.766698], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  10, average=-0.047670, stdev=1.096957, range=[-1.936962,1.523645], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  10, average=-0.522704, stdev=1.046012, range=[-2.742547,0.968028], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  10, average=0.289692, stdev=0.786944, range=[-1.325995,1.001785], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  10, average=0.261113, stdev=1.314669, range=[-1.814556,2.562833], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  10, average=-0.254293, stdev=0.611554, range=[-1.231030,0.609015], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of  10, average=0.160832, stdev=0.511822, range=[-0.535773,1.004329], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  10, average=-0.087409, stdev=1.230460, range=[-1.515610,2.794159], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  10, average=-0.158365, stdev=1.313133, range=[-1.704708,2.637028], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  10, average=0.200612, stdev=1.136852, range=[-1.740756,2.065913], active=1
covariate 38:  name=covariate38, type=float, missing=  1 of  10, average=-0.328652, stdev=0.449761, range=[-1.100702,0.315076], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  10, average=0.087934, stdev=1.092068, range=[-1.526364,2.146453], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=0.642843, stdev=0.882903, range=[-1.042546,2.359823], active=1
covariate 41:  name=covariate41, type=float, missing=  1 of  10, average=0.278685, stdev=0.835388, range=[-1.111612,1.869581], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  10, average=-0.222679, stdev=0.817643, range=[-1.169489,1.379739], active=1
covariate 43:  name=covariate43, type=float, missing=  1 of  10, average=0.199866, stdev=0.764233, range=[-0.845902,1.760339], active=1
covariate 44:  name=covariate44, type=float, missing=  1 of  10, average=-0.255683, stdev=1.189066, range=[-2.224533,1.630575], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  10, average=0.076825, stdev=0.797623, range=[-1.727089,1.176733], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  10, average=0.592871, stdev=0.760119, range=[-0.660735,1.673890], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of  10, average=-0.024609, stdev=0.694635, range=[-1.523999,1.079135], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of  10, average=0.005751, stdev=0.768097, range=[-1.498026,1.273163], active=1
covariate 49:  name=covariate49, type=float, missing=  1 of  10, average=0.234188, stdev=0.558635, range=[-0.587185,1.294801], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of  10, average=-0.444996, stdev=0.604648, range=[-1.556604,0.284491], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of  10, average=-0.688306, stdev=0.710417, range=[-1.658811,0.670276], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of  10, average=-0.041892, stdev=0.917003, range=[-1.618521,1.392753], active=1
covariate 53:  name=covariate53, type=float, missing=  1 of  10, average=-0.147399, stdev=0.700278, range=[-1.091528,1.085174], active=1
covariate 54:  name=covariate54, type=float, missing=  2 of  10, average=0.124820, stdev=0.975255, range=[-0.793082,2.370865], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of  10, average=-0.033959, stdev=0.531059, range=[-1.197196,0.872846], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of  10, average=-0.101059, stdev=0.952964, range=[-1.512869,1.535716], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of  10, average=-0.242840, stdev=0.598084, range=[-1.687843,0.596583], active=1
covariate 58:  name=covariate58, type=float, missing=  1 of  10, average=0.216400, stdev=0.757789, range=[-1.136049,1.283338], active=1
covariate 59:  name=covariate59, type=float, missing=  1 of  10, average=0.173812, stdev=0.405568, range=[-0.422495,0.796835], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of  10, average=-0.255363, stdev=1.282380, range=[-2.782534,1.965022], active=1
