covariate 1:   name=covariate1, type=float, missing=  0 of  10, average=-0.353362, stdev=0.885337, range=[-1.261363,1.772670], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of  10, average=0.063106, stdev=0.952671, range=[-1.936128,1.743307], active=1
covariate 3:   name=covariate3, type=float, missing=  1 of  10, average=-0.297857, stdev=1.339233, range=[-2.931184,1.577922], active=1
covariate 4:   name=covariate4, type=float, missing=  1 of  10, average=0.027759, stdev=0.931061, range=[-1.142165,1.411931], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of  10, average=0.219952, stdev=0.834115, range=[-1.668008,1.568438], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of  10, average=-0.527386, stdev=1.003003, range=[-1.954893,1.132838], active=1
covariate 7:   name=covariate7, type=float, missing=  1 of  10, average=-0.089927, stdev=1.049168, range=[-2.190536,1.351316], active=1
covariate 8:   name=covariate8, type=float, missing=  1 of  10, average=-0.704516, stdev=1.244448, range=[-3.445003,0.960092], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  10, average=0.019543, stdev=0.715963, range=[-1.265542,0.883240], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  10, average=-0.352307, stdev=0.599526, range=[-1.601515,0.229555], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  10, average=-0.063044, stdev=0.884434, range=[-1.539027,1.550639], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  10, average=-0.231266, stdev=0.557287, range=[-1.010328,0.986571], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of  10, average=0.463224, stdev=0.953102, range=[-0.833770,1.906844], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  10, average=0.424058, stdev=0.939332, range=[-1.063268,1.932859], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of  10, average=0.173637, stdev=1.000021, range=[-1.176958,1.770502], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  10, average=-0.404175, stdev=0.891489, range=[-1.379363,1.678319], active=1
covariate 17:  name=covariate17, type=float, missing=  2 of  10, average=0.073345, stdev=1.296743, range=[-2.026170,1.826768], active=1
covariate 18:  name=covariate18, type=float, missing=  1 of  10, average=0.447988, stdev=1.041754, range=[-1.523475,1.906849], active=1
covariate 19:  name=covariate19, type=float, missing=  1 of  10, average=-0.061734, stdev=0.602308, range=[-0.836142,0.759780], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  10, average=-0.098847, stdev=0.949331, range=[-1.345591,2.005005], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  10, average=0.002920, stdev=0.655437, range=[-1.081637,1.025939], active=1
covariate 22:  name=covariate22, type=float, missing=  1 of  10, average=0.450817, stdev=1.026139, range=[-1.011006,2.564098], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  10, average=0.161678, stdev=0.892687, range=[-1.102222,1.492046], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  10, average=0.387712, stdev=0.631497, range=[-0.823305,1.140756], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  10, average=0.143086, stdev=0.606097, range=[-1.066305,1.010979], active=1
covariate 26:  name=covariate26, type=float, missing=  1 of  10, average=0.661355, stdev=0.822357, range=[-0.591042,2.185549], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  10, average=-0.135173, stdev=0.848035, range=[-1.995870,1.138079], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  10, average=0.057350, stdev=0.780642, range=[-1.314845,0.976885], active=1
covariate 29:  name=covariate29, type=float, missing=  1 of  10, average=-0.058136, stdev=0.764438, range=[-0.954469,1.188039], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  10, average=-0.119925, stdev=0.677682, range=[-1.014046,1.152742], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  10, average=-0.306935, stdev=1.185151, range=[-2.395451,1.623929], active=1
covariate 32:  name=covariate32, type=float, missing=  1 of  10, average=-0.196848, stdev=1.071292, range=[-1.580158,1.850570], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  10, average=0.664940, stdev=0.752691, range=[-0.510847,2.172198], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of  10, average=0.089445, stdev=0.819515, range=[-1.162616,1.774340], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  10, average=0.060382, stdev=0.877841, range=[-1.119587,2.233728], active=1
covariate 36:  name=covariate36, type=float, missing=  2 of  10, average=-0.101582, stdev=0.655762, range=[-0.948582,1.008293], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  10, average=0.521404, stdev=1.015517, range=[-1.477388,2.538608], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  10, average=-0.409619, stdev=0.722220, range=[-1.241863,1.423542], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  10, average=0.418966, stdev=0.993758, range=[-0.869745,2.605168], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  10, average=-0.577529, stdev=1.378365, range=[-2.412581,1.871763], active=1
