active=80: F_T=1.000000, F_V=0.369000
active=79: F_T=1.000000, F_V=0.372000
active=78: F_T=1.000000, F_V=0.382000
active=77: F_T=1.000000, F_V=0.383000
active=76: F_T=1.000000, F_V=0.389000
active=75: F_T=1.000000, F_V=0.389000
active=74: F_T=1.000000, F_V=0.376000
active=73: F_T=1.000000, F_V=0.388000
active=72: F_T=1.000000, F_V=0.398000
active=71: F_T=1.000000, F_V=0.391000
active=70: F_T=1.000000, F_V=0.401000
active=69: F_T=1.000000, F_V=0.403000
active=68: F_T=1.000000, F_V=0.428000
active=67: F_T=1.000000, F_V=0.437000
active=66: F_T=1.000000, F_V=0.435000
active=65: F_T=1.000000, F_V=0.429000
active=64: F_T=1.000000, F_V=0.433000
active=63: F_T=1.000000, F_V=0.436000
active=62: F_T=1.000000, F_V=0.436000
active=61: F_T=1.000000, F_V=0.427000
active=60: F_T=1.000000, F_V=0.438000
active=59: F_T=1.000000, F_V=0.449000
active=58: F_T=1.000000, F_V=0.478000
active=57: F_T=1.000000, F_V=0.464000
active=56: F_T=1.000000, F_V=0.488000
active=55: F_T=1.000000, F_V=0.487000
active=54: F_T=1.000000, F_V=0.503000
active=53: F_T=1.000000, F_V=0.507000
active=52: F_T=1.000000, F_V=0.500000
active=51: F_T=1.000000, F_V=0.534000
active=50: F_T=1.000000, F_V=0.543000
active=49: F_T=1.000000, F_V=0.564000
active=48: F_T=1.000000, F_V=0.557000
active=47: F_T=1.000000, F_V=0.538000
active=46: F_T=1.000000, F_V=0.557000
active=45: F_T=1.000000, F_V=0.563000
active=44: F_T=1.000000, F_V=0.570000
active=43: F_T=1.000000, F_V=0.586000
active=42: F_T=1.000000, F_V=0.583000
active=41: F_T=1.000000, F_V=0.576000
active=40: F_T=1.000000, F_V=0.631000
active=39: F_T=1.000000, F_V=0.625000
active=38: F_T=1.000000, F_V=0.588000
active=37: F_T=1.000000, F_V=0.629000
active=36: F_T=1.000000, F_V=0.636000
active=35: F_T=1.000000, F_V=0.632000
active=34: F_T=1.000000, F_V=0.669000
active=33: F_T=1.000000, F_V=0.671000
active=32: F_T=1.000000, F_V=0.698000
active=31: F_T=1.000000, F_V=0.712000
active=30: F_T=1.000000, F_V=0.739000
active=29: F_T=1.000000, F_V=0.733000
active=28: F_T=1.000000, F_V=0.737000
active=27: F_T=1.000000, F_V=0.721000
active=26: F_T=1.000000, F_V=0.765000
active=25: F_T=1.000000, F_V=0.769000
active=24: F_T=1.000000, F_V=0.767000
active=23: F_T=1.000000, F_V=0.769000
active=22: F_T=1.000000, F_V=0.786000
active=21: F_T=1.000000, F_V=0.771000
active=20: F_T=1.000000, F_V=0.799000
active=19: F_T=1.000000, F_V=0.763000
active=18: F_T=1.000000, F_V=0.791000
active=17: F_T=1.000000, F_V=0.777000
active=16: F_T=1.000000, F_V=0.805000
active=15: F_T=1.000000, F_V=0.809000
active=14: F_T=1.000000, F_V=0.786000
active=13: F_T=1.000000, F_V=0.849000
active=12: F_T=1.000000, F_V=0.863000
active=11: F_T=1.000000, F_V=0.899000
active=10: F_T=1.000000, F_V=0.896000
active=9: F_T=1.000000, F_V=0.931000
active=8: F_T=1.000000, F_V=0.904000
active=7: F_T=1.000000, F_V=0.854000
active=6: F_T=1.000000, F_V=0.853000
active=5: F_T=1.000000, F_V=0.864000
active=4: F_T=1.000000, F_V=0.857000
active=3: F_T=1.000000, F_V=0.876000
active=2: F_T=0.995000, F_V=0.841000
active=1: F_T=0.924000, F_V=0.843000
active=0: F_T=0.600000, F_V=0.400000
