active=80: F_T=1.000000, F_V=0.603750
active=79: F_T=1.000000, F_V=0.598542
active=78: F_T=1.000000, F_V=0.608125
active=77: F_T=1.000000, F_V=0.615208
active=76: F_T=1.000000, F_V=0.619583
active=75: F_T=1.000000, F_V=0.622083
active=74: F_T=1.000000, F_V=0.618542
active=73: F_T=1.000000, F_V=0.635000
active=72: F_T=1.000000, F_V=0.634583
active=71: F_T=1.000000, F_V=0.628333
active=70: F_T=1.000000, F_V=0.645208
active=69: F_T=1.000000, F_V=0.650208
active=68: F_T=1.000000, F_V=0.656667
active=67: F_T=1.000000, F_V=0.653125
active=66: F_T=1.000000, F_V=0.657917
active=65: F_T=1.000000, F_V=0.661875
active=64: F_T=1.000000, F_V=0.669583
active=63: F_T=1.000000, F_V=0.683542
active=62: F_T=1.000000, F_V=0.681042
active=61: F_T=0.999792, F_V=0.687083
active=60: F_T=0.999792, F_V=0.684167
active=59: F_T=1.000000, F_V=0.693333
active=58: F_T=1.000000, F_V=0.698542
active=57: F_T=0.999583, F_V=0.696875
active=56: F_T=0.999792, F_V=0.690208
active=55: F_T=0.999375, F_V=0.702917
active=54: F_T=0.998333, F_V=0.697917
active=53: F_T=0.998750, F_V=0.705000
active=52: F_T=0.997708, F_V=0.717917
active=51: F_T=0.996042, F_V=0.723333
active=50: F_T=0.997083, F_V=0.714583
active=49: F_T=0.997083, F_V=0.718750
active=48: F_T=0.993750, F_V=0.720833
active=47: F_T=0.994792, F_V=0.733333
active=46: F_T=0.991667, F_V=0.728333
active=45: F_T=0.988958, F_V=0.736458
active=44: F_T=0.989583, F_V=0.732917
active=43: F_T=0.984375, F_V=0.740208
active=42: F_T=0.986042, F_V=0.736042
active=41: F_T=0.988333, F_V=0.759583
active=40: F_T=0.982917, F_V=0.763958
active=39: F_T=0.982500, F_V=0.776250
active=38: F_T=0.983125, F_V=0.776250
active=37: F_T=0.982500, F_V=0.780417
active=36: F_T=0.983333, F_V=0.778542
active=35: F_T=0.982917, F_V=0.791042
active=34: F_T=0.977917, F_V=0.808750
active=33: F_T=0.978542, F_V=0.784792
active=32: F_T=0.977500, F_V=0.795625
active=31: F_T=0.978125, F_V=0.821667
active=30: F_T=0.980833, F_V=0.821250
active=29: F_T=0.975417, F_V=0.820208
active=28: F_T=0.975417, F_V=0.816667
active=27: F_T=0.972708, F_V=0.825208
active=26: F_T=0.969375, F_V=0.818125
active=25: F_T=0.967708, F_V=0.819583
active=24: F_T=0.971458, F_V=0.822708
active=23: F_T=0.969583, F_V=0.814167
active=22: F_T=0.974583, F_V=0.827708
active=21: F_T=0.966250, F_V=0.826250
active=20: F_T=0.969792, F_V=0.839167
active=19: F_T=0.967083, F_V=0.845000
active=18: F_T=0.962708, F_V=0.848125
active=17: F_T=0.965000, F_V=0.848750
active=16: F_T=0.955417, F_V=0.838542
active=15: F_T=0.950208, F_V=0.833333
active=14: F_T=0.945833, F_V=0.829792
active=13: F_T=0.946667, F_V=0.844583
active=12: F_T=0.936875, F_V=0.829375
active=11: F_T=0.933125, F_V=0.838542
active=10: F_T=0.927083, F_V=0.851667
active=9: F_T=0.929167, F_V=0.855417
active=8: F_T=0.922083, F_V=0.834583
active=7: F_T=0.917083, F_V=0.850208
active=6: F_T=0.909583, F_V=0.827708
active=5: F_T=0.907292, F_V=0.825625
active=4: F_T=0.868542, F_V=0.798958
active=3: F_T=0.809792, F_V=0.767917
active=2: F_T=0.728333, F_V=0.709583
active=1: F_T=0.714167, F_V=0.694167
active=0: F_T=0.500000, F_V=0.500000
