active=80: F_T=0.972553, F_V=0.610652
active=79: F_T=0.971702, F_V=0.599891
active=78: F_T=0.971383, F_V=0.605870
active=77: F_T=0.970106, F_V=0.611739
active=76: F_T=0.970106, F_V=0.610543
active=75: F_T=0.969574, F_V=0.612500
active=74: F_T=0.970638, F_V=0.619348
active=73: F_T=0.968723, F_V=0.620217
active=72: F_T=0.969574, F_V=0.619891
active=71: F_T=0.968723, F_V=0.623043
active=70: F_T=0.967979, F_V=0.629891
active=69: F_T=0.968830, F_V=0.634239
active=68: F_T=0.967021, F_V=0.639022
active=67: F_T=0.965745, F_V=0.643152
active=66: F_T=0.966489, F_V=0.646957
active=65: F_T=0.966702, F_V=0.638804
active=64: F_T=0.966170, F_V=0.642065
active=63: F_T=0.965851, F_V=0.649565
active=62: F_T=0.965000, F_V=0.659674
active=61: F_T=0.962872, F_V=0.655435
active=60: F_T=0.962979, F_V=0.656304
active=59: F_T=0.961277, F_V=0.670217
active=58: F_T=0.960957, F_V=0.671848
active=57: F_T=0.962021, F_V=0.676304
active=56: F_T=0.962234, F_V=0.677935
active=55: F_T=0.961064, F_V=0.675435
active=54: F_T=0.957553, F_V=0.685870
active=53: F_T=0.956383, F_V=0.689783
active=52: F_T=0.955745, F_V=0.687935
active=51: F_T=0.952660, F_V=0.695978
active=50: F_T=0.954468, F_V=0.698913
active=49: F_T=0.953936, F_V=0.709457
active=48: F_T=0.952128, F_V=0.712065
active=47: F_T=0.952021, F_V=0.720109
active=46: F_T=0.950532, F_V=0.718478
active=45: F_T=0.949149, F_V=0.719783
active=44: F_T=0.948191, F_V=0.726413
active=43: F_T=0.943617, F_V=0.725761
active=42: F_T=0.947021, F_V=0.732391
active=41: F_T=0.941596, F_V=0.736304
active=40: F_T=0.942553, F_V=0.727935
active=39: F_T=0.942872, F_V=0.729022
active=38: F_T=0.938723, F_V=0.737717
active=37: F_T=0.939681, F_V=0.748696
active=36: F_T=0.933085, F_V=0.761957
active=35: F_T=0.930319, F_V=0.759457
active=34: F_T=0.932447, F_V=0.759348
active=33: F_T=0.931915, F_V=0.765109
active=32: F_T=0.926170, F_V=0.766630
active=31: F_T=0.923085, F_V=0.762065
active=30: F_T=0.921915, F_V=0.764783
active=29: F_T=0.918723, F_V=0.761087
active=28: F_T=0.910426, F_V=0.766413
active=27: F_T=0.908830, F_V=0.760978
active=26: F_T=0.907234, F_V=0.767065
active=25: F_T=0.908404, F_V=0.771957
active=24: F_T=0.908723, F_V=0.777174
active=23: F_T=0.906170, F_V=0.789239
active=22: F_T=0.901489, F_V=0.785543
active=21: F_T=0.896064, F_V=0.789348
active=20: F_T=0.901064, F_V=0.792500
active=19: F_T=0.896809, F_V=0.794457
active=18: F_T=0.889362, F_V=0.793261
active=17: F_T=0.890213, F_V=0.801848
active=16: F_T=0.883191, F_V=0.805761
active=15: F_T=0.874574, F_V=0.804239
active=14: F_T=0.874894, F_V=0.793804
active=13: F_T=0.862234, F_V=0.783696
active=12: F_T=0.853936, F_V=0.795109
active=11: F_T=0.849574, F_V=0.793261
active=10: F_T=0.847447, F_V=0.782065
active=9: F_T=0.837766, F_V=0.772935
active=8: F_T=0.802447, F_V=0.739130
active=7: F_T=0.792979, F_V=0.746739
active=6: F_T=0.773298, F_V=0.742717
active=5: F_T=0.771064, F_V=0.749457
active=4: F_T=0.755319, F_V=0.723913
active=3: F_T=0.726809, F_V=0.712935
active=2: F_T=0.716064, F_V=0.692826
active=1: F_T=0.632340, F_V=0.632609
active=0: F_T=0.510638, F_V=0.489783
