active=20: F_T=1.000000, F_V=0.337000
active=19: F_T=1.000000, F_V=0.354000
active=18: F_T=1.000000, F_V=0.367000
active=17: F_T=1.000000, F_V=0.384000
active=16: F_T=1.000000, F_V=0.404000
active=15: F_T=1.000000, F_V=0.455000
active=14: F_T=1.000000, F_V=0.486000
active=13: F_T=1.000000, F_V=0.489000
active=12: F_T=1.000000, F_V=0.505000
active=11: F_T=1.000000, F_V=0.521000
active=10: F_T=1.000000, F_V=0.529000
active=9: F_T=1.000000, F_V=0.570000
active=8: F_T=1.000000, F_V=0.584000
active=7: F_T=0.998000, F_V=0.600000
active=6: F_T=0.995000, F_V=0.602000
active=5: F_T=0.993000, F_V=0.614000
active=4: F_T=0.992000, F_V=0.656000
active=3: F_T=0.964000, F_V=0.655000
active=2: F_T=0.873000, F_V=0.583000
active=1: F_T=0.698000, F_V=0.525000
active=0: F_T=0.600000, F_V=0.400000
