covariate 1:   name=covariate1, type=float, missing=  0 of 200, average=-0.019474, stdev=0.917288, range=[-2.624670,2.245390], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 200, average=0.045867, stdev=1.083727, range=[-2.847407,2.862059], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 200, average=0.018755, stdev=0.978239, range=[-2.562012,2.646299], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 200, average=0.013574, stdev=0.957283, range=[-2.345966,2.749636], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 200, average=-0.062478, stdev=0.983681, range=[-2.575017,2.499151], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 200, average=-0.013200, stdev=0.890879, range=[-2.469889,2.206279], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 200, average=0.037042, stdev=1.040666, range=[-2.624375,3.022484], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 200, average=0.158835, stdev=0.942429, range=[-3.082558,2.540814], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 200, average=-0.031774, stdev=1.037121, range=[-2.483528,2.622086], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 200, average=-0.013619, stdev=1.081772, range=[-3.466349,3.320520], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 200, average=0.090027, stdev=0.934782, range=[-2.244920,2.520866], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 200, average=0.036958, stdev=1.005396, range=[-2.588040,2.928403], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 200, average=0.085394, stdev=1.110976, range=[-3.058003,3.283023], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 200, average=-0.190196, stdev=0.969475, range=[-3.337451,2.214592], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 200, average=0.094142, stdev=1.038573, range=[-2.960573,3.070422], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 200, average=0.010512, stdev=0.973096, range=[-3.109633,3.283873], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 200, average=-0.026635, stdev=1.023933, range=[-3.580140,2.007613], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 200, average=0.092716, stdev=1.065580, range=[-3.446633,3.714151], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 200, average=-0.066071, stdev=0.993520, range=[-2.763636,3.058226], active=1
