N=100
P=20
R=2
1 0.774914 -0.289530 NA 0.333995 -0.929565 0.889970 -2.244979 -0.558596 0.939188 -1.366294 -2.439543 0.122086 -1.252859 1.500866 1.335666 -1.142637 0.797151 2.205438 -1.031647 -1.535334 0.392783 1.000000
2 0.034253 -1.174359 2.382511 -1.546649 1.593090 -0.317557 0.321404 2.386015 -0.667862 -0.934127 1.622405 0.926981 0.451104 0.658708 1.660145 -1.076633 -0.013283 0.243030 1.723242 -0.995429 0.995875 1.000000
3 -0.234291 -0.700710 1.429788 0.532090 0.772746 1.532151 0.437987 -2.336440 1.002878 NA 0.092530 -0.975614 0.158343 0.456527 -1.378000 0.344909 0.115312 0.503002 -1.511648 0.277774 1.680792 1.000000
4 -0.012788 -1.073265 -0.275923 -1.190800 -2.546540 1.038988 1.187399 0.601711 1.227137 0.656683 0.410475 -0.451865 -0.868729 -1.253587 0.877265 0.924220 1.409826 NA -0.283407 1.015521 2.894975 0.000000
5 -0.449324 -1.653593 1.350745 -0.102988 0.745806 1.316137 -0.779058 -2.107811 NA -0.159005 0.177527 -0.985169 -1.138794 2.138794 1.915427 0.765648 -0.331176 -0.187497 0.235069 -0.082365 1.129656 1.000000
6 -0.383195 -0.448017 -0.148019 0.327588 1.438830 0.326374 0.036601 0.582858 -1.015952 0.771356 -0.374560 0.255465 1.862363 NA 0.854709 -0.150848 -0.649402 -0.571553 -1.554447 -0.425060 2.310051 1.000000
7 2.940229 0.397753 0.199097 -0.248545 0.923653 0.393385 -2.011761 -0.578213 -0.702978 -2.032168 1.614807 0.233989 -0.313225 0.452109 -0.293045 0.311126 -1.820338 -0.814920 0.665747 1.280984 0.014503 1.000000
8 NA 1.075300 -0.461767 -0.460483 -0.681317 -0.344179 1.485792 0.132555 -0.548623 -1.051315 -0.226164 -0.005937 0.484419 0.456000 2.212176 0.074219 -0.199622 -0.311213 -0.286841 -1.068932 3.319021 1.000000
9 -0.673071 -0.835478 -0.570590 -0.934997 -2.018223 0.014309 NA -1.199887 0.401539 0.100022 -0.686914 1.070684 0.100172 0.268459 -0.455771 1.478261 -0.299872 -0.433662 -1.507575 0.923506 3.252100 0.000000
10 -0.203159 -1.429168 1.541995 0.209985 1.507605 2.305391 -0.860503 -0.202555 NA 0.849850 0.406031 -0.593301 0.462414 0.680168 0.388766 0.342581 0.212272 1.010314 -0.083600 -0.034817 1.402537 0.000000
11 -1.770741 0.315845 -1.311825 0.950241 -0.841847 -1.820243 -0.434300 0.500309 0.811956 NA -0.695013 -0.475224 2.561226 -1.451010 0.721324 NA -0.021165 -0.450106 0.475096 0.212264 8.199906 1.000000
12 1.118887 0.606636 0.663065 -0.377251 -0.222576 1.197013 -0.532774 0.165748 0.074108 1.520141 NA 0.779799 -0.802190 0.469785 0.987594 -0.875564 0.492689 -1.271479 -1.767378 -2.205347 3.533327 1.000000
13 0.881473 -0.135037 0.518047 1.516032 0.969188 0.720937 -0.341238 -1.569743 1.209533 0.642327 -0.771153 1.631887 -0.600741 -0.098102 -0.338983 0.866940 1.591599 -0.457563 0.980045 -0.770080 0.529740 1.000000
14 NA 0.543418 -1.054707 -0.540006 1.500706 -1.457171 -0.740819 1.053942 -0.288708 0.669170 -1.177953 0.111558 -0.525365 0.318328 1.388961 1.200548 -0.808389 -1.741546 -0.839680 0.389578 2.336540 1.000000
15 1.385946 -0.679473 1.557473 0.418817 0.491601 -0.432036 -1.942086 -1.261902 0.444947 -1.537369 0.678761 -0.445522 0.200911 -0.163582 1.558356 -0.372964 -0.304237 2.005559 -0.865878 -0.505677 0.009702 1.000000
16 0.150124 -0.544457 -1.153238 0.050274 -0.592309 0.430790 -0.005220 0.286308 0.884311 -0.793723 -0.069936 -1.629810 2.153855 2.270268 1.950696 0.662485 0.176706 -0.321554 0.652714 0.199114 3.220573 0.000000
17 -1.624463 1.048770 0.786680 0.365753 -1.510701 NA 0.545890 -0.900288 NA 0.738885 -1.743132 0.499521 -0.778061 0.595102 -0.101923 -0.218148 -1.475600 0.581501 NA -2.024105 0.985970 1.000000
18 0.082076 -1.983014 0.699756 -0.710497 2.315133 0.491210 1.488245 -0.417513 0.631970 -0.191689 0.920217 -1.095031 -1.266670 2.252744 0.726728 0.323565 -0.539518 -1.255330 -1.515193 NA 10.236775 1.000000
