covariate 1:   name=covariate1, type=float, missing=  6 of 100, average=0.051737, stdev=0.864502, range=[-2.157685,2.123491], active=1
covariate 2:   name=covariate2, type=float, missing=  3 of 100, average=-0.010756, stdev=1.053521, range=[-2.037338,2.560485], active=1
covariate 3:   name=covariate3, type=float, missing=  2 of 100, average=0.221533, stdev=1.005491, range=[-2.859720,2.594488], active=1
covariate 4:   name=covariate4, type=float, missing=  6 of 100, average=-0.041954, stdev=0.934190, range=[-2.497329,2.366740], active=1
covariate 5:   name=covariate5, type=float, missing=  2 of 100, average=0.192991, stdev=0.988416, range=[-2.651725,2.472295], active=1
covariate 6:   name=covariate6, type=float, missing=  4 of 100, average=0.107603, stdev=1.025018, range=[-2.861167,2.581721], active=1
covariate 7:   name=covariate7, type=float, missing=  6 of 100, average=-0.086228, stdev=1.115743, range=[-3.331548,2.257876], active=1
covariate 8:   name=covariate8, type=float, missing=  7 of 100, average=0.130783, stdev=0.995890, range=[-2.087436,2.750573], active=1
covariate 9:   name=covariate9, type=float, missing=  3 of 100, average=-0.078354, stdev=1.161699, range=[-2.370043,3.067598], active=1
covariate 10:  name=covariate10, type=float, missing=  8 of 100, average=0.124550, stdev=0.875752, range=[-1.825355,2.535267], active=1
covariate 11:  name=covariate11, type=float, missing=  8 of 100, average=0.109550, stdev=0.844663, range=[-1.837427,1.937830], active=1
covariate 12:  name=covariate12, type=float, missing=  6 of 100, average=0.063040, stdev=0.943018, range=[-2.504765,3.050938], active=1
covariate 13:  name=covariate13, type=float, missing=  4 of 100, average=0.158775, stdev=0.899867, range=[-2.166910,2.082037], active=1
covariate 14:  name=covariate14, type=float, missing=  2 of 100, average=-0.006620, stdev=0.882451, range=[-2.686302,2.332965], active=1
covariate 15:  name=covariate15, type=float, missing=  5 of 100, average=-0.077071, stdev=0.986743, range=[-2.815617,2.180146], active=1
covariate 16:  name=covariate16, type=float, missing= 13 of 100, average=-0.013629, stdev=0.952923, range=[-1.778769,2.234534], active=1
covariate 17:  name=covariate17, type=float, missing=  3 of 100, average=-0.150506, stdev=0.916410, range=[-2.798021,1.611262], active=1
covariate 18:  name=covariate18, type=float, missing=  8 of 100, average=0.022345, stdev=1.132082, range=[-3.423716,2.578064], active=1
covariate 19:  name=covariate19, type=float, missing=  7 of 100, average=-0.090137, stdev=1.032873, range=[-3.364521,2.061760], active=1
covariate 20:  name=covariate20, type=float, missing=  3 of 100, average=-0.069634, stdev=0.902470, range=[-1.818417,3.018142], active=1
covariate 21:  name=covariate21, type=float, missing=  5 of 100, average=-0.293067, stdev=1.033475, range=[-2.630088,2.195846], active=1
covariate 22:  name=covariate22, type=float, missing=  6 of 100, average=0.068194, stdev=0.948566, range=[-1.850614,2.668996], active=1
covariate 23:  name=covariate23, type=float, missing=  7 of 100, average=0.029536, stdev=1.022260, range=[-2.852834,1.831243], active=1
covariate 24:  name=covariate24, type=float, missing=  5 of 100, average=-0.025977, stdev=1.059654, range=[-2.479857,3.443450], active=1
covariate 25:  name=covariate25, type=float, missing=  8 of 100, average=-0.130067, stdev=0.984706, range=[-2.542231,1.887840], active=1
covariate 26:  name=covariate26, type=float, missing= 10 of 100, average=-0.055452, stdev=0.962924, range=[-2.742104,2.050594], active=1
covariate 27:  name=covariate27, type=float, missing=  4 of 100, average=0.033651, stdev=0.911097, range=[-1.877745,2.467618], active=1
covariate 28:  name=covariate28, type=float, missing=  4 of 100, average=0.124338, stdev=0.979135, range=[-2.037251,2.111187], active=1
covariate 29:  name=covariate29, type=float, missing=  7 of 100, average=-0.029793, stdev=1.006656, range=[-3.259503,2.147201], active=1
covariate 30:  name=covariate30, type=float, missing=  5 of 100, average=0.139638, stdev=1.079392, range=[-2.943746,2.091778], active=1
covariate 31:  name=covariate31, type=float, missing=  4 of 100, average=-0.173956, stdev=0.990377, range=[-2.537652,1.864744], active=1
covariate 32:  name=covariate32, type=float, missing=  4 of 100, average=-0.054091, stdev=1.054134, range=[-2.931637,2.340310], active=1
covariate 33:  name=covariate33, type=float, missing=  6 of 100, average=-0.031244, stdev=0.935618, range=[-2.118833,2.065526], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of 100, average=0.031254, stdev=0.962892, range=[-2.516351,2.666384], active=1
covariate 35:  name=covariate35, type=float, missing=  3 of 100, average=-0.018966, stdev=0.974152, range=[-2.116265,2.056229], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of 100, average=-0.017040, stdev=0.988762, range=[-2.424267,2.699909], active=1
covariate 37:  name=covariate37, type=float, missing=  3 of 100, average=-0.055127, stdev=0.957396, range=[-2.168564,1.994202], active=1
covariate 38:  name=covariate38, type=float, missing=  4 of 100, average=-0.159410, stdev=0.998412, range=[-3.060309,1.939162], active=1
