covariate 1:   name=covariate1, type=float, missing=  7 of 100, average=-0.002505, stdev=0.863355, range=[-2.519483,1.919794], active=1
covariate 2:   name=covariate2, type=float, missing=  8 of 100, average=-0.041777, stdev=0.982358, range=[-2.128257,2.304913], active=1
covariate 3:   name=covariate3, type=float, missing=  2 of 100, average=-0.138195, stdev=0.999847, range=[-4.174286,2.151335], active=1
covariate 4:   name=covariate4, type=float, missing= 14 of 100, average=-0.115813, stdev=1.114489, range=[-2.611741,2.074691], active=1
covariate 5:   name=covariate5, type=float, missing=  4 of 100, average=0.198074, stdev=0.921004, range=[-2.060206,2.340544], active=1
covariate 6:   name=covariate6, type=float, missing=  4 of 100, average=0.100038, stdev=1.021521, range=[-2.948868,2.595896], active=1
covariate 7:   name=covariate7, type=float, missing=  6 of 100, average=0.013721, stdev=0.858269, range=[-1.735273,2.063702], active=1
covariate 8:   name=covariate8, type=float, missing=  2 of 100, average=0.089125, stdev=1.018197, range=[-2.290904,2.590991], active=1
covariate 9:   name=covariate9, type=float, missing=  6 of 100, average=-0.046194, stdev=1.051274, range=[-2.183842,2.760918], active=1
covariate 10:  name=covariate10, type=float, missing=  4 of 100, average=-0.108480, stdev=0.957004, range=[-3.253599,2.851357], active=1
covariate 11:  name=covariate11, type=float, missing=  6 of 100, average=0.081272, stdev=0.920718, range=[-1.992226,2.243006], active=1
covariate 12:  name=covariate12, type=float, missing=  4 of 100, average=-0.051019, stdev=0.954423, range=[-2.614132,2.338910], active=1
covariate 13:  name=covariate13, type=float, missing=  3 of 100, average=0.126065, stdev=0.836569, range=[-1.549609,2.284938], active=1
covariate 14:  name=covariate14, type=float, missing=  4 of 100, average=-0.139321, stdev=1.047017, range=[-3.002178,2.538697], active=1
covariate 15:  name=covariate15, type=float, missing=  7 of 100, average=-0.177956, stdev=1.018573, range=[-2.464156,2.682912], active=1
covariate 16:  name=covariate16, type=float, missing=  8 of 100, average=-0.102878, stdev=0.953407, range=[-2.063814,2.919820], active=1
covariate 17:  name=covariate17, type=float, missing=  5 of 100, average=0.133331, stdev=0.992992, range=[-2.348053,2.425581], active=1
covariate 18:  name=covariate18, type=float, missing=  5 of 100, average=0.009939, stdev=1.110213, range=[-2.629504,3.844719], active=1
covariate 19:  name=covariate19, type=float, missing=  2 of 100, average=-0.164837, stdev=1.112333, range=[-2.715686,2.579792], active=1
covariate 20:  name=covariate20, type=float, missing=  3 of 100, average=0.007859, stdev=1.022420, range=[-2.259982,2.111503], active=1
