active=100: F_T=0.978100, F_V=0.546837
active=99: F_T=0.976200, F_V=0.551531
active=98: F_T=0.976300, F_V=0.555102
active=97: F_T=0.976800, F_V=0.558163
active=96: F_T=0.977000, F_V=0.553163
active=95: F_T=0.975900, F_V=0.562959
active=94: F_T=0.974900, F_V=0.560918
active=93: F_T=0.975600, F_V=0.564490
active=92: F_T=0.973600, F_V=0.570510
active=91: F_T=0.973800, F_V=0.563265
active=90: F_T=0.975400, F_V=0.584388
active=89: F_T=0.972700, F_V=0.578571
active=88: F_T=0.973600, F_V=0.574082
active=87: F_T=0.972700, F_V=0.576531
active=86: F_T=0.970900, F_V=0.581633
active=85: F_T=0.971400, F_V=0.584490
active=84: F_T=0.972600, F_V=0.588469
active=83: F_T=0.971200, F_V=0.587347
active=82: F_T=0.970900, F_V=0.596939
active=81: F_T=0.970500, F_V=0.586020
active=80: F_T=0.969500, F_V=0.599286
active=79: F_T=0.969200, F_V=0.599694
active=78: F_T=0.970100, F_V=0.609286
active=77: F_T=0.967300, F_V=0.599898
active=76: F_T=0.968500, F_V=0.604184
active=75: F_T=0.968300, F_V=0.616224
active=74: F_T=0.967700, F_V=0.612551
active=73: F_T=0.967200, F_V=0.615408
active=72: F_T=0.967500, F_V=0.620102
active=71: F_T=0.967400, F_V=0.625102
active=70: F_T=0.965100, F_V=0.629082
active=69: F_T=0.965300, F_V=0.630612
active=68: F_T=0.965900, F_V=0.630000
active=67: F_T=0.965700, F_V=0.634592
active=66: F_T=0.966400, F_V=0.642857
active=65: F_T=0.965200, F_V=0.643061
active=64: F_T=0.963800, F_V=0.644694
active=63: F_T=0.963100, F_V=0.650918
active=62: F_T=0.962100, F_V=0.650816
active=61: F_T=0.961200, F_V=0.655306
active=60: F_T=0.960000, F_V=0.657449
active=59: F_T=0.959200, F_V=0.663878
active=58: F_T=0.956500, F_V=0.669796
active=57: F_T=0.954200, F_V=0.673061
active=56: F_T=0.956800, F_V=0.676735
active=55: F_T=0.950500, F_V=0.686429
active=54: F_T=0.953300, F_V=0.675918
active=53: F_T=0.952600, F_V=0.680408
active=52: F_T=0.951900, F_V=0.687551
active=51: F_T=0.951400, F_V=0.684592
active=50: F_T=0.948700, F_V=0.692449
active=49: F_T=0.948500, F_V=0.692143
active=48: F_T=0.948100, F_V=0.694388
active=47: F_T=0.943200, F_V=0.702449
active=46: F_T=0.943800, F_V=0.693571
active=45: F_T=0.942800, F_V=0.701224
active=44: F_T=0.934600, F_V=0.706735
active=43: F_T=0.941400, F_V=0.702551
active=42: F_T=0.935100, F_V=0.717041
active=41: F_T=0.933700, F_V=0.708571
active=40: F_T=0.931000, F_V=0.711122
active=39: F_T=0.930100, F_V=0.716122
active=38: F_T=0.926100, F_V=0.712449
active=37: F_T=0.926900, F_V=0.722449
active=36: F_T=0.922700, F_V=0.716122
active=35: F_T=0.918800, F_V=0.722143
active=34: F_T=0.918400, F_V=0.732449
active=33: F_T=0.920700, F_V=0.725510
active=32: F_T=0.902900, F_V=0.716020
active=31: F_T=0.908600, F_V=0.723878
active=30: F_T=0.904500, F_V=0.720714
active=29: F_T=0.894200, F_V=0.719796
active=28: F_T=0.884400, F_V=0.726224
active=27: F_T=0.883200, F_V=0.730102
active=26: F_T=0.882700, F_V=0.731122
active=25: F_T=0.874200, F_V=0.726633
active=24: F_T=0.863000, F_V=0.733061
active=23: F_T=0.861600, F_V=0.752755
active=22: F_T=0.873800, F_V=0.745816
active=21: F_T=0.862000, F_V=0.758163
active=20: F_T=0.857100, F_V=0.755714
active=19: F_T=0.846500, F_V=0.762347
active=18: F_T=0.844100, F_V=0.754082
active=17: F_T=0.844300, F_V=0.752245
active=16: F_T=0.834200, F_V=0.750306
active=15: F_T=0.822600, F_V=0.750306
active=14: F_T=0.814800, F_V=0.735204
active=13: F_T=0.815000, F_V=0.735306
active=12: F_T=0.803800, F_V=0.740714
active=11: F_T=0.804300, F_V=0.736327
active=10: F_T=0.783700, F_V=0.737857
active=9: F_T=0.768100, F_V=0.728265
active=8: F_T=0.770700, F_V=0.726224
active=7: F_T=0.764900, F_V=0.706429
active=6: F_T=0.744300, F_V=0.711224
active=5: F_T=0.719500, F_V=0.679694
active=4: F_T=0.700900, F_V=0.672755
active=3: F_T=0.700400, F_V=0.679796
active=2: F_T=0.653100, F_V=0.634694
active=1: F_T=0.620800, F_V=0.624286
active=0: F_T=0.500000, F_V=0.489796
