active=100: F_T=0.967800, F_V=0.572800
active=99: F_T=0.968500, F_V=0.564600
active=98: F_T=0.966800, F_V=0.577100
active=97: F_T=0.968300, F_V=0.575600
active=96: F_T=0.966600, F_V=0.578800
active=95: F_T=0.966000, F_V=0.581100
active=94: F_T=0.964500, F_V=0.584900
active=93: F_T=0.964600, F_V=0.584800
active=92: F_T=0.965800, F_V=0.587900
active=91: F_T=0.962200, F_V=0.580300
active=90: F_T=0.963100, F_V=0.588100
active=89: F_T=0.962400, F_V=0.587500
active=88: F_T=0.963300, F_V=0.595400
active=87: F_T=0.961200, F_V=0.601000
active=86: F_T=0.958100, F_V=0.600400
active=85: F_T=0.958000, F_V=0.611500
active=84: F_T=0.960500, F_V=0.611200
active=83: F_T=0.955700, F_V=0.615100
active=82: F_T=0.958800, F_V=0.608400
active=81: F_T=0.955500, F_V=0.620000
active=80: F_T=0.955900, F_V=0.621900
active=79: F_T=0.956100, F_V=0.617000
active=78: F_T=0.956800, F_V=0.624300
active=77: F_T=0.955500, F_V=0.627000
active=76: F_T=0.954500, F_V=0.622000
active=75: F_T=0.954500, F_V=0.643100
active=74: F_T=0.953600, F_V=0.633900
active=73: F_T=0.953700, F_V=0.633600
active=72: F_T=0.953900, F_V=0.644200
active=71: F_T=0.949000, F_V=0.642200
active=70: F_T=0.949700, F_V=0.643400
active=69: F_T=0.948600, F_V=0.652200
active=68: F_T=0.950400, F_V=0.647800
active=67: F_T=0.948900, F_V=0.648300
active=66: F_T=0.946400, F_V=0.654900
active=65: F_T=0.944500, F_V=0.653200
active=64: F_T=0.944200, F_V=0.654800
active=63: F_T=0.941100, F_V=0.664800
active=62: F_T=0.939700, F_V=0.666400
active=61: F_T=0.940400, F_V=0.671600
active=60: F_T=0.939200, F_V=0.672400
active=59: F_T=0.940100, F_V=0.675800
active=58: F_T=0.933200, F_V=0.680900
active=57: F_T=0.938500, F_V=0.677800
active=56: F_T=0.936400, F_V=0.674800
active=55: F_T=0.932200, F_V=0.686600
active=54: F_T=0.930300, F_V=0.690200
active=53: F_T=0.930900, F_V=0.689700
active=52: F_T=0.925100, F_V=0.695200
active=51: F_T=0.925800, F_V=0.696300
active=50: F_T=0.920900, F_V=0.707400
active=49: F_T=0.923200, F_V=0.700600
active=48: F_T=0.911500, F_V=0.704700
active=47: F_T=0.917800, F_V=0.702700
active=46: F_T=0.917500, F_V=0.712000
active=45: F_T=0.915500, F_V=0.709900
active=44: F_T=0.911600, F_V=0.713900
active=43: F_T=0.909200, F_V=0.717000
active=42: F_T=0.909200, F_V=0.730200
active=41: F_T=0.911300, F_V=0.718700
active=40: F_T=0.895400, F_V=0.727000
active=39: F_T=0.896800, F_V=0.720800
active=38: F_T=0.898200, F_V=0.736800
active=37: F_T=0.898900, F_V=0.736700
active=36: F_T=0.893000, F_V=0.730000
active=35: F_T=0.893000, F_V=0.739500
active=34: F_T=0.891700, F_V=0.742800
active=33: F_T=0.894000, F_V=0.745700
active=32: F_T=0.887000, F_V=0.732100
active=31: F_T=0.882100, F_V=0.742700
active=30: F_T=0.883000, F_V=0.742300
active=29: F_T=0.873500, F_V=0.741200
active=28: F_T=0.873200, F_V=0.742700
active=27: F_T=0.862400, F_V=0.744400
active=26: F_T=0.860200, F_V=0.728100
active=25: F_T=0.862300, F_V=0.736300
active=24: F_T=0.857000, F_V=0.731700
active=23: F_T=0.847400, F_V=0.736000
active=22: F_T=0.856100, F_V=0.732500
active=21: F_T=0.842000, F_V=0.731400
active=20: F_T=0.830400, F_V=0.732700
active=19: F_T=0.837300, F_V=0.733500
active=18: F_T=0.824400, F_V=0.728900
active=17: F_T=0.813400, F_V=0.724100
active=16: F_T=0.800200, F_V=0.721900
active=15: F_T=0.799500, F_V=0.720500
active=14: F_T=0.789600, F_V=0.721600
active=13: F_T=0.784900, F_V=0.718600
active=12: F_T=0.756200, F_V=0.688600
active=11: F_T=0.751800, F_V=0.683500
active=10: F_T=0.739900, F_V=0.683900
active=9: F_T=0.735500, F_V=0.705500
active=8: F_T=0.708200, F_V=0.685800
active=7: F_T=0.711700, F_V=0.686700
active=6: F_T=0.701900, F_V=0.671300
active=5: F_T=0.693500, F_V=0.666700
active=4: F_T=0.634000, F_V=0.603600
active=3: F_T=0.627900, F_V=0.607800
active=2: F_T=0.581200, F_V=0.566500
active=1: F_T=0.558300, F_V=0.548700
active=0: F_T=0.510900, F_V=0.509100
