covariate 1:   name=covariate1, type=float, missing=  4 of 100, average=-0.089545, stdev=1.022675, range=[-2.471977,2.727259], active=1
covariate 2:   name=covariate2, type=float, missing=  4 of 100, average=0.006964, stdev=0.957904, range=[-2.916426,1.978819], active=1
covariate 3:   name=covariate3, type=float, missing=  5 of 100, average=0.024324, stdev=0.945001, range=[-2.347820,2.057251], active=1
covariate 4:   name=covariate4, type=float, missing=  6 of 100, average=-0.082937, stdev=1.004590, range=[-2.598908,2.629926], active=1
covariate 5:   name=covariate5, type=float, missing=  3 of 100, average=-0.115594, stdev=0.997312, range=[-2.140464,2.225021], active=1
covariate 6:   name=covariate6, type=float, missing=  5 of 100, average=0.012759, stdev=1.059066, range=[-3.344378,2.384732], active=1
covariate 7:   name=covariate7, type=float, missing=  6 of 100, average=-0.189219, stdev=0.980934, range=[-2.732108,2.457114], active=1
covariate 8:   name=covariate8, type=float, missing=  2 of 100, average=0.035567, stdev=1.053234, range=[-2.427750,2.769950], active=1
covariate 9:   name=covariate9, type=float, missing=  1 of 100, average=-0.023728, stdev=1.035503, range=[-2.284837,2.565972], active=1
covariate 10:  name=covariate10, type=float, missing=  6 of 100, average=0.039817, stdev=0.879336, range=[-1.642936,2.045669], active=1
covariate 11:  name=covariate11, type=float, missing=  4 of 100, average=0.082861, stdev=1.032014, range=[-2.270198,2.421978], active=1
covariate 12:  name=covariate12, type=float, missing=  5 of 100, average=-0.123212, stdev=0.916994, range=[-2.789807,1.672761], active=1
covariate 13:  name=covariate13, type=float, missing=  7 of 100, average=0.102010, stdev=1.013903, range=[-3.259051,2.616473], active=1
covariate 14:  name=covariate14, type=float, missing=  5 of 100, average=0.042170, stdev=1.001812, range=[-3.242415,2.701744], active=1
covariate 15:  name=covariate15, type=float, missing=  4 of 100, average=0.094519, stdev=0.924743, range=[-2.267918,2.204144], active=1
covariate 16:  name=covariate16, type=float, missing=  4 of 100, average=0.141727, stdev=0.931744, range=[-2.721962,3.263886], active=1
covariate 17:  name=covariate17, type=float, missing=  4 of 100, average=-0.101940, stdev=1.052931, range=[-2.497276,2.719789], active=1
covariate 18:  name=covariate18, type=float, missing=  3 of 100, average=-0.068013, stdev=1.068594, range=[-2.595171,2.441934], active=1
covariate 19:  name=covariate19, type=float, missing=  8 of 100, average=0.186367, stdev=0.820786, range=[-1.420692,1.998873], active=1
covariate 20:  name=covariate20, type=float, missing=  4 of 100, average=-0.125257, stdev=0.959124, range=[-2.940651,1.892668], active=1
covariate 21:  name=covariate21, type=float, missing=  5 of 100, average=-0.008405, stdev=1.039128, range=[-3.009924,2.849567], active=1
covariate 22:  name=covariate22, type=float, missing=  6 of 100, average=0.042844, stdev=1.019211, range=[-3.009719,2.790820], active=1
covariate 23:  name=covariate23, type=float, missing=  6 of 100, average=-0.021126, stdev=1.025076, range=[-3.184980,2.651150], active=1
covariate 24:  name=covariate24, type=float, missing=  5 of 100, average=-0.054976, stdev=0.993070, range=[-2.786114,2.790573], active=1
covariate 25:  name=covariate25, type=float, missing=  8 of 100, average=0.033296, stdev=0.976316, range=[-2.664428,2.555751], active=1
covariate 26:  name=covariate26, type=float, missing=  2 of 100, average=0.031422, stdev=0.994414, range=[-2.941141,2.267381], active=1
covariate 27:  name=covariate27, type=float, missing=  6 of 100, average=0.013827, stdev=1.003609, range=[-2.257751,2.475587], active=1
covariate 28:  name=covariate28, type=float, missing=  5 of 100, average=0.001197, stdev=0.981227, range=[-2.592911,2.232288], active=1
covariate 29:  name=covariate29, type=float, missing=  9 of 100, average=-0.070930, stdev=1.017549, range=[-2.802972,2.438929], active=1
covariate 30:  name=covariate30, type=float, missing=  5 of 100, average=-0.096377, stdev=0.889603, range=[-2.364578,2.126576], active=1
covariate 31:  name=covariate31, type=float, missing=  3 of 100, average=-0.033792, stdev=1.044984, range=[-2.413404,2.557158], active=1
covariate 32:  name=covariate32, type=float, missing=  7 of 100, average=-0.174863, stdev=0.990523, range=[-2.504171,2.183805], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of 100, average=-0.275424, stdev=1.004917, range=[-2.906010,1.865156], active=1
covariate 34:  name=covariate34, type=float, missing=  4 of 100, average=-0.063694, stdev=0.861498, range=[-1.990418,2.501696], active=1
covariate 35:  name=covariate35, type=float, missing=  5 of 100, average=-0.011251, stdev=1.039125, range=[-2.121986,2.288475], active=1
covariate 36:  name=covariate36, type=float, missing=  9 of 100, average=-0.005163, stdev=0.974116, range=[-2.839795,3.361439], active=1
covariate 37:  name=covariate37, type=float, missing=  2 of 100, average=-0.169820, stdev=0.942293, range=[-2.694493,2.466914], active=1
covariate 38:  name=covariate38, type=float, missing=  6 of 100, average=0.161291, stdev=1.094204, range=[-3.437212,2.171811], active=1
covariate 39:  name=covariate39, type=float, missing=  2 of 100, average=0.109313, stdev=1.131323, range=[-2.568166,2.939468], active=1
covariate 40:  name=covariate40, type=float, missing=  6 of 100, average=0.002389, stdev=1.020637, range=[-2.244349,2.971870], active=1
covariate 41:  name=covariate41, type=float, missing=  5 of 100, average=0.014347, stdev=1.107652, range=[-2.326932,3.048506], active=1
covariate 42:  name=covariate42, type=float, missing=  7 of 100, average=0.156545, stdev=0.960137, range=[-2.285505,2.453112], active=1
covariate 43:  name=covariate43, type=float, missing=  4 of 100, average=-0.032396, stdev=0.943500, range=[-1.963104,2.631096], active=1
covariate 44:  name=covariate44, type=float, missing=  7 of 100, average=-0.030343, stdev=1.092802, range=[-2.558274,2.467481], active=1
