active=50: F_T=1.000000, F_V=1.000000
active=49: F_T=1.000000, F_V=1.000000
active=48: F_T=1.000000, F_V=1.000000
active=47: F_T=1.000000, F_V=1.000000
active=46: F_T=1.000000, F_V=1.000000
active=45: F_T=1.000000, F_V=1.000000
active=44: F_T=1.000000, F_V=1.000000
active=43: F_T=1.000000, F_V=1.000000
active=42: F_T=1.000000, F_V=1.000000
active=41: F_T=1.000000, F_V=1.000000
active=40: F_T=1.000000, F_V=1.000000
active=39: F_T=1.000000, F_V=1.000000
active=38: F_T=1.000000, F_V=1.000000
active=37: F_T=1.000000, F_V=1.000000
active=36: F_T=1.000000, F_V=1.000000
active=35: F_T=1.000000, F_V=1.000000
active=34: F_T=1.000000, F_V=1.000000
active=33: F_T=1.000000, F_V=1.000000
active=32: F_T=1.000000, F_V=1.000000
active=31: F_T=1.000000, F_V=1.000000
active=30: F_T=1.000000, F_V=1.000000
active=29: F_T=1.000000, F_V=1.000000
active=28: F_T=1.000000, F_V=1.000000
active=27: F_T=1.000000, F_V=1.000000
active=26: F_T=1.000000, F_V=1.000000
active=25: F_T=1.000000, F_V=1.000000
active=24: F_T=1.000000, F_V=1.000000
active=23: F_T=1.000000, F_V=1.000000
active=22: F_T=1.000000, F_V=1.000000
active=21: F_T=1.000000, F_V=1.000000
active=20: F_T=1.000000, F_V=1.000000
active=19: F_T=1.000000, F_V=1.000000
active=18: F_T=1.000000, F_V=1.000000
active=17: F_T=1.000000, F_V=1.000000
active=16: F_T=1.000000, F_V=1.000000
active=15: F_T=1.000000, F_V=1.000000
active=14: F_T=1.000000, F_V=1.000000
active=13: F_T=1.000000, F_V=1.000000
active=12: F_T=1.000000, F_V=1.000000
active=11: F_T=1.000000, F_V=1.000000
active=10: F_T=1.000000, F_V=1.000000
active=9: F_T=1.000000, F_V=1.000000
active=8: F_T=1.000000, F_V=1.000000
active=7: F_T=1.000000, F_V=1.000000
active=6: F_T=1.000000, F_V=1.000000
active=5: F_T=1.000000, F_V=1.000000
active=4: F_T=1.000000, F_V=1.000000
active=3: F_T=1.000000, F_V=1.000000
active=2: F_T=1.000000, F_V=1.000000
active=1: F_T=1.000000, F_V=1.000000
active=0: F_T=1.000000, F_V=1.000000
