covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.097382, stdev=0.925027, range=[-2.157685,3.330812], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.045380, stdev=1.057389, range=[-2.037338,2.560485], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.217000, stdev=0.996400, range=[-2.859720,2.594488], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.016460, stdev=0.920431, range=[-2.497329,2.366740], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=0.160649, stdev=1.010443, range=[-2.651725,2.472295], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=0.115330, stdev=1.008537, range=[-2.861167,2.581721], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=-0.094783, stdev=1.108130, range=[-3.331548,2.257876], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=0.129403, stdev=1.000328, range=[-2.087436,2.750573], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.061562, stdev=1.155653, range=[-2.370043,3.067598], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.102899, stdev=0.947881, range=[-2.542530,2.957143], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.079827, stdev=0.846243, range=[-1.837427,1.937830], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.037566, stdev=0.927180, range=[-2.504765,3.050938], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.179219, stdev=0.894929, range=[-2.166910,2.082037], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=-0.034296, stdev=0.897654, range=[-2.686302,2.332965], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.089579, stdev=0.981172, range=[-2.815617,2.180146], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=-0.005555, stdev=0.989020, range=[-3.577998,2.234534], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.137951, stdev=0.908055, range=[-2.798021,1.611262], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.021402, stdev=1.109054, range=[-3.423716,2.578064], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=-0.054678, stdev=1.024697, range=[-3.364521,2.086724], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.078402, stdev=0.901785, range=[-1.818417,3.018142], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=-0.272456, stdev=1.014046, range=[-2.630088,2.195846], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=0.089567, stdev=0.954420, range=[-1.850614,2.668996], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.017334, stdev=1.016979, range=[-2.852834,1.831243], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=-0.012717, stdev=1.046079, range=[-2.479857,3.443450], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.117470, stdev=0.962953, range=[-2.542231,1.887840], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.072334, stdev=0.981590, range=[-2.742104,2.050594], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=0.028079, stdev=0.900671, range=[-1.877745,2.467618], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=0.103982, stdev=0.978655, range=[-2.037251,2.111187], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=-0.030634, stdev=0.981175, range=[-3.259503,2.147201], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.147403, stdev=1.068084, range=[-2.943746,2.091778], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.138272, stdev=0.987778, range=[-2.537652,1.864744], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.056190, stdev=1.051304, range=[-2.931637,2.340310], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.019580, stdev=0.931903, range=[-2.118833,2.065526], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=0.021604, stdev=0.957549, range=[-2.516351,2.666384], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.005885, stdev=0.975200, range=[-2.116265,2.056229], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.016491, stdev=0.995298, range=[-2.424267,2.699909], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.073501, stdev=0.948870, range=[-2.168564,1.994202], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.134636, stdev=0.989070, range=[-3.060309,1.939162], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=-0.012416, stdev=0.955436, range=[-2.004743,2.352889], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=0.082917, stdev=1.039832, range=[-2.648088,2.493259], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=0.023730, stdev=0.831571, range=[-1.929958,2.079508], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.138964, stdev=1.045177, range=[-2.236278,3.782647], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=0.134289, stdev=0.974609, range=[-2.017894,2.708006], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.026369, stdev=1.109484, range=[-2.860131,3.622283], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=-0.086665, stdev=1.012660, range=[-2.907940,2.194643], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=-0.076298, stdev=0.861649, range=[-2.024401,2.212634], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=0.004076, stdev=0.947340, range=[-2.294103,2.408894], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=0.140456, stdev=1.006986, range=[-2.284104,2.132190], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.057586, stdev=0.987542, range=[-2.747863,3.246407], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=-0.101783, stdev=0.944192, range=[-2.869486,2.162821], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=-0.173462, stdev=0.949565, range=[-2.922192,2.262469], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.033507, stdev=1.072640, range=[-2.574007,2.547335], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=0.079409, stdev=0.938820, range=[-2.221788,2.678571], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=-0.017175, stdev=1.066028, range=[-2.782157,2.325362], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=0.032860, stdev=1.050533, range=[-2.684026,2.041456], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=0.107798, stdev=1.048155, range=[-2.229940,2.892858], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=0.203127, stdev=1.070921, range=[-2.197452,3.145587], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=0.038039, stdev=0.956240, range=[-2.702780,2.013220], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=-0.056441, stdev=0.891726, range=[-1.800935,2.066689], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=-0.149425, stdev=0.988825, range=[-2.374959,2.157234], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=0.133617, stdev=0.980425, range=[-2.583911,2.640884], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=0.041836, stdev=0.936968, range=[-2.064100,2.056244], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=-0.124886, stdev=0.962320, range=[-2.703878,2.350125], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=0.104496, stdev=0.919692, range=[-1.695048,2.996898], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=-0.045284, stdev=0.940108, range=[-1.957894,2.051402], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=0.047082, stdev=1.002490, range=[-2.513651,3.051311], active=1
