active=30: F_T=0.989773, F_V=0.696591
active=29: F_T=0.987045, F_V=0.705227
active=28: F_T=0.987955, F_V=0.724318
active=27: F_T=0.988182, F_V=0.718409
active=26: F_T=0.986136, F_V=0.725227
active=25: F_T=0.987273, F_V=0.737500
active=24: F_T=0.988864, F_V=0.727500
active=23: F_T=0.983636, F_V=0.759773
active=22: F_T=0.983182, F_V=0.769091
active=21: F_T=0.982273, F_V=0.755682
active=20: F_T=0.981364, F_V=0.749091
active=19: F_T=0.978636, F_V=0.771364
active=18: F_T=0.979773, F_V=0.770000
active=17: F_T=0.974545, F_V=0.774545
active=16: F_T=0.969091, F_V=0.779318
active=15: F_T=0.967273, F_V=0.774773
active=14: F_T=0.968182, F_V=0.787045
active=13: F_T=0.960000, F_V=0.809773
active=12: F_T=0.948182, F_V=0.791818
active=11: F_T=0.945000, F_V=0.789545
active=10: F_T=0.921818, F_V=0.778636
active=9: F_T=0.893636, F_V=0.766591
active=8: F_T=0.889318, F_V=0.749318
active=7: F_T=0.833636, F_V=0.719545
active=6: F_T=0.830909, F_V=0.736136
active=5: F_T=0.807273, F_V=0.740000
active=4: F_T=0.813182, F_V=0.756364
active=3: F_T=0.768182, F_V=0.734773
active=2: F_T=0.725682, F_V=0.683864
active=1: F_T=0.661136, F_V=0.659318
active=0: F_T=0.500000, F_V=0.500000
