covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.028643, stdev=1.035443, range=[-3.039989,2.280683], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.132007, stdev=0.985730, range=[-2.911290,2.843286], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.047928, stdev=1.214133, range=[-2.979907,2.786997], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=0.022113, stdev=1.075931, range=[-2.394314,2.725581], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.024623, stdev=0.887188, range=[-2.025763,2.058875], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=0.106384, stdev=0.983236, range=[-2.557589,3.237460], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.089312, stdev=0.989727, range=[-2.147264,2.375998], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.036674, stdev=1.017892, range=[-2.268423,2.439764], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.035783, stdev=0.755249, range=[-1.870280,2.428494], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.034956, stdev=0.960679, range=[-2.826409,2.478590], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.038054, stdev=1.028593, range=[-3.110040,2.797328], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.007830, stdev=1.003701, range=[-2.264898,2.145041], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.004867, stdev=0.930325, range=[-2.457590,1.944034], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.176373, stdev=1.046451, range=[-2.748496,2.811054], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.039712, stdev=1.017448, range=[-3.799977,2.031044], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=-0.030131, stdev=0.994490, range=[-2.760649,3.314506], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.040873, stdev=0.973716, range=[-2.790760,2.576822], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.149505, stdev=1.023941, range=[-2.660767,2.609355], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.077941, stdev=1.072230, range=[-2.363740,3.144657], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=-0.061960, stdev=0.893878, range=[-2.150651,2.531730], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.163299, stdev=0.944843, range=[-3.079488,2.411267], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=-0.134555, stdev=1.089563, range=[-3.487198,2.890161], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.000246, stdev=1.113287, range=[-2.693022,3.264565], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.035541, stdev=0.881438, range=[-2.167472,2.294878], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.134682, stdev=0.953746, range=[-3.028285,2.371188], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=0.048315, stdev=1.022521, range=[-2.046397,2.486854], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.103097, stdev=1.000710, range=[-2.937849,2.123317], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=0.004934, stdev=0.946842, range=[-2.532375,2.038122], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=0.129236, stdev=0.855430, range=[-1.727694,2.123787], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.022679, stdev=0.921005, range=[-2.880097,2.178636], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.034250, stdev=0.889544, range=[-2.641345,1.760546], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=0.053714, stdev=0.954297, range=[-2.177136,2.605704], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.016775, stdev=1.042137, range=[-3.329076,2.334306], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.117180, stdev=1.114441, range=[-2.280864,2.521060], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=-0.096842, stdev=1.173603, range=[-2.711087,2.870242], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=0.087443, stdev=0.846021, range=[-1.894182,2.247816], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=0.101022, stdev=1.060327, range=[-2.477419,3.817546], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=-0.106515, stdev=0.989123, range=[-3.097700,1.822728], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=0.022821, stdev=1.141094, range=[-2.878374,2.457818], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.153540, stdev=1.067465, range=[-4.285723,1.903122], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of 100, average=0.068629, stdev=0.918354, range=[-2.176661,2.385900], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of 100, average=0.002452, stdev=1.037354, range=[-2.647886,2.459221], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of 100, average=0.045960, stdev=1.048235, range=[-2.428675,2.750352], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of 100, average=0.000018, stdev=0.978727, range=[-2.557991,2.180619], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of 100, average=0.142198, stdev=0.937833, range=[-1.678842,2.268225], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of 100, average=0.072762, stdev=1.062869, range=[-2.611846,2.245103], active=1
covariate 47:  name=covariate47, type=float, missing=  0 of 100, average=-0.145119, stdev=0.979066, range=[-2.114448,2.066767], active=1
covariate 48:  name=covariate48, type=float, missing=  0 of 100, average=0.140590, stdev=0.960525, range=[-2.584855,2.285469], active=1
covariate 49:  name=covariate49, type=float, missing=  0 of 100, average=0.082007, stdev=1.007581, range=[-2.731099,2.780028], active=1
covariate 50:  name=covariate50, type=float, missing=  0 of 100, average=0.124532, stdev=0.979900, range=[-2.289752,2.833309], active=1
covariate 51:  name=covariate51, type=float, missing=  0 of 100, average=-0.092172, stdev=0.946424, range=[-2.652817,1.998543], active=1
covariate 52:  name=covariate52, type=float, missing=  0 of 100, average=-0.176349, stdev=1.055306, range=[-2.657960,2.402978], active=1
covariate 53:  name=covariate53, type=float, missing=  0 of 100, average=0.202842, stdev=1.083640, range=[-3.012989,3.265241], active=1
covariate 54:  name=covariate54, type=float, missing=  0 of 100, average=0.016711, stdev=0.887841, range=[-2.151111,2.020755], active=1
covariate 55:  name=covariate55, type=float, missing=  0 of 100, average=-0.217440, stdev=1.040240, range=[-2.347864,2.926357], active=1
covariate 56:  name=covariate56, type=float, missing=  0 of 100, average=0.054562, stdev=1.107180, range=[-2.946057,2.962179], active=1
covariate 57:  name=covariate57, type=float, missing=  0 of 100, average=-0.054264, stdev=0.821738, range=[-2.188835,1.778417], active=1
covariate 58:  name=covariate58, type=float, missing=  0 of 100, average=-0.074780, stdev=1.110950, range=[-2.956791,2.930607], active=1
covariate 59:  name=covariate59, type=float, missing=  0 of 100, average=0.152915, stdev=0.890373, range=[-1.774375,2.197519], active=1
covariate 60:  name=covariate60, type=float, missing=  0 of 100, average=-0.136373, stdev=1.051090, range=[-2.461135,2.775607], active=1
covariate 61:  name=covariate61, type=float, missing=  0 of 100, average=0.076336, stdev=0.974582, range=[-2.345648,2.537160], active=1
covariate 62:  name=covariate62, type=float, missing=  0 of 100, average=-0.053059, stdev=0.979076, range=[-2.787343,2.708621], active=1
covariate 63:  name=covariate63, type=float, missing=  0 of 100, average=-0.132601, stdev=1.095177, range=[-3.314849,2.369602], active=1
covariate 64:  name=covariate64, type=float, missing=  0 of 100, average=0.031539, stdev=0.874425, range=[-2.659374,1.933346], active=1
covariate 65:  name=covariate65, type=float, missing=  0 of 100, average=0.080902, stdev=0.915883, range=[-2.231955,2.977529], active=1
covariate 66:  name=covariate66, type=float, missing=  0 of 100, average=0.134054, stdev=1.113371, range=[-2.738330,2.513658], active=1
covariate 67:  name=covariate67, type=float, missing=  0 of 100, average=0.033839, stdev=0.976825, range=[-2.725007,1.670643], active=1
covariate 68:  name=covariate68, type=float, missing=  0 of 100, average=0.036429, stdev=1.044208, range=[-2.295557,3.411878], active=1
covariate 69:  name=covariate69, type=float, missing=  0 of 100, average=0.002354, stdev=1.016112, range=[-3.253306,2.441655], active=1
covariate 70:  name=covariate70, type=float, missing=  0 of 100, average=-0.059420, stdev=1.048250, range=[-2.545227,2.583514], active=1
