covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.096981, stdev=0.936081, range=[-2.689630,2.925034], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.035154, stdev=1.046029, range=[-3.274047,2.877474], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.116949, stdev=0.911786, range=[-3.150051,2.544826], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.018279, stdev=1.149340, range=[-2.335230,3.055403], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.082285, stdev=1.078428, range=[-2.220706,3.189790], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.132570, stdev=1.002997, range=[-2.804609,2.933245], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=-0.096129, stdev=1.084778, range=[-2.383920,2.512390], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.068000, stdev=0.957122, range=[-2.696534,2.252509], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=0.060342, stdev=1.065401, range=[-2.465548,2.956060], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=-0.040757, stdev=0.936174, range=[-2.504659,3.069074], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=0.074615, stdev=0.867690, range=[-2.184532,2.710360], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=-0.103490, stdev=0.965213, range=[-2.573445,2.912244], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.009841, stdev=1.032370, range=[-2.302740,2.562656], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=-0.123661, stdev=0.898523, range=[-2.510550,2.190989], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.094444, stdev=1.009940, range=[-2.504845,2.580774], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.040263, stdev=0.904376, range=[-2.253218,2.075537], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=0.030687, stdev=1.000439, range=[-2.383015,2.448181], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=-0.041497, stdev=0.974461, range=[-2.835467,2.765656], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.141701, stdev=1.081697, range=[-2.568475,3.364326], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=0.005470, stdev=1.179694, range=[-2.603928,2.576400], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=-0.047810, stdev=1.034912, range=[-2.530088,2.612086], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=0.031813, stdev=1.013888, range=[-2.048769,2.529936], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=0.007439, stdev=0.830861, range=[-1.782943,2.212286], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.005983, stdev=1.031845, range=[-2.772399,2.343414], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.071176, stdev=1.117663, range=[-2.555482,3.206922], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.052751, stdev=1.160243, range=[-2.751113,3.278619], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=0.014726, stdev=1.095049, range=[-2.555306,2.359281], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.136915, stdev=0.983840, range=[-2.925150,2.210902], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=0.113258, stdev=0.995072, range=[-3.091305,2.648098], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=-0.069785, stdev=1.058665, range=[-3.595831,2.516030], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=-0.052802, stdev=1.040290, range=[-2.688238,2.315290], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.020318, stdev=0.878712, range=[-2.203502,2.836771], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=0.003434, stdev=0.936721, range=[-2.444440,2.332616], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=-0.022702, stdev=1.034429, range=[-2.003232,2.244993], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=0.133509, stdev=1.040121, range=[-2.053964,2.877200], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=-0.002766, stdev=0.951527, range=[-2.082782,2.202182], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.165834, stdev=1.095727, range=[-2.836933,2.802025], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.112460, stdev=0.996798, range=[-3.076348,2.838535], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=0.139765, stdev=0.992696, range=[-2.465167,2.464046], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=-0.006255, stdev=0.994108, range=[-2.484406,2.005046], active=1
