N=100
P=40
R=2
1 -0.216639 1.217326 -2.035913 -1.406206 1.687412 0.071374 -0.510932 0.401945 -0.751504 0.564304 -1.042474 -0.694668 -0.790221 0.080423 -2.504845 -0.046756 -0.886699 -1.304855 -0.676558 -0.290585 0.254517 1.057140 0.083108 -0.506092 0.539066 -1.547595 -0.251536 -0.443556 1.062495 -1.025397 -0.204029 -1.680613 -0.476729 -0.428498 1.369062 0.705017 -0.686186 -1.119437 0.066307 1.215386 1.184806 1.000000
2 -1.326054 -1.228939 -1.237844 1.136726 0.530635 1.055668 0.294858 -0.277904 1.095281 0.370330 1.540720 -1.043389 0.318615 -0.540376 -0.399630 1.487390 -0.057899 -0.606657 -0.906989 -1.161922 -0.543841 -0.404652 0.360739 -0.412982 0.542552 -0.729140 -0.055605 1.043233 -0.224170 -1.047706 0.237885 0.675929 0.237399 -0.028288 -0.072832 1.624630 -0.921557 0.483803 -1.646147 1.307478 26.699815 1.000000
3 -0.926379 -0.184440 -0.144308 -1.599472 -2.135195 -1.300876 -0.769705 -0.870199 0.560686 0.219682 -0.178787 0.002858 2.213731 -0.241982 -0.306203 1.002608 0.156871 0.556183 -0.302185 0.194270 0.172349 -1.316374 1.005111 1.566508 -0.997591 -0.717417 -0.157416 0.763177 -0.866986 -0.087594 -0.464179 -1.000561 0.163281 -0.030853 1.710990 0.390515 0.567429 0.262170 -1.163981 -0.365934 1.373872 1.000000
4 -0.405036 0.870202 -0.582863 1.248127 0.695052 0.526638 0.980982 -1.040605 -0.569474 0.505693 -1.900484 -0.910361 -0.130706 1.726217 0.796377 0.379410 0.186049 -1.481765 -1.105064 2.251263 -1.007240 -0.899909 0.464140 1.192751 3.206922 0.688443 -0.782690 0.846371 -0.556346 0.054609 1.083941 0.283843 0.099739 0.474728 0.961100 0.977119 -1.000390 0.039001 -0.376561 0.249340 1.135202 1.000000
5 -0.962959 -1.302107 0.783526 -2.055929 0.065556 -0.796428 -0.404060 -0.273605 -0.780330 -0.149184 0.166296 -0.316439 0.875257 0.432607 -0.539428 0.414854 0.345358 0.897221 1.121448 0.395566 0.141684 0.142996 -1.400671 -1.126381 -1.073316 -1.063251 -1.368502 -2.032591 0.330755 -1.414693 -0.390923 -0.399075 0.446818 -0.594554 -0.935107 -0.990674 0.049014 -0.839213 -0.606784 -0.184500 1.112780 1.000000
6 0.829627 0.939701 -0.862859 -0.047880 -1.908363 0.380681 0.401672 -0.559950 0.203941 -0.458958 -0.528155 1.411936 -2.209232 0.224968 -0.722594 -2.013786 -0.299129 -0.956112 0.669197 -0.871978 1.181352 -1.851093 0.695226 0.150905 0.679193 1.960619 -0.936700 0.177449 0.317116 0.349529 -0.715361 0.162220 -0.595989 0.344257 -0.128878 -0.830057 1.333093 -0.997872 -1.219108 -1.412440 6.693451 1.000000
7 0.585261 -1.098269 0.465939 0.972700 -0.377776 -0.545582 0.921135 1.101410 -0.208137 0.183886 2.098614 1.158470 -1.893043 0.084686 -0.879314 0.967549 -1.189835 -0.281954 -0.572949 -2.207799 -1.227402 0.060806 -0.570360 1.396959 1.138087 -0.784649 1.358028 -1.049711 2.648098 -0.875135 -0.790038 0.520580 -0.955230 -1.013972 -0.152264 -0.232185 -1.020994 -0.535961 -0.901506 0.341768 2.416893 1.000000
8 -0.343201 -1.348659 -0.653122 1.157179 -0.703290 -0.350638 -0.723444 -0.495278 0.093841 -0.843246 0.006917 0.320013 -0.517717 -0.371698 -1.835347 -0.501350 -1.957077 0.715802 -1.287612 1.010325 -0.498917 -1.851290 -0.809784 1.941882 1.488604 1.384633 0.518809 0.500076 -0.401621 -1.393288 0.302049 1.064971 -0.054642 0.137523 1.767557 -1.265899 -0.400898 0.670843 2.222595 1.045738 6.271799 1.000000
9 -0.195976 0.463028 -0.676854 -0.045969 -0.357144 0.758080 -0.168441 0.806099 1.110451 0.977204 -0.518523 0.087506 -0.314803 -1.147313 0.691777 -0.367179 1.147593 -0.350771 -0.035419 -1.504573 -0.044010 -0.056096 -0.929460 -1.203549 2.270443 -0.582394 -1.033137 -2.088953 -0.506350 0.313724 1.642223 0.454743 0.645490 -0.869921 -0.250982 0.370173 -1.128985 0.315288 0.720381 1.817878 16.577673 1.000000
10 -0.691354 0.954650 0.728843 0.533638 1.367039 -2.545697 0.261882 -0.979687 -0.386631 -0.597485 -2.184532 0.658395 0.315754 -1.258713 -0.275009 1.075880 1.005459 -0.809797 0.947830 0.293119 -0.245855 -2.048769 -0.402464 0.660929 -0.719404 1.504738 1.514409 -1.763169 0.419151 -1.885316 1.366569 -0.817667 1.250866 -0.755919 -0.121451 -0.239108 -1.279495 1.559474 0.630021 0.672352 5.033377 1.000000
