covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=0.058684, stdev=0.865615, range=[-1.865383,1.991028], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=0.115183, stdev=1.123640, range=[-2.725240,3.334715], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=-0.055614, stdev=1.032002, range=[-3.205249,2.527972], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=0.086495, stdev=1.061587, range=[-2.694226,2.622521], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.050815, stdev=1.099744, range=[-2.808958,2.597901], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=-0.086173, stdev=0.996394, range=[-2.912066,2.148720], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=-0.112432, stdev=1.131033, range=[-2.644822,3.493398], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.017593, stdev=1.007686, range=[-2.378983,2.858689], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=-0.050749, stdev=0.934173, range=[-2.788772,1.893985], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.049590, stdev=0.977321, range=[-2.332036,2.594625], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=-0.020240, stdev=0.957892, range=[-2.335064,1.803495], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.104156, stdev=0.893796, range=[-2.971092,1.966685], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=-0.138549, stdev=0.873300, range=[-2.267735,1.832455], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=-0.026049, stdev=0.860185, range=[-2.788433,2.213769], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.052339, stdev=0.971155, range=[-2.365253,2.338412], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.140449, stdev=1.064501, range=[-2.609183,3.223697], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.000670, stdev=0.950054, range=[-2.231103,2.000120], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.116875, stdev=0.858506, range=[-2.374462,2.302511], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of 100, average=0.180408, stdev=1.088087, range=[-2.760942,2.769475], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of 100, average=0.034273, stdev=1.009310, range=[-2.444246,2.691545], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of 100, average=0.010236, stdev=1.070702, range=[-2.481400,2.462492], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of 100, average=0.137129, stdev=1.018324, range=[-2.842587,3.166700], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of 100, average=-0.150627, stdev=0.867134, range=[-3.107680,1.779022], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of 100, average=0.086586, stdev=0.995697, range=[-2.273773,2.737313], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of 100, average=-0.051770, stdev=0.962241, range=[-2.863895,2.013759], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of 100, average=-0.141899, stdev=0.976813, range=[-2.503330,2.827231], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of 100, average=-0.094975, stdev=0.942519, range=[-2.379744,2.443660], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of 100, average=-0.018253, stdev=0.955469, range=[-2.554119,3.104337], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of 100, average=0.076727, stdev=0.891761, range=[-1.879122,2.038754], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of 100, average=0.016634, stdev=1.078532, range=[-3.722823,3.266291], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of 100, average=0.020875, stdev=1.014969, range=[-2.718491,2.032979], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of 100, average=-0.021167, stdev=0.823975, range=[-1.767191,2.431910], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of 100, average=-0.036125, stdev=1.119648, range=[-2.897096,3.021432], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of 100, average=0.000570, stdev=1.080632, range=[-3.039792,2.814637], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of 100, average=-0.070344, stdev=0.947416, range=[-2.115565,2.259712], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of 100, average=-0.039651, stdev=1.005287, range=[-2.650874,2.402892], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of 100, average=-0.023377, stdev=1.066400, range=[-3.324376,2.689835], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of 100, average=0.095309, stdev=0.915368, range=[-2.549117,2.620175], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of 100, average=0.086207, stdev=0.938975, range=[-3.351146,2.343985], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of 100, average=0.060628, stdev=1.044826, range=[-2.268191,2.262502], active=1
