covariate 1:   name=covariate1, type=float, missing=  3 of  50, average=0.239873, stdev=0.872167, range=[-1.706347,2.457666], active=1
covariate 2:   name=covariate2, type=float, missing=  1 of  50, average=-0.025173, stdev=1.049927, range=[-2.318679,2.763840], active=1
covariate 3:   name=covariate3, type=float, missing=  4 of  50, average=-0.052816, stdev=1.020909, range=[-2.573957,3.091011], active=1
covariate 4:   name=covariate4, type=float, missing=  2 of  50, average=0.159121, stdev=1.105099, range=[-2.035766,2.551482], active=1
covariate 5:   name=covariate5, type=float, missing=  3 of  50, average=0.018993, stdev=0.996326, range=[-2.243318,1.763187], active=1
covariate 6:   name=covariate6, type=float, missing=  6 of  50, average=0.180725, stdev=0.879997, range=[-2.213903,1.575969], active=1
covariate 7:   name=covariate7, type=float, missing=  3 of  50, average=0.073954, stdev=0.939640, range=[-2.247739,2.472425], active=1
covariate 8:   name=covariate8, type=float, missing=  5 of  50, average=0.217698, stdev=1.027544, range=[-2.140168,2.203006], active=1
covariate 9:   name=covariate9, type=float, missing=  3 of  50, average=-0.114082, stdev=1.139937, range=[-2.661057,2.608811], active=1
covariate 10:  name=covariate10, type=float, missing=  6 of  50, average=0.106988, stdev=1.028930, range=[-1.811498,2.493374], active=1
covariate 11:  name=covariate11, type=float, missing=  7 of  50, average=0.087700, stdev=1.005094, range=[-1.768452,2.197941], active=1
covariate 12:  name=covariate12, type=float, missing=  3 of  50, average=-0.005571, stdev=0.975653, range=[-2.522651,2.071689], active=1
covariate 13:  name=covariate13, type=float, missing=  1 of  50, average=-0.187209, stdev=0.896585, range=[-2.230292,1.444499], active=1
covariate 14:  name=covariate14, type=float, missing=  2 of  50, average=-0.134014, stdev=0.832371, range=[-2.161737,1.539101], active=1
covariate 15:  name=covariate15, type=float, missing=  1 of  50, average=-0.066911, stdev=0.930463, range=[-1.827203,1.994459], active=1
covariate 16:  name=covariate16, type=float, missing=  4 of  50, average=-0.005637, stdev=1.091797, range=[-3.006979,2.422822], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of  50, average=0.006764, stdev=0.963795, range=[-2.410961,1.964372], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of  50, average=-0.173562, stdev=0.933193, range=[-2.598888,1.530298], active=1
covariate 19:  name=covariate19, type=float, missing=  2 of  50, average=0.052254, stdev=1.073132, range=[-2.181665,3.071177], active=1
covariate 20:  name=covariate20, type=float, missing=  2 of  50, average=0.105770, stdev=0.927649, range=[-1.526858,2.609245], active=1
covariate 21:  name=covariate21, type=float, missing=  2 of  50, average=-0.054499, stdev=1.101495, range=[-2.028913,3.708860], active=1
covariate 22:  name=covariate22, type=float, missing=  2 of  50, average=0.059655, stdev=0.840574, range=[-1.787963,2.727354], active=1
covariate 23:  name=covariate23, type=float, missing=  4 of  50, average=0.091831, stdev=0.907930, range=[-1.884983,2.218393], active=1
covariate 24:  name=covariate24, type=float, missing=  3 of  50, average=0.185147, stdev=0.946574, range=[-1.820477,2.390207], active=1
covariate 25:  name=covariate25, type=float, missing=  3 of  50, average=0.191737, stdev=1.075910, range=[-2.295259,2.341508], active=1
covariate 26:  name=covariate26, type=float, missing=  5 of  50, average=0.043011, stdev=1.106872, range=[-1.709759,2.806377], active=1
covariate 27:  name=covariate27, type=float, missing=  3 of  50, average=0.119552, stdev=0.835016, range=[-1.401371,1.823742], active=1
covariate 28:  name=covariate28, type=float, missing=  4 of  50, average=-0.126310, stdev=0.930431, range=[-2.168678,1.752361], active=1
covariate 29:  name=covariate29, type=float, missing=  2 of  50, average=-0.192494, stdev=0.962241, range=[-2.184979,2.303509], active=1
covariate 30:  name=covariate30, type=float, missing=  4 of  50, average=-0.015514, stdev=0.936921, range=[-2.653137,2.180439], active=1
covariate 31:  name=covariate31, type=float, missing=  4 of  50, average=0.022336, stdev=0.988552, range=[-2.031879,1.832070], active=1
covariate 32:  name=covariate32, type=float, missing=  4 of  50, average=-0.068149, stdev=1.059517, range=[-2.064039,1.904882], active=1
covariate 33:  name=covariate33, type=float, missing=  3 of  50, average=0.242157, stdev=1.094772, range=[-1.718255,2.331644], active=1
covariate 34:  name=covariate34, type=float, missing=  2 of  50, average=-0.077399, stdev=0.996592, range=[-2.648431,1.763017], active=1
covariate 35:  name=covariate35, type=float, missing=  6 of  50, average=-0.062969, stdev=1.136078, range=[-2.692174,3.135744], active=1
covariate 36:  name=covariate36, type=float, missing=  2 of  50, average=0.205243, stdev=0.895890, range=[-1.909125,2.571128], active=1
covariate 37:  name=covariate37, type=float, missing=  2 of  50, average=-0.069512, stdev=1.032014, range=[-2.408005,2.068551], active=1
covariate 38:  name=covariate38, type=float, missing=  2 of  50, average=-0.123969, stdev=0.945990, range=[-1.861605,3.248937], active=1
covariate 39:  name=covariate39, type=float, missing=  2 of  50, average=0.092967, stdev=0.896626, range=[-1.521711,1.947320], active=1
covariate 40:  name=covariate40, type=float, missing=  1 of  50, average=0.262571, stdev=1.172839, range=[-2.506286,3.249615], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  50, average=0.042229, stdev=1.017849, range=[-2.618397,2.942927], active=1
covariate 42:  name=covariate42, type=float, missing=  2 of  50, average=0.032682, stdev=0.991373, range=[-2.140497,1.879308], active=1
covariate 43:  name=covariate43, type=float, missing=  4 of  50, average=0.063965, stdev=1.010141, range=[-3.306719,2.205718], active=1
covariate 44:  name=covariate44, type=float, missing=  1 of  50, average=-0.041628, stdev=1.014461, range=[-2.447979,2.361699], active=1
covariate 45:  name=covariate45, type=float, missing=  1 of  50, average=0.055923, stdev=0.892293, range=[-2.179578,2.209949], active=1
covariate 46:  name=covariate46, type=float, missing=  4 of  50, average=-0.141438, stdev=1.019641, range=[-2.215495,1.787871], active=1
covariate 47:  name=covariate47, type=float, missing=  3 of  50, average=-0.157559, stdev=0.953737, range=[-1.679864,2.173823], active=1
covariate 48:  name=covariate48, type=float, missing=  3 of  50, average=0.082097, stdev=1.152323, range=[-1.899084,2.863616], active=1
covariate 49:  name=covariate49, type=float, missing=  4 of  50, average=-0.039765, stdev=1.094693, range=[-2.788597,2.338886], active=1
covariate 50:  name=covariate50, type=float, missing=  1 of  50, average=0.076561, stdev=0.916403, range=[-1.993722,2.358035], active=1
covariate 51:  name=covariate51, type=float, missing=  2 of  50, average=-0.165103, stdev=0.944338, range=[-2.311615,2.110288], active=1
covariate 52:  name=covariate52, type=float, missing=  2 of  50, average=-0.139393, stdev=1.220595, range=[-2.296656,2.332593], active=1
covariate 53:  name=covariate53, type=float, missing=  4 of  50, average=0.035796, stdev=0.948350, range=[-1.568776,2.244579], active=1
covariate 54:  name=covariate54, type=float, missing=  4 of  50, average=-0.133859, stdev=0.877753, range=[-2.396410,1.847294], active=1
covariate 55:  name=covariate55, type=float, missing=  8 of  50, average=0.170166, stdev=0.778142, range=[-1.569370,1.603414], active=1
covariate 56:  name=covariate56, type=float, missing=  4 of  50, average=-0.117628, stdev=1.027978, range=[-2.207009,1.706595], active=1
covariate 57:  name=covariate57, type=float, missing=  2 of  50, average=-0.009744, stdev=0.870377, range=[-2.149028,1.890983], active=1
covariate 58:  name=covariate58, type=float, missing=  6 of  50, average=0.000753, stdev=0.973207, range=[-1.932557,1.735146], active=1
covariate 59:  name=covariate59, type=float, missing=  2 of  50, average=-0.019457, stdev=0.998400, range=[-2.974150,2.206598], active=1
covariate 60:  name=covariate60, type=float, missing=  2 of  50, average=0.178062, stdev=0.990778, range=[-1.969525,2.565374], active=1
covariate 61:  name=covariate61, type=float, missing=  2 of  50, average=0.267540, stdev=0.988359, range=[-2.041744,1.885616], active=1
covariate 62:  name=covariate62, type=float, missing=  3 of  50, average=-0.080790, stdev=0.831868, range=[-1.753584,1.417906], active=1
covariate 63:  name=covariate63, type=float, missing=  2 of  50, average=-0.017564, stdev=0.848786, range=[-1.688814,1.863586], active=1
covariate 64:  name=covariate64, type=float, missing=  1 of  50, average=-0.126293, stdev=0.972755, range=[-2.653692,2.176709], active=1
covariate 65:  name=covariate65, type=float, missing=  2 of  50, average=0.221640, stdev=1.084587, range=[-2.043908,2.362282], active=1
covariate 66:  name=covariate66, type=float, missing=  2 of  50, average=0.004627, stdev=1.022120, range=[-2.584942,2.342409], active=1
covariate 67:  name=covariate67, type=float, missing=  4 of  50, average=-0.002143, stdev=1.150188, range=[-2.269700,2.387453], active=1
covariate 68:  name=covariate68, type=float, missing=  3 of  50, average=-0.127696, stdev=0.997350, range=[-2.295303,2.393338], active=1
covariate 69:  name=covariate69, type=float, missing=  4 of  50, average=-0.068751, stdev=1.047694, range=[-1.770036,2.207012], active=1
covariate 70:  name=covariate70, type=float, missing=  2 of  50, average=0.072126, stdev=0.929501, range=[-2.242304,2.693381], active=1
covariate 71:  name=covariate71, type=float, missing=  0 of  50, average=-0.102623, stdev=1.103606, range=[-2.658201,2.477235], active=1
covariate 72:  name=covariate72, type=float, missing=  2 of  50, average=0.034738, stdev=0.906993, range=[-1.636058,2.172457], active=1
covariate 73:  name=covariate73, type=float, missing=  3 of  50, average=0.038539, stdev=0.849858, range=[-2.104504,1.911880], active=1
covariate 74:  name=covariate74, type=float, missing=  0 of  50, average=-0.255605, stdev=0.927543, range=[-2.218586,1.662903], active=1
covariate 75:  name=covariate75, type=float, missing=  3 of  50, average=-0.198996, stdev=0.853966, range=[-2.310137,1.891670], active=1
covariate 76:  name=covariate76, type=float, missing=  3 of  50, average=0.051245, stdev=0.982479, range=[-1.897652,2.335023], active=1
covariate 77:  name=covariate77, type=float, missing=  5 of  50, average=0.008563, stdev=1.117969, range=[-2.853994,2.396690], active=1
covariate 78:  name=covariate78, type=float, missing=  1 of  50, average=0.290016, stdev=1.012106, range=[-2.130156,2.338196], active=1
covariate 79:  name=covariate79, type=float, missing=  0 of  50, average=-0.024213, stdev=0.992537, range=[-2.060536,2.419710], active=1
covariate 80:  name=covariate80, type=float, missing=  2 of  50, average=-0.178390, stdev=0.844777, range=[-2.060986,1.772294], active=1
covariate 81:  name=covariate81, type=float, missing=  4 of  50, average=-0.000019, stdev=1.010854, range=[-2.114780,1.869049], active=1
covariate 82:  name=covariate82, type=float, missing=  1 of  50, average=-0.062699, stdev=0.850981, range=[-1.394301,2.449335], active=1
covariate 83:  name=covariate83, type=float, missing=  3 of  50, average=0.075313, stdev=1.292913, range=[-3.335169,3.412518], active=1
covariate 84:  name=covariate84, type=float, missing=  4 of  50, average=0.376594, stdev=1.137334, range=[-2.502553,2.756816], active=1
