active=80: F_T=0.955500, F_V=0.548800
active=79: F_T=0.956300, F_V=0.542800
active=78: F_T=0.956500, F_V=0.541000
active=77: F_T=0.958400, F_V=0.546900
active=76: F_T=0.955300, F_V=0.547200
active=75: F_T=0.953300, F_V=0.556600
active=74: F_T=0.951100, F_V=0.552500
active=73: F_T=0.951000, F_V=0.556100
active=72: F_T=0.951600, F_V=0.565600
active=71: F_T=0.950500, F_V=0.567400
active=70: F_T=0.948900, F_V=0.552700
active=69: F_T=0.947700, F_V=0.563800
active=68: F_T=0.948800, F_V=0.572800
active=67: F_T=0.944600, F_V=0.579800
active=66: F_T=0.945500, F_V=0.578200
active=65: F_T=0.942400, F_V=0.582100
active=64: F_T=0.941000, F_V=0.576900
active=63: F_T=0.938400, F_V=0.593900
active=62: F_T=0.942400, F_V=0.587300
active=61: F_T=0.939100, F_V=0.598700
active=60: F_T=0.938200, F_V=0.598800
active=59: F_T=0.937100, F_V=0.607100
active=58: F_T=0.935700, F_V=0.595800
active=57: F_T=0.926900, F_V=0.603200
active=56: F_T=0.932700, F_V=0.604100
active=55: F_T=0.929400, F_V=0.618300
active=54: F_T=0.926800, F_V=0.619500
active=53: F_T=0.925000, F_V=0.619400
active=52: F_T=0.929500, F_V=0.631600
active=51: F_T=0.915000, F_V=0.624600
active=50: F_T=0.917300, F_V=0.620500
active=49: F_T=0.915300, F_V=0.629000
active=48: F_T=0.911100, F_V=0.623000
active=47: F_T=0.904400, F_V=0.630500
active=46: F_T=0.904700, F_V=0.625300
active=45: F_T=0.902000, F_V=0.636200
active=44: F_T=0.904400, F_V=0.639600
active=43: F_T=0.900900, F_V=0.650100
active=42: F_T=0.894800, F_V=0.649900
active=41: F_T=0.899500, F_V=0.653900
active=40: F_T=0.888100, F_V=0.662100
active=39: F_T=0.888500, F_V=0.658700
active=38: F_T=0.890700, F_V=0.660800
active=37: F_T=0.881900, F_V=0.659600
active=36: F_T=0.875100, F_V=0.676800
active=35: F_T=0.884300, F_V=0.672600
active=34: F_T=0.874300, F_V=0.679600
active=33: F_T=0.861800, F_V=0.675800
active=32: F_T=0.870400, F_V=0.669200
active=31: F_T=0.866900, F_V=0.673500
active=30: F_T=0.867000, F_V=0.680200
active=29: F_T=0.861000, F_V=0.682800
active=28: F_T=0.866600, F_V=0.696500
active=27: F_T=0.862400, F_V=0.698500
active=26: F_T=0.856700, F_V=0.702400
active=25: F_T=0.858400, F_V=0.706800
active=24: F_T=0.856900, F_V=0.707000
active=23: F_T=0.849700, F_V=0.708000
active=22: F_T=0.840300, F_V=0.715500
active=21: F_T=0.835900, F_V=0.710200
active=20: F_T=0.820400, F_V=0.697500
active=19: F_T=0.813200, F_V=0.708200
active=18: F_T=0.806800, F_V=0.698100
active=17: F_T=0.797900, F_V=0.692300
active=16: F_T=0.792400, F_V=0.687500
active=15: F_T=0.778400, F_V=0.687300
active=14: F_T=0.783800, F_V=0.686400
active=13: F_T=0.753700, F_V=0.666400
active=12: F_T=0.740200, F_V=0.659600
active=11: F_T=0.733400, F_V=0.660700
active=10: F_T=0.709500, F_V=0.657600
active=9: F_T=0.704400, F_V=0.647400
active=8: F_T=0.712200, F_V=0.663500
active=7: F_T=0.703900, F_V=0.664100
active=6: F_T=0.704500, F_V=0.673700
active=5: F_T=0.662700, F_V=0.638400
active=4: F_T=0.673400, F_V=0.633800
active=3: F_T=0.644200, F_V=0.621500
active=2: F_T=0.655600, F_V=0.634000
active=1: F_T=0.616600, F_V=0.615000
active=0: F_T=0.500000, F_V=0.500000
