covariate 1:   name=covariate1, type=float, missing=  0 of  50, average=-0.070179, stdev=0.954204, range=[-2.059527,3.330812], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of  50, average=0.264943, stdev=0.862954, range=[-2.157685,2.123491], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of  50, average=-0.047251, stdev=1.070524, range=[-1.856997,2.473516], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of  50, average=-0.043508, stdev=1.044085, range=[-2.037338,2.560485], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of  50, average=0.283737, stdev=1.025868, range=[-2.859720,2.594488], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of  50, average=0.150262, stdev=0.961412, range=[-1.879142,2.542634], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of  50, average=0.131717, stdev=0.843090, range=[-1.727081,1.604856], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of  50, average=-0.164636, stdev=0.969367, range=[-2.497329,2.366740], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of  50, average=0.236958, stdev=1.158318, range=[-2.651725,2.472295], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of  50, average=0.084340, stdev=0.829845, range=[-1.773622,1.824229], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of  50, average=0.026462, stdev=0.992502, range=[-2.861167,2.036803], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of  50, average=0.204199, stdev=1.016582, range=[-2.708430,2.581721], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of  50, average=-0.298090, stdev=1.041933, range=[-2.452709,1.893919], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of  50, average=0.108523, stdev=1.134730, range=[-3.331548,2.257876], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of  50, average=0.120414, stdev=1.103557, range=[-2.087436,2.750573], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of  50, average=0.138392, stdev=0.885050, range=[-1.673148,2.667747], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of  50, average=0.062886, stdev=0.921435, range=[-1.863054,1.949386], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of  50, average=-0.186010, stdev=1.338301, range=[-2.370043,3.067598], active=1
covariate 19:  name=covariate19, type=float, missing=  0 of  50, average=-0.036923, stdev=0.976277, range=[-2.542530,2.535267], active=1
covariate 20:  name=covariate20, type=float, missing=  0 of  50, average=0.242721, stdev=0.897072, range=[-1.248408,2.957143], active=1
covariate 21:  name=covariate21, type=float, missing=  0 of  50, average=0.029877, stdev=0.992418, range=[-1.788471,1.937830], active=1
covariate 22:  name=covariate22, type=float, missing=  0 of  50, average=0.129777, stdev=0.665110, range=[-1.837427,1.656754], active=1
covariate 23:  name=covariate23, type=float, missing=  0 of  50, average=0.076997, stdev=1.048328, range=[-2.504765,3.050938], active=1
covariate 24:  name=covariate24, type=float, missing=  0 of  50, average=-0.001865, stdev=0.785635, range=[-1.794815,1.716824], active=1
covariate 25:  name=covariate25, type=float, missing=  0 of  50, average=0.208484, stdev=0.845922, range=[-2.166910,1.796421], active=1
covariate 26:  name=covariate26, type=float, missing=  0 of  50, average=0.149954, stdev=0.940478, range=[-1.853747,2.082037], active=1
covariate 27:  name=covariate27, type=float, missing=  0 of  50, average=0.034083, stdev=0.943867, range=[-2.686302,2.332965], active=1
covariate 28:  name=covariate28, type=float, missing=  0 of  50, average=-0.102675, stdev=0.843403, range=[-1.980763,1.833128], active=1
covariate 29:  name=covariate29, type=float, missing=  0 of  50, average=-0.076658, stdev=1.039640, range=[-2.815617,2.180146], active=1
covariate 30:  name=covariate30, type=float, missing=  0 of  50, average=-0.102500, stdev=0.918810, range=[-2.813819,2.157419], active=1
covariate 31:  name=covariate31, type=float, missing=  0 of  50, average=0.043248, stdev=0.942538, range=[-1.778769,2.234534], active=1
covariate 32:  name=covariate32, type=float, missing=  0 of  50, average=-0.054358, stdev=1.031106, range=[-3.577998,1.883482], active=1
covariate 33:  name=covariate33, type=float, missing=  0 of  50, average=-0.006383, stdev=0.823580, range=[-1.773168,1.599923], active=1
covariate 34:  name=covariate34, type=float, missing=  0 of  50, average=-0.269519, stdev=0.967587, range=[-2.798021,1.611262], active=1
covariate 35:  name=covariate35, type=float, missing=  0 of  50, average=0.137439, stdev=1.034206, range=[-2.180217,2.281112], active=1
covariate 36:  name=covariate36, type=float, missing=  0 of  50, average=-0.094636, stdev=1.167685, range=[-3.423716,2.578064], active=1
covariate 37:  name=covariate37, type=float, missing=  0 of  50, average=-0.065484, stdev=0.990269, range=[-2.386491,2.086724], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  50, average=-0.043871, stdev=1.057894, range=[-3.364521,2.031243], active=1
covariate 39:  name=covariate39, type=float, missing=  0 of  50, average=-0.142008, stdev=0.732099, range=[-1.445928,1.690909], active=1
covariate 40:  name=covariate40, type=float, missing=  0 of  50, average=-0.014795, stdev=1.040371, range=[-1.818417,3.018142], active=1
covariate 41:  name=covariate41, type=float, missing=  0 of  50, average=-0.232551, stdev=0.995384, range=[-2.390198,2.195846], active=1
covariate 42:  name=covariate42, type=float, missing=  0 of  50, average=-0.312361, stdev=1.030827, range=[-2.630088,2.193612], active=1
covariate 43:  name=covariate43, type=float, missing=  0 of  50, average=-0.004491, stdev=0.932362, range=[-1.429691,1.937728], active=1
covariate 44:  name=covariate44, type=float, missing=  0 of  50, average=0.183625, stdev=0.966873, range=[-1.850614,2.668996], active=1
covariate 45:  name=covariate45, type=float, missing=  0 of  50, average=0.071159, stdev=1.065593, range=[-2.852834,1.831243], active=1
covariate 46:  name=covariate46, type=float, missing=  0 of  50, average=-0.036491, stdev=0.962918, range=[-2.436043,1.802288], active=1
