covariate 1:   name=covariate1, type=float, missing=  0 of 100, average=-0.030499, stdev=0.860477, range=[-1.830931,2.057159], active=1
covariate 2:   name=covariate2, type=float, missing=  0 of 100, average=-0.005136, stdev=0.791229, range=[-1.919937,1.892481], active=1
covariate 3:   name=covariate3, type=float, missing=  0 of 100, average=0.069928, stdev=0.936953, range=[-2.012545,2.574133], active=1
covariate 4:   name=covariate4, type=float, missing=  0 of 100, average=-0.003503, stdev=1.112254, range=[-2.446602,3.424550], active=1
covariate 5:   name=covariate5, type=float, missing=  0 of 100, average=-0.113915, stdev=1.091727, range=[-3.091517,2.309273], active=1
covariate 6:   name=covariate6, type=float, missing=  0 of 100, average=0.047378, stdev=0.972409, range=[-2.540343,2.443430], active=1
covariate 7:   name=covariate7, type=float, missing=  0 of 100, average=0.012856, stdev=1.061937, range=[-3.164509,2.855946], active=1
covariate 8:   name=covariate8, type=float, missing=  0 of 100, average=-0.121145, stdev=0.877478, range=[-2.414356,1.711082], active=1
covariate 9:   name=covariate9, type=float, missing=  0 of 100, average=0.025390, stdev=0.991789, range=[-3.038504,2.436430], active=1
covariate 10:  name=covariate10, type=float, missing=  0 of 100, average=0.108700, stdev=0.992609, range=[-2.490624,3.456816], active=1
covariate 11:  name=covariate11, type=float, missing=  0 of 100, average=-0.004515, stdev=0.985080, range=[-2.683171,3.034319], active=1
covariate 12:  name=covariate12, type=float, missing=  0 of 100, average=0.000719, stdev=0.955501, range=[-2.727104,2.168073], active=1
covariate 13:  name=covariate13, type=float, missing=  0 of 100, average=0.106785, stdev=0.968114, range=[-2.714225,2.364350], active=1
covariate 14:  name=covariate14, type=float, missing=  0 of 100, average=0.134856, stdev=0.927460, range=[-2.233216,2.336751], active=1
covariate 15:  name=covariate15, type=float, missing=  0 of 100, average=-0.178706, stdev=0.992745, range=[-2.502405,1.891900], active=1
covariate 16:  name=covariate16, type=float, missing=  0 of 100, average=0.203095, stdev=1.006488, range=[-2.649354,3.046505], active=1
covariate 17:  name=covariate17, type=float, missing=  0 of 100, average=-0.105001, stdev=1.031894, range=[-2.855046,2.657987], active=1
covariate 18:  name=covariate18, type=float, missing=  0 of 100, average=0.103493, stdev=0.936070, range=[-1.497924,2.632196], active=1
