covariate 1:   name=covariate1, type=float, missing=  3 of  50, average=0.104625, stdev=0.924095, range=[-2.314542,1.919794], active=1
covariate 2:   name=covariate2, type=float, missing=  3 of  50, average=-0.054813, stdev=0.815634, range=[-2.519483,1.731984], active=1
covariate 3:   name=covariate3, type=float, missing=  2 of  50, average=-0.156119, stdev=1.094649, range=[-2.128257,1.894875], active=1
covariate 4:   name=covariate4, type=float, missing=  2 of  50, average=0.050705, stdev=0.886919, range=[-1.663741,2.304913], active=1
covariate 5:   name=covariate5, type=float, missing=  1 of  50, average=-0.238569, stdev=1.047755, range=[-4.174286,2.151335], active=1
covariate 6:   name=covariate6, type=float, missing=  1 of  50, average=-0.050793, stdev=0.920334, range=[-2.318344,1.973416], active=1
covariate 7:   name=covariate7, type=float, missing=  4 of  50, average=-0.212868, stdev=1.040418, range=[-2.128034,1.457300], active=1
covariate 8:   name=covariate8, type=float, missing=  3 of  50, average=0.042951, stdev=1.013942, range=[-2.611741,2.074691], active=1
covariate 9:   name=covariate9, type=float, missing=  3 of  50, average=0.067783, stdev=0.880113, range=[-2.060206,1.319958], active=1
covariate 10:  name=covariate10, type=float, missing=  3 of  50, average=0.254048, stdev=0.974375, range=[-1.589639,2.340544], active=1
covariate 11:  name=covariate11, type=float, missing=  2 of  50, average=0.309226, stdev=1.064918, range=[-1.616030,2.595896], active=1
covariate 12:  name=covariate12, type=float, missing=  3 of  50, average=-0.100737, stdev=0.958194, range=[-2.948868,1.363662], active=1
covariate 13:  name=covariate13, type=float, missing=  4 of  50, average=0.152287, stdev=0.797034, range=[-1.633676,1.895688], active=1
covariate 14:  name=covariate14, type=float, missing=  4 of  50, average=-0.160990, stdev=0.933008, range=[-2.309293,1.560311], active=1
covariate 15:  name=covariate15, type=float, missing=  1 of  50, average=0.113556, stdev=1.185567, range=[-2.290904,2.590991], active=1
covariate 16:  name=covariate16, type=float, missing=  3 of  50, average=0.044965, stdev=0.741228, range=[-1.622141,1.624382], active=1
covariate 17:  name=covariate17, type=float, missing=  1 of  50, average=-0.138068, stdev=1.036460, range=[-2.013952,2.760918], active=1
covariate 18:  name=covariate18, type=float, missing=  6 of  50, average=0.071000, stdev=1.047642, range=[-2.183842,1.948862], active=1
covariate 19:  name=covariate19, type=float, missing=  1 of  50, average=-0.015012, stdev=0.750479, range=[-1.773624,1.614338], active=1
covariate 20:  name=covariate20, type=float, missing=  1 of  50, average=-0.199669, stdev=1.100394, range=[-3.253599,2.851357], active=1
covariate 21:  name=covariate21, type=float, missing=  4 of  50, average=0.100705, stdev=0.852274, range=[-1.992226,1.954014], active=1
covariate 22:  name=covariate22, type=float, missing=  3 of  50, average=-0.005113, stdev=0.968208, range=[-1.903764,2.243006], active=1
covariate 23:  name=covariate23, type=float, missing=  1 of  50, average=0.003533, stdev=1.005067, range=[-2.614132,2.338910], active=1
covariate 24:  name=covariate24, type=float, missing=  2 of  50, average=-0.119629, stdev=0.877866, range=[-2.527944,1.807602], active=1
covariate 25:  name=covariate25, type=float, missing=  2 of  50, average=0.024461, stdev=0.767806, range=[-1.448717,1.290255], active=1
covariate 26:  name=covariate26, type=float, missing=  6 of  50, average=0.158581, stdev=0.964343, range=[-1.549609,2.284938], active=1
covariate 27:  name=covariate27, type=float, missing=  1 of  50, average=-0.013446, stdev=0.823482, range=[-2.127112,2.109149], active=1
covariate 28:  name=covariate28, type=float, missing=  1 of  50, average=-0.229625, stdev=1.217036, range=[-3.002178,2.538697], active=1
covariate 29:  name=covariate29, type=float, missing=  4 of  50, average=-0.228011, stdev=1.100039, range=[-2.464156,2.714623], active=1
covariate 30:  name=covariate30, type=float, missing=  1 of  50, average=-0.029272, stdev=0.848756, range=[-2.122184,1.840717], active=1
covariate 31:  name=covariate31, type=float, missing=  2 of  50, average=-0.262525, stdev=0.889020, range=[-2.417688,1.305373], active=1
covariate 32:  name=covariate32, type=float, missing=  1 of  50, average=0.057487, stdev=1.016923, range=[-1.620271,2.919820], active=1
covariate 33:  name=covariate33, type=float, missing=  1 of  50, average=0.170801, stdev=0.949481, range=[-2.348053,2.151252], active=1
covariate 34:  name=covariate34, type=float, missing=  4 of  50, average=0.060445, stdev=1.012634, range=[-1.814178,2.425581], active=1
covariate 35:  name=covariate35, type=float, missing=  2 of  50, average=-0.082415, stdev=1.098986, range=[-2.629504,2.505599], active=1
covariate 36:  name=covariate36, type=float, missing=  3 of  50, average=0.200968, stdev=1.144686, range=[-1.635243,3.844719], active=1
covariate 37:  name=covariate37, type=float, missing=  4 of  50, average=-0.348246, stdev=1.033174, range=[-2.715686,1.831754], active=1
covariate 38:  name=covariate38, type=float, missing=  0 of  50, average=-0.035420, stdev=1.071416, range=[-2.537624,2.284907], active=1
covariate 39:  name=covariate39, type=float, missing=  3 of  50, average=-0.038955, stdev=1.009543, range=[-2.154417,1.888973], active=1
covariate 40:  name=covariate40, type=float, missing=  1 of  50, average=0.083842, stdev=1.036967, range=[-2.259982,2.111503], active=1
covariate 41:  name=covariate41, type=float, missing=  2 of  50, average=0.048135, stdev=0.929830, range=[-2.009314,2.385638], active=1
covariate 42:  name=covariate42, type=float, missing=  3 of  50, average=0.020796, stdev=1.238520, range=[-2.614946,2.468565], active=1
covariate 43:  name=covariate43, type=float, missing=  2 of  50, average=-0.157993, stdev=0.850518, range=[-2.069200,1.464363], active=1
covariate 44:  name=covariate44, type=float, missing=  5 of  50, average=0.121720, stdev=1.212269, range=[-2.910904,3.311638], active=1
covariate 45:  name=covariate45, type=float, missing=  4 of  50, average=-0.038217, stdev=0.905173, range=[-2.235605,1.737338], active=1
covariate 46:  name=covariate46, type=float, missing=  3 of  50, average=0.098856, stdev=0.938389, range=[-2.192972,2.109616], active=1
