active=100: F_T=0.973804, F_V=0.532609
active=99: F_T=0.972065, F_V=0.529674
active=98: F_T=0.972391, F_V=0.525978
active=97: F_T=0.970000, F_V=0.535109
active=96: F_T=0.970652, F_V=0.539457
active=95: F_T=0.970109, F_V=0.537065
active=94: F_T=0.970761, F_V=0.542174
active=93: F_T=0.970326, F_V=0.541413
active=92: F_T=0.969457, F_V=0.541304
active=91: F_T=0.970000, F_V=0.548804
active=90: F_T=0.969130, F_V=0.557500
active=89: F_T=0.969674, F_V=0.555109
active=88: F_T=0.969674, F_V=0.557826
active=87: F_T=0.968261, F_V=0.557826
active=86: F_T=0.967609, F_V=0.563587
active=85: F_T=0.967609, F_V=0.560652
active=84: F_T=0.965870, F_V=0.570870
active=83: F_T=0.964348, F_V=0.565978
active=82: F_T=0.966196, F_V=0.585109
active=81: F_T=0.967500, F_V=0.570870
active=80: F_T=0.967065, F_V=0.575652
active=79: F_T=0.964457, F_V=0.575435
active=78: F_T=0.963261, F_V=0.594348
active=77: F_T=0.964022, F_V=0.592609
active=76: F_T=0.962391, F_V=0.587935
active=75: F_T=0.962065, F_V=0.591087
active=74: F_T=0.960978, F_V=0.601196
active=73: F_T=0.959783, F_V=0.594674
active=72: F_T=0.958804, F_V=0.615543
active=71: F_T=0.958804, F_V=0.605543
active=70: F_T=0.959239, F_V=0.603804
active=69: F_T=0.959783, F_V=0.605109
active=68: F_T=0.958696, F_V=0.607717
active=67: F_T=0.959783, F_V=0.615978
active=66: F_T=0.955652, F_V=0.622826
active=65: F_T=0.955870, F_V=0.625761
active=64: F_T=0.955761, F_V=0.614239
active=63: F_T=0.952174, F_V=0.623804
active=62: F_T=0.955543, F_V=0.631522
active=61: F_T=0.950109, F_V=0.632283
active=60: F_T=0.951522, F_V=0.634348
active=59: F_T=0.951848, F_V=0.636087
active=58: F_T=0.948370, F_V=0.631087
active=57: F_T=0.948261, F_V=0.644891
active=56: F_T=0.949022, F_V=0.645652
active=55: F_T=0.942065, F_V=0.641630
active=54: F_T=0.942717, F_V=0.639783
active=53: F_T=0.941196, F_V=0.645761
active=52: F_T=0.936739, F_V=0.649457
active=51: F_T=0.932826, F_V=0.662065
active=50: F_T=0.938587, F_V=0.663696
active=49: F_T=0.934239, F_V=0.669891
active=48: F_T=0.935543, F_V=0.667826
active=47: F_T=0.932500, F_V=0.669891
active=46: F_T=0.931087, F_V=0.679239
active=45: F_T=0.926848, F_V=0.670435
active=44: F_T=0.925326, F_V=0.685543
active=43: F_T=0.917609, F_V=0.677609
active=42: F_T=0.923043, F_V=0.676848
active=41: F_T=0.917717, F_V=0.683370
active=40: F_T=0.911522, F_V=0.688261
active=39: F_T=0.907500, F_V=0.679674
active=38: F_T=0.906848, F_V=0.685000
active=37: F_T=0.900435, F_V=0.688043
active=36: F_T=0.898370, F_V=0.691739
active=35: F_T=0.897717, F_V=0.693804
active=34: F_T=0.892500, F_V=0.689239
active=33: F_T=0.887609, F_V=0.688043
active=32: F_T=0.884348, F_V=0.707283
active=31: F_T=0.882065, F_V=0.709348
active=30: F_T=0.868696, F_V=0.706739
active=29: F_T=0.871848, F_V=0.709783
active=28: F_T=0.877500, F_V=0.712391
active=27: F_T=0.861087, F_V=0.716196
active=26: F_T=0.848913, F_V=0.699239
active=25: F_T=0.856848, F_V=0.703478
active=24: F_T=0.839674, F_V=0.705761
active=23: F_T=0.847717, F_V=0.717500
active=22: F_T=0.854674, F_V=0.726957
active=21: F_T=0.851196, F_V=0.735761
active=20: F_T=0.839239, F_V=0.722283
active=19: F_T=0.835978, F_V=0.722609
active=18: F_T=0.827935, F_V=0.717717
active=17: F_T=0.811630, F_V=0.696087
active=16: F_T=0.810000, F_V=0.710217
active=15: F_T=0.812826, F_V=0.712391
active=14: F_T=0.808478, F_V=0.715000
active=13: F_T=0.797500, F_V=0.710870
active=12: F_T=0.790217, F_V=0.708261
active=11: F_T=0.757935, F_V=0.690217
active=10: F_T=0.758261, F_V=0.673478
active=9: F_T=0.739783, F_V=0.678696
active=8: F_T=0.743587, F_V=0.678804
active=7: F_T=0.743478, F_V=0.691522
active=6: F_T=0.728370, F_V=0.672174
active=5: F_T=0.705435, F_V=0.660870
active=4: F_T=0.711522, F_V=0.667717
active=3: F_T=0.687283, F_V=0.658261
active=2: F_T=0.660435, F_V=0.647500
active=1: F_T=0.618152, F_V=0.624783
active=0: F_T=0.500000, F_V=0.500000
