active=40: F_T=0.959400, F_V=0.513800
active=39: F_T=0.956200, F_V=0.529200
active=38: F_T=0.953000, F_V=0.525400
active=37: F_T=0.953000, F_V=0.532000
active=36: F_T=0.951600, F_V=0.537000
active=35: F_T=0.952000, F_V=0.535200
active=34: F_T=0.949800, F_V=0.553600
active=33: F_T=0.946400, F_V=0.560400
active=32: F_T=0.945000, F_V=0.560200
active=31: F_T=0.936600, F_V=0.567600
active=30: F_T=0.931600, F_V=0.570800
active=29: F_T=0.926000, F_V=0.566800
active=28: F_T=0.924000, F_V=0.575600
active=27: F_T=0.918400, F_V=0.586400
active=26: F_T=0.908600, F_V=0.593200
active=25: F_T=0.904800, F_V=0.605600
active=24: F_T=0.900200, F_V=0.614600
active=23: F_T=0.889400, F_V=0.608400
active=22: F_T=0.884200, F_V=0.624200
active=21: F_T=0.882200, F_V=0.615600
active=20: F_T=0.881600, F_V=0.638200
active=19: F_T=0.866200, F_V=0.614600
active=18: F_T=0.865600, F_V=0.647400
active=17: F_T=0.845600, F_V=0.652800
active=16: F_T=0.841200, F_V=0.654000
active=15: F_T=0.850800, F_V=0.662000
active=14: F_T=0.830200, F_V=0.665200
active=13: F_T=0.829000, F_V=0.662200
active=12: F_T=0.802000, F_V=0.656800
active=11: F_T=0.794200, F_V=0.650800
active=10: F_T=0.789400, F_V=0.673000
active=9: F_T=0.791400, F_V=0.694000
active=8: F_T=0.781600, F_V=0.703200
active=7: F_T=0.787400, F_V=0.706800
active=6: F_T=0.752000, F_V=0.694200
active=5: F_T=0.726200, F_V=0.646800
active=4: F_T=0.696800, F_V=0.643000
active=3: F_T=0.683800, F_V=0.664800
active=2: F_T=0.600400, F_V=0.583600
active=1: F_T=0.582800, F_V=0.570400
active=0: F_T=0.520000, F_V=0.480000
