active=20: F_T=0.795000, F_V=0.586184
active=19: F_T=0.800263, F_V=0.582763
active=18: F_T=0.789474, F_V=0.601316
active=17: F_T=0.785132, F_V=0.607632
active=16: F_T=0.773947, F_V=0.608947
active=15: F_T=0.762500, F_V=0.608947
active=14: F_T=0.759474, F_V=0.616974
active=13: F_T=0.759211, F_V=0.616184
active=12: F_T=0.754737, F_V=0.631842
active=11: F_T=0.747105, F_V=0.629079
active=10: F_T=0.741184, F_V=0.654868
active=9: F_T=0.740000, F_V=0.655921
active=8: F_T=0.736579, F_V=0.655132
active=7: F_T=0.748289, F_V=0.671842
active=6: F_T=0.729868, F_V=0.667368
active=5: F_T=0.713947, F_V=0.647895
active=4: F_T=0.681711, F_V=0.623421
active=3: F_T=0.675789, F_V=0.632500
active=2: F_T=0.647895, F_V=0.613816
active=1: F_T=0.648026, F_V=0.657237
active=0: F_T=0.500000, F_V=0.500000
