covariate 1:   name=covariate1, type=float, missing=  5 of 100, average=0.084936, stdev=0.998793, range=[-3.131639,3.302952], active=1
covariate 2:   name=covariate2, type=float, missing=  5 of 100, average=0.218035, stdev=1.003769, range=[-1.986356,2.496129], active=1
covariate 3:   name=covariate3, type=float, missing=  4 of 100, average=0.014463, stdev=0.882081, range=[-2.149249,2.581333], active=1
covariate 4:   name=covariate4, type=float, missing=  3 of 100, average=0.011922, stdev=0.914567, range=[-2.123517,1.902117], active=1
covariate 5:   name=covariate5, type=float, missing=  5 of 100, average=-0.016859, stdev=0.958326, range=[-2.165011,2.717201], active=1
covariate 6:   name=covariate6, type=float, missing=  8 of 100, average=-0.007980, stdev=1.043068, range=[-2.168773,3.025953], active=1
covariate 7:   name=covariate7, type=float, missing=  7 of 100, average=0.035568, stdev=1.054662, range=[-2.544496,2.428998], active=1
covariate 8:   name=covariate8, type=float, missing=  6 of 100, average=-0.110269, stdev=0.942109, range=[-2.304665,1.986247], active=1
covariate 9:   name=covariate9, type=float, missing=  4 of 100, average=-0.007178, stdev=0.921185, range=[-1.643508,2.229273], active=1
covariate 10:  name=covariate10, type=float, missing=  6 of 100, average=0.066066, stdev=1.074739, range=[-2.607936,2.553375], active=1
covariate 11:  name=covariate11, type=float, missing=  7 of 100, average=-0.092660, stdev=1.107030, range=[-2.263103,3.568212], active=1
covariate 12:  name=covariate12, type=float, missing=  4 of 100, average=-0.078069, stdev=1.092479, range=[-2.679970,2.992577], active=1
covariate 13:  name=covariate13, type=float, missing=  2 of 100, average=0.063696, stdev=1.001489, range=[-2.467559,2.660967], active=1
covariate 14:  name=covariate14, type=float, missing=  5 of 100, average=-0.078485, stdev=1.101598, range=[-3.068174,2.284405], active=1
covariate 15:  name=covariate15, type=float, missing=  3 of 100, average=-0.002760, stdev=0.937699, range=[-2.560765,2.832278], active=1
covariate 16:  name=covariate16, type=float, missing=  5 of 100, average=-0.158708, stdev=1.120531, range=[-2.824564,3.413596], active=1
covariate 17:  name=covariate17, type=float, missing=  5 of 100, average=-0.358005, stdev=1.082447, range=[-3.156779,2.028472], active=1
