N=100
P=50
R=2
1 0.633690 0.611477 -0.252296 0.601510 -0.066850 -1.032937 -0.314633 0.445001 0.503837 -2.152721 3.568212 0.813865 1.642840 0.605108 0.509955 -0.128684 -0.461939 -0.974887 1.579011 0.179536 1.353664 -1.689120 -0.522885 1.197299 -0.690863 0.544934 1.314632 0.806864 0.909940 0.866716 0.318125 -2.318078 0.626092 1.025852 NA 1.873462 -0.737867 -0.960554 2.798332 0.524837 -0.609492 0.150152 -1.170572 -0.449302 0.698810 1.562112 -0.324403 -1.354808 0.570899 NA 0.370890 1.000000
2 NA -0.242764 1.118531 1.021844 -1.048567 1.591180 0.199128 NA -1.257196 -1.853436 1.305170 0.452860 -0.137969 -0.497721 -1.176870 -0.006204 -0.223178 0.677065 -0.414707 2.211222 NA -1.341215 0.794279 0.749439 -1.119302 -0.658527 -0.810650 1.394192 -0.999286 -0.018338 -1.137132 0.447760 -0.237449 1.141504 0.235510 1.059934 -0.190501 NA -0.325525 -1.934640 -1.526843 1.784090 -0.041189 -0.120846 -1.600552 -0.611149 1.241286 0.890925 0.230101 0.396541 0.538331 1.000000
3 3.302952 0.746015 -0.396972 0.466451 1.187434 -0.391379 -0.697750 0.068791 1.305616 1.743912 0.525606 -0.248987 0.100512 -1.438064 0.830992 -0.619333 -0.555664 0.767355 0.099716 -0.104825 2.313075 NA 0.107230 -0.709301 0.820827 0.891328 -1.363456 -0.020234 0.106720 -0.409389 -0.582269 0.565418 NA 1.089388 NA -1.965448 -0.355177 0.797190 -1.249015 0.292351 -0.132277 -0.997191 -1.178475 -0.030428 -0.058575 0.356175 -2.879829 0.303710 2.123469 -0.354511 0.331738 1.000000
4 -0.122060 -0.670999 1.135193 -1.426514 1.009645 0.908200 0.436856 -1.847880 -0.260269 -0.939629 -1.646131 2.178153 0.577486 -0.206257 0.535163 0.452705 0.345484 1.297961 0.093017 1.013312 1.284079 -1.855396 0.707604 0.207955 -1.413394 0.010238 -1.817968 1.804230 0.292456 -1.364299 1.300842 1.518384 -1.251312 -1.551924 NA 0.643570 0.024507 -1.198688 -0.946226 0.535970 -0.313705 0.017071 -0.342028 0.210570 0.076318 1.316332 0.009516 0.778972 0.702334 0.842083 4.738840 1.000000
5 1.397020 0.261987 NA -0.227823 0.316616 0.444692 NA -0.169623 NA -0.113290 -0.784009 -0.019460 -0.497151 0.017867 -1.062445 0.162499 NA 0.194055 -0.791277 NA 0.588470 -0.054099 0.630693 -0.488984 -0.010579 1.242029 -0.707878 -1.753633 -1.341470 0.440088 0.528099 0.451654 1.952946 0.610898 1.167260 1.291161 0.414290 -0.854925 0.305597 0.636022 -0.894095 -1.865022 0.837139 0.990351 -1.084088 0.022929 1.184026 -0.812779 -1.217323 1.350686 0.183846 1.000000
6 -0.172906 2.334314 0.309599 0.270997 -0.235696 -1.587212 0.999873 -0.333147 0.875586 2.101289 -0.178231 0.711910 -0.922828 -1.166288 -0.042272 0.925188 -0.946998 -0.209425 0.267162 2.837575 -0.096736 0.398374 -1.900392 -0.402086 1.465014 -1.460120 -1.235515 NA 0.031711 -1.205536 -0.179878 -0.691948 NA -2.314528 0.603361 -0.494084 -0.658171 0.484258 1.567737 -0.564087 -0.484875 0.262200 -0.544432 0.607814 -1.157932 1.161035 -0.725599 1.845543 -0.254917 0.562268 0.688552 1.000000
7 -0.332357 0.171347 -0.302667 0.689952 0.336576 0.353713 0.682687 0.437898 -0.258118 0.244321 0.765436 -0.668464 -0.201159 -0.381751 -0.064854 -0.599272 0.685953 -1.605110 1.377380 -1.297082 0.248203 -2.800497 0.250509 0.520707 0.594637 -0.361344 NA -0.917545 0.664891 0.582666 1.218803 0.287160 -0.285449 2.522395 -0.823799 0.249713 -1.718512 -1.500024 -0.875455 -2.047292 -1.019919 1.194598 -0.067886 -0.401389 1.399653 0.595135 NA NA 1.152030 0.282463 2.930815 1.000000
8 0.610260 0.248560 -0.383182 0.185863 NA 0.488409 -2.204923 -1.355635 0.744783 NA NA 0.709891 0.156952 -0.919222 0.094918 0.950841 0.187078 1.001596 -1.724672 -1.392687 -1.065624 0.016909 -1.420126 1.214533 0.766651 1.454251 0.708816 -1.064021 0.800869 -3.148389 -0.049131 -0.207628 1.015076 -1.523734 -0.920409 -0.166268 0.014403 -0.034466 1.667845 0.297969 -0.913855 -0.306569 0.415586 -0.602016 0.297934 0.745918 NA 1.324574 0.145717 -0.183890 1.537420 1.000000
9 -1.621258 -0.186890 -0.113910 0.270210 1.520082 -1.284622 0.498922 1.482511 1.913598 0.221138 0.018301 -2.113592 -0.141237 -1.858396 0.439365 1.406766 -2.230910 NA -1.942730 -0.540163 0.037013 -0.149839 -0.918108 1.488098 0.061437 -1.585443 0.487080 1.439330 -0.462756 -0.064237 0.350589 0.724178 -0.323256 0.232473 0.582917 1.599142 -1.110660 -0.516883 -1.803630 -0.196518 -1.221977 0.126392 -0.339562 -0.355859 -0.403089 1.273595 -0.596691 -1.653390 -1.087910 NA 2.994987 0.000000
10 1.529650 1.452510 -0.071726 -1.065322 0.019064 -0.259705 -1.274367 0.145504 0.506573 0.454719 0.401954 -1.131733 -0.188701 -0.264470 -1.246013 -2.114880 -1.154094 -0.789999 -1.016722 0.692151 0.494025 1.083909 -1.121764 0.541332 -3.587830 0.032931 -0.406785 0.104093 0.678841 0.222426 0.419582 0.776291 -0.414236 -1.251617 0.823671 0.496873 -0.271681 -0.509526 -1.306951 -1.247285 0.448327 -0.863320 0.424437 0.585721 1.287578 0.516351 -0.545482 0.812747 -1.980845 2.059891 0.419444 1.000000
11 0.735768 1.190724 -0.750402 0.153530 0.193947 -0.414466 0.570903 0.640314 -0.666456 0.450638 -0.681828 0.155099 0.576085 -1.642397 NA NA 0.187547 -0.852597 0.333772 -0.960016 -0.432900 1.181081 0.118806 0.137389 0.217907 -0.761780 -0.369946 NA 0.174286 -0.092575 -0.056840 -1.027526 -0.534919 -1.434799 0.412419 0.219472 2.085524 -0.168566 0.251640 -0.972115 0.451360 0.865652 2.556925 -0.790195 -0.864925 1.675811 -0.110778 0.547841 0.567344 -0.521512 8.329403 1.000000
12 -0.205408 0.445724 0.058074 -1.601938 -0.509686 1.354829 -0.865530 0.916256 -0.650558 -0.271880 1.641174 -0.225929 -0.924041 1.894373 2.832278 0.555370 1.061468 0.180683 -1.189311 -0.466608 0.803907 -2.460984 -0.465984 -0.295944 0.759912 -1.050763 -0.407250 -0.277468 -3.474271 0.791328 0.046767 0.157235 -0.006613 -0.022099 2.217802 -0.078279 -0.147585 2.307702 -0.417377 -1.176913 0.296786 0.648462 0.507423 0.806037 2.085188 -0.072354 -0.013123 1.279198 -0.685210 -0.227798 10.110155 0.000000
13 1.898421 0.393531 0.953628 -0.559146 1.178096 NA -0.072079 0.174583 0.151292 0.832169 0.036998 1.574609 -2.467559 -1.084701 1.543500 -0.140631 1.104301 -0.206505 1.420942 -0.057615 -0.271647 -0.039302 0.720115 -1.365928 -0.478262 NA -0.628378 NA 0.581605 -1.707087 -2.121982 1.078628 0.850239 0.725199 -0.752449 0.659169 -0.383732 1.423364 -0.815120 -0.005465 2.018035 0.163173 -0.160622 -0.649188 -0.537148 0.345328 0.671853 -0.225483 -1.503025 0.023375 2.007305 1.000000
14 -3.131639 -0.077472 NA -1.012026 0.946981 1.036781 0.125898 NA 0.453993 -1.973737 0.234051 -0.907143 -0.573119 -0.243028 0.177850 3.413596 -1.049171 -1.842684 0.089964 -2.098007 1.115080 -1.139539 -0.075382 -0.849974 -0.074545 -0.029954 -0.673285 -1.176031 -1.187369 NA -0.604516 -0.469568 3.275887 1.172839 -0.091810 1.074973 NA NA -2.264277 1.243235 -0.177183 0.362655 1.321232 0.633305 -0.420357 0.131955 0.284574 -1.608526 NA 0.895302 6.353805 0.000000
15 1.316805 1.247115 -0.806203 0.529671 -0.403466 1.242092 0.365174 -1.153018 -1.347722 NA 0.940910 -0.092715 1.520718 -0.200489 -0.819036 -0.272716 -0.627884 -1.837607 -0.065819 NA 0.541778 0.344034 -1.963933 0.337610 0.989521 -1.394551 0.911356 -0.539082 0.287416 -0.437044 0.499353 1.565612 -0.095154 1.983123 -0.822051 1.065364 0.888339 -0.583126 -0.765809 -0.188113 NA -0.099613 -0.681281 -2.769697 0.674106 -1.713952 -0.241285 -0.144718 0.161938 0.442119 0.027140 1.000000
16 0.320875 1.672368 -0.072167 0.683334 -0.679614 -0.812593 -0.442601 1.492705 -0.380708 -1.585535 0.629353 -2.085618 0.523606 1.554607 NA 0.096245 -0.653995 0.808063 0.669027 -0.031102 1.377168 0.119819 -2.111801 -0.646412 -0.963983 0.411683 0.609173 -0.751105 2.657940 0.071156 -0.641568 -1.583116 -0.367525 -1.312872 -0.068046 0.676122 2.134608 -1.758098 1.433648 -0.615382 -1.044630 -1.084175 -0.782256 0.127517 0.575088 1.022939 0.830644 -0.264111 0.946960 0.734492 0.444778 1.000000
17 0.172442 1.052961 NA -0.131849 0.722380 1.257493 -0.550443 -0.873786 -1.374380 -1.442770 1.223546 -0.085798 1.599500 0.723690 1.067189 -0.740762 -1.782012 NA 0.033274 -1.969343 1.071962 1.846674 0.012231 NA -0.565907 -0.370548 -0.774528 -0.498428 0.952172 -1.899007 NA -1.083435 0.043029 0.706835 0.355602 0.729424 0.177360 -0.056797 -0.701797 -1.650555 -1.169727 0.855279 1.918882 -1.449751 -1.659953 0.254341 -0.519274 -0.839027 2.355513 1.943410 0.311552 1.000000
18 1.608856 -0.589980 0.654867 -0.284586 -1.819010 2.160519 1.089939 -0.258666 0.032240 -0.450320 -1.991436 0.848191 -0.186808 -1.030782 -0.250291 -0.042378 -0.764892 0.311665 -0.946529 -0.212995 -0.815078 0.436485 0.180600 0.556453 0.432077 1.189551 0.338008 1.016011 -0.158548 1.424384 2.249533 0.305611 -0.785358 1.023607 -2.096645 -0.751229 0.802586 -0.136892 -0.133782 0.583190 0.418916 -0.815971 0.138270 -0.774276 1.482033 -0.882052 0.265752 0.323859 0.549706 -1.680887 5.777051 0.000000
19 -0.060935 -0.596354 -0.470975 -1.026086 1.238272 0.053764 0.586240 0.288313 0.324987 NA NA -1.176973 2.660967 0.672257 1.127354 -0.085924 -0.872214 -1.313109 -0.173663 1.284834 -1.027575 1.027630 NA 2.244508 -0.801513 -0.287227 0.264119 0.035107 0.291385 1.733411 -2.793066 -0.325180 0.578817 0.603999 0.680058 -0.299525 0.154538 -1.777117 0.367910 0.127279 -0.492472 -0.723765 -1.265142 1.681871 -1.757974 0.754622 -1.307633 -0.771472 0.470770 -1.890916 2.794584 0.000000
