active=40: F_T=0.959884, F_V=0.700930
active=39: F_T=0.956628, F_V=0.707209
active=38: F_T=0.960465, F_V=0.704884
active=37: F_T=0.955698, F_V=0.708953
active=36: F_T=0.952209, F_V=0.721163
active=35: F_T=0.954070, F_V=0.727442
active=34: F_T=0.950581, F_V=0.732442
active=33: F_T=0.946860, F_V=0.736977
active=32: F_T=0.949651, F_V=0.746047
active=31: F_T=0.951628, F_V=0.754535
active=30: F_T=0.949186, F_V=0.754302
active=29: F_T=0.945581, F_V=0.758837
active=28: F_T=0.947674, F_V=0.757674
active=27: F_T=0.945233, F_V=0.774419
active=26: F_T=0.943256, F_V=0.775116
active=25: F_T=0.941628, F_V=0.790814
active=24: F_T=0.941744, F_V=0.798140
active=23: F_T=0.942093, F_V=0.794535
active=22: F_T=0.935465, F_V=0.801279
active=21: F_T=0.941977, F_V=0.800581
active=20: F_T=0.935930, F_V=0.811047
active=19: F_T=0.933023, F_V=0.813721
active=18: F_T=0.929535, F_V=0.813721
active=17: F_T=0.926628, F_V=0.816860
active=16: F_T=0.914767, F_V=0.806395
active=15: F_T=0.905581, F_V=0.814302
active=14: F_T=0.898023, F_V=0.797093
active=13: F_T=0.893256, F_V=0.791279
active=12: F_T=0.888023, F_V=0.800233
active=11: F_T=0.884186, F_V=0.805581
active=10: F_T=0.869186, F_V=0.786047
active=9: F_T=0.852907, F_V=0.780233
active=8: F_T=0.837326, F_V=0.783953
active=7: F_T=0.833372, F_V=0.770930
active=6: F_T=0.843953, F_V=0.795000
active=5: F_T=0.809535, F_V=0.757326
active=4: F_T=0.717326, F_V=0.690581
active=3: F_T=0.700581, F_V=0.670814
active=2: F_T=0.665581, F_V=0.647326
active=1: F_T=0.627093, F_V=0.623721
active=0: F_T=0.511628, F_V=0.488372
