active=60: F_T=0.935400, F_V=0.594700
active=59: F_T=0.932600, F_V=0.596900
active=58: F_T=0.931200, F_V=0.604000
active=57: F_T=0.930900, F_V=0.603400
active=56: F_T=0.931900, F_V=0.603500
active=55: F_T=0.926400, F_V=0.620000
active=54: F_T=0.928200, F_V=0.614600
active=53: F_T=0.929000, F_V=0.613200
active=52: F_T=0.923600, F_V=0.625800
active=51: F_T=0.919300, F_V=0.619400
active=50: F_T=0.922800, F_V=0.629800
active=49: F_T=0.916800, F_V=0.641100
active=48: F_T=0.914700, F_V=0.639800
active=47: F_T=0.912800, F_V=0.646200
active=46: F_T=0.913100, F_V=0.646900
active=45: F_T=0.906100, F_V=0.655200
active=44: F_T=0.907500, F_V=0.659600
active=43: F_T=0.906700, F_V=0.659200
active=42: F_T=0.904300, F_V=0.673700
active=41: F_T=0.900600, F_V=0.666500
active=40: F_T=0.897100, F_V=0.681300
active=39: F_T=0.899900, F_V=0.690600
active=38: F_T=0.895000, F_V=0.683900
active=37: F_T=0.892100, F_V=0.695600
active=36: F_T=0.885600, F_V=0.685700
active=35: F_T=0.877100, F_V=0.687300
active=34: F_T=0.878400, F_V=0.687900
active=33: F_T=0.874200, F_V=0.691900
active=32: F_T=0.867200, F_V=0.685100
active=31: F_T=0.865100, F_V=0.691900
active=30: F_T=0.867700, F_V=0.699200
active=29: F_T=0.860100, F_V=0.698700
active=28: F_T=0.867300, F_V=0.712100
active=27: F_T=0.846900, F_V=0.710200
active=26: F_T=0.843600, F_V=0.704600
active=25: F_T=0.839100, F_V=0.718700
active=24: F_T=0.838000, F_V=0.719900
active=23: F_T=0.842700, F_V=0.725000
active=22: F_T=0.842500, F_V=0.736200
active=21: F_T=0.847000, F_V=0.725900
active=20: F_T=0.841000, F_V=0.739000
active=19: F_T=0.847600, F_V=0.748900
active=18: F_T=0.849500, F_V=0.746300
active=17: F_T=0.841800, F_V=0.755100
active=16: F_T=0.850500, F_V=0.746000
active=15: F_T=0.823700, F_V=0.735600
active=14: F_T=0.823200, F_V=0.735400
active=13: F_T=0.805900, F_V=0.738900
active=12: F_T=0.803600, F_V=0.736800
active=11: F_T=0.809000, F_V=0.748900
active=10: F_T=0.781900, F_V=0.732400
active=9: F_T=0.754800, F_V=0.690600
active=8: F_T=0.746200, F_V=0.693900
active=7: F_T=0.731600, F_V=0.684600
active=6: F_T=0.713800, F_V=0.669600
active=5: F_T=0.699900, F_V=0.667000
active=4: F_T=0.675700, F_V=0.638200
active=3: F_T=0.653500, F_V=0.629400
active=2: F_T=0.629400, F_V=0.612200
active=1: F_T=0.601800, F_V=0.597100
active=0: F_T=0.500000, F_V=0.500000
