active=60: F_T=0.924900, F_V=0.589700
active=59: F_T=0.922800, F_V=0.593900
active=58: F_T=0.919500, F_V=0.593800
active=57: F_T=0.918600, F_V=0.596400
active=56: F_T=0.913900, F_V=0.606600
active=55: F_T=0.914200, F_V=0.596900
active=54: F_T=0.913600, F_V=0.604100
active=53: F_T=0.906300, F_V=0.612800
active=52: F_T=0.902500, F_V=0.612200
active=51: F_T=0.900600, F_V=0.613300
active=50: F_T=0.904600, F_V=0.610100
active=49: F_T=0.899300, F_V=0.618600
active=48: F_T=0.898400, F_V=0.618500
active=47: F_T=0.893000, F_V=0.630600
active=46: F_T=0.896300, F_V=0.636500
active=45: F_T=0.889800, F_V=0.630900
active=44: F_T=0.888600, F_V=0.636900
active=43: F_T=0.888400, F_V=0.647800
active=42: F_T=0.889800, F_V=0.646400
active=41: F_T=0.886100, F_V=0.657200
active=40: F_T=0.886900, F_V=0.658600
active=39: F_T=0.879000, F_V=0.657000
active=38: F_T=0.873300, F_V=0.662400
active=37: F_T=0.871700, F_V=0.664400
active=36: F_T=0.872400, F_V=0.661000
active=35: F_T=0.864100, F_V=0.672800
active=34: F_T=0.855000, F_V=0.680400
active=33: F_T=0.860400, F_V=0.678900
active=32: F_T=0.853800, F_V=0.688900
active=31: F_T=0.852900, F_V=0.688300
active=30: F_T=0.847700, F_V=0.705700
active=29: F_T=0.852800, F_V=0.699500
active=28: F_T=0.848600, F_V=0.707500
active=27: F_T=0.844500, F_V=0.715900
active=26: F_T=0.848900, F_V=0.721900
active=25: F_T=0.840400, F_V=0.719300
active=24: F_T=0.846800, F_V=0.721000
active=23: F_T=0.831900, F_V=0.733200
active=22: F_T=0.839800, F_V=0.740800
active=21: F_T=0.841000, F_V=0.743700
active=20: F_T=0.849300, F_V=0.751500
active=19: F_T=0.848900, F_V=0.742600
active=18: F_T=0.842200, F_V=0.753800
active=17: F_T=0.834100, F_V=0.754400
active=16: F_T=0.838400, F_V=0.764300
active=15: F_T=0.828200, F_V=0.759400
active=14: F_T=0.831600, F_V=0.760600
active=13: F_T=0.818200, F_V=0.752500
active=12: F_T=0.830700, F_V=0.753600
active=11: F_T=0.826200, F_V=0.759000
active=10: F_T=0.825000, F_V=0.763900
active=9: F_T=0.810100, F_V=0.752100
active=8: F_T=0.782500, F_V=0.716800
active=7: F_T=0.755700, F_V=0.714100
active=6: F_T=0.772500, F_V=0.736000
active=5: F_T=0.757000, F_V=0.716700
active=4: F_T=0.750000, F_V=0.717300
active=3: F_T=0.747800, F_V=0.730400
active=2: F_T=0.673800, F_V=0.653900
active=1: F_T=0.640700, F_V=0.644900
active=0: F_T=0.500000, F_V=0.500000
